iso3,decile,cost,income,region
ISR,90,18590595.49190276,Advanced Economies,Advanced Economies
ISR,100,906066.372668614,Advanced Economies,Advanced Economies
ITA,10,0.0,Advanced Economies,Advanced Economies
ITA,20,0.0,Advanced Economies,Advanced Economies
ITA,30,0.0,Advanced Economies,Advanced Economies
ITA,40,0.0,Advanced Economies,Advanced Economies
ITA,50,0.0,Advanced Economies,Advanced Economies
ITA,60,0.0,Advanced Economies,Advanced Economies
ITA,70,0.0,Advanced Economies,Advanced Economies
ITA,80,0.0,Advanced Economies,Advanced Economies
ITA,90,0.0,Advanced Economies,Advanced Economies
ITA,100,0.0,Advanced Economies,Advanced Economies
JAM,10,4711576.804077529,Emerging Market Economies,Latin America and the Caribbean
JAM,20,4961688.517483309,Emerging Market Economies,Latin America and the Caribbean
JAM,30,1846649.4199054393,Emerging Market Economies,Latin America and the Caribbean
JAM,40,4881191.14080999,Emerging Market Economies,Latin America and the Caribbean
JAM,50,1676072.3820971008,Emerging Market Economies,Latin America and the Caribbean
JAM,60,1296804.1509252132,Emerging Market Economies,Latin America and the Caribbean
JAM,70,2989661.394385762,Emerging Market Economies,Latin America and the Caribbean
JAM,80,1985550.5654827794,Emerging Market Economies,Latin America and the Caribbean
JAM,90,1219458.9723006738,Emerging Market Economies,Latin America and the Caribbean
JAM,100,2235936.276859322,Emerging Market Economies,Latin America and the Caribbean
JPN,10,0.0,Advanced Economies,Advanced Economies
JPN,20,0.0,Advanced Economies,Advanced Economies
JPN,30,0.0,Advanced Economies,Advanced Economies
JPN,40,0.0,Advanced Economies,Advanced Economies
JPN,50,0.0,Advanced Economies,Advanced Economies
JPN,60,0.0,Advanced Economies,Advanced Economies
JPN,70,0.0,Advanced Economies,Advanced Economies
JPN,80,0.0,Advanced Economies,Advanced Economies
JPN,90,0.0,Advanced Economies,Advanced Economies
JPN,100,0.0,Advanced Economies,Advanced Economies
JOR,10,0.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
JOR,20,0.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
JOR,30,0.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
JOR,40,0.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
JOR,50,0.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
JOR,60,0.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
JOR,70,0.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
JOR,80,0.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
JOR,90,0.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
JOR,100,0.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
KAZ,10,0.0,Emerging Market Economies,Caucasus and Central Asia
KAZ,20,0.0,Emerging Market Economies,Caucasus and Central Asia
KAZ,30,0.0,Emerging Market Economies,Caucasus and Central Asia
KAZ,40,0.0,Emerging Market Economies,Caucasus and Central Asia
KAZ,50,0.0,Emerging Market Economies,Caucasus and Central Asia
KAZ,60,0.0,Emerging Market Economies,Caucasus and Central Asia
KAZ,70,0.0,Emerging Market Economies,Caucasus and Central Asia
KAZ,80,0.0,Emerging Market Economies,Caucasus and Central Asia
KAZ,90,0.0,Emerging Market Economies,Caucasus and Central Asia
KAZ,100,414816255.0472449,Emerging Market Economies,Caucasus and Central Asia
KEN,10,0.0,Low Income Developing Countries,Sub-Sahara Africa
KEN,20,0.0,Low Income Developing Countries,Sub-Sahara Africa
KEN,30,0.0,Low Income Developing Countries,Sub-Sahara Africa
KEN,40,0.0,Low Income Developing Countries,Sub-Sahara Africa
KEN,50,0.0,Low Income Developing Countries,Sub-Sahara Africa
KEN,60,0.0,Low Income Developing Countries,Sub-Sahara Africa
KEN,70,0.0,Low Income Developing Countries,Sub-Sahara Africa
KEN,80,0.0,Low Income Developing Countries,Sub-Sahara Africa
KEN,90,0.0,Low Income Developing Countries,Sub-Sahara Africa
KEN,100,0.0,Low Income Developing Countries,Sub-Sahara Africa
PRK,10,45332177.330880724,0.0,0.0
PRK,20,30252694.227502454,0.0,0.0
PRK,30,24214336.116124254,0.0,0.0
PRK,40,23479065.841342267,0.0,0.0
PRK,50,24789184.99287863,0.0,0.0
PRK,60,23458900.044704836,0.0,0.0
PRK,70,20761698.494448394,0.0,0.0
PRK,80,19702332.32724081,0.0,0.0
PRK,90,18156249.116600566,0.0,0.0
PRK,100,17163380.887147233,0.0,0.0
KOR,10,0.0,Advanced Economies,Advanced Economies
KOR,20,0.0,Advanced Economies,Advanced Economies
KOR,30,0.0,Advanced Economies,Advanced Economies
KOR,40,0.0,Advanced Economies,Advanced Economies
KOR,50,0.0,Advanced Economies,Advanced Economies
KOR,60,0.0,Advanced Economies,Advanced Economies
KOR,70,0.0,Advanced Economies,Advanced Economies
KOR,80,0.0,Advanced Economies,Advanced Economies
KOR,90,0.0,Advanced Economies,Advanced Economies
KOR,100,0.0,Advanced Economies,Advanced Economies
KWT,10,0.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
KWT,20,0.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
KWT,30,0.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
KWT,40,0.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
KWT,50,0.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
KWT,60,0.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
KWT,70,0.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
KWT,80,0.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
KWT,90,0.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
KWT,100,0.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
KGZ,10,20509578.26499958,Low Income Developing Countries,Caucasus and Central Asia
KGZ,20,10983554.689358074,Low Income Developing Countries,Caucasus and Central Asia
KGZ,30,8243161.756671836,Low Income Developing Countries,Caucasus and Central Asia
KGZ,40,13564116.920970023,Low Income Developing Countries,Caucasus and Central Asia
KGZ,50,9530570.470093295,Low Income Developing Countries,Caucasus and Central Asia
KGZ,60,9507877.175325712,Low Income Developing Countries,Caucasus and Central Asia
KGZ,70,19940046.113212124,Low Income Developing Countries,Caucasus and Central Asia
KGZ,80,14983707.869514074,Low Income Developing Countries,Caucasus and Central Asia
KGZ,90,20021005.975626193,Low Income Developing Countries,Caucasus and Central Asia
KGZ,100,23338520.337730225,Low Income Developing Countries,Caucasus and Central Asia
LAO,10,0.0,Low Income Developing Countries,Emerging and Developing Asia
LAO,20,0.0,Low Income Developing Countries,Emerging and Developing Asia
LAO,30,0.0,Low Income Developing Countries,Emerging and Developing Asia
LAO,40,0.0,Low Income Developing Countries,Emerging and Developing Asia
LAO,50,0.0,Low Income Developing Countries,Emerging and Developing Asia
LAO,60,0.0,Low Income Developing Countries,Emerging and Developing Asia
LAO,70,0.0,Low Income Developing Countries,Emerging and Developing Asia
LAO,80,0.0,Low Income Developing Countries,Emerging and Developing Asia
LAO,90,21136044.080692768,Low Income Developing Countries,Emerging and Developing Asia
LAO,100,23422546.86159938,Low Income Developing Countries,Emerging and Developing Asia
LVA,10,0.0,Advanced Economies,Advanced Economies
LVA,20,0.0,Advanced Economies,Advanced Economies
LVA,30,0.0,Advanced Economies,Advanced Economies
LVA,40,0.0,Advanced Economies,Advanced Economies
LVA,50,0.0,Advanced Economies,Advanced Economies
LVA,60,0.0,Advanced Economies,Advanced Economies
LVA,70,0.0,Advanced Economies,Advanced Economies
LVA,80,0.0,Advanced Economies,Advanced Economies
LVA,90,0.0,Advanced Economies,Advanced Economies
LVA,100,4403112.517201864,Advanced Economies,Advanced Economies
LBN,10,0.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
LBN,20,0.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
LBN,30,0.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
LBN,40,0.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
LBN,50,0.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
LBN,60,0.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
LBN,70,0.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
LBN,80,0.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
LBN,90,0.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
LBN,100,0.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
LSO,10,0.0,Low Income Developing Countries,Sub-Sahara Africa
LSO,20,0.0,Low Income Developing Countries,Sub-Sahara Africa
LSO,30,0.0,Low Income Developing Countries,Sub-Sahara Africa
LSO,40,0.0,Low Income Developing Countries,Sub-Sahara Africa
LSO,50,0.0,Low Income Developing Countries,Sub-Sahara Africa
LSO,60,0.0,Low Income Developing Countries,Sub-Sahara Africa
LSO,70,0.0,Low Income Developing Countries,Sub-Sahara Africa
LSO,80,0.0,Low Income Developing Countries,Sub-Sahara Africa
LSO,90,0.0,Low Income Developing Countries,Sub-Sahara Africa
LSO,100,0.0,Low Income Developing Countries,Sub-Sahara Africa
LBR,10,14299055.201812377,Low Income Developing Countries,Sub-Sahara Africa
LBR,20,10830298.167231953,Low Income Developing Countries,Sub-Sahara Africa
LBR,30,6569970.024672795,Low Income Developing Countries,Sub-Sahara Africa
LBR,40,5017999.90588466,Low Income Developing Countries,Sub-Sahara Africa
LBR,50,6360252.32188369,Low Income Developing Countries,Sub-Sahara Africa
LBR,60,5257578.883150544,Low Income Developing Countries,Sub-Sahara Africa
LBR,70,6432629.068172885,Low Income Developing Countries,Sub-Sahara Africa
LBR,80,10085636.193462525,Low Income Developing Countries,Sub-Sahara Africa
LBR,90,7184574.456958159,Low Income Developing Countries,Sub-Sahara Africa
LBR,100,10102196.165319944,Low Income Developing Countries,Sub-Sahara Africa
LBY,10,22436433.145324066,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
LBY,20,25508685.9872062,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
LBY,30,12085641.04292005,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
LBY,40,23491240.078193143,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
LBY,50,21873882.82678469,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
LBY,60,72910489.42678489,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
LBY,70,99018205.0584511,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
LBY,80,160064394.64782783,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
LBY,90,125620266.516676,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
LBY,100,460120658.05541205,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
LTU,10,0.0,Advanced Economies,Advanced Economies
LTU,20,0.0,Advanced Economies,Advanced Economies
LTU,30,0.0,Advanced Economies,Advanced Economies
LTU,40,0.0,Advanced Economies,Advanced Economies
LTU,50,0.0,Advanced Economies,Advanced Economies
LTU,60,0.0,Advanced Economies,Advanced Economies
LTU,70,0.0,Advanced Economies,Advanced Economies
LTU,80,0.0,Advanced Economies,Advanced Economies
LTU,90,0.0,Advanced Economies,Advanced Economies
LTU,100,0.0,Advanced Economies,Advanced Economies
LUX,10,2894873.393953312,Advanced Economies,Advanced Economies
LUX,20,480190.0269625158,Advanced Economies,Advanced Economies
LUX,30,264738.32746160653,Advanced Economies,Advanced Economies
LUX,40,413047.8997629386,Advanced Economies,Advanced Economies
LUX,50,379498.13885826425,Advanced Economies,Advanced Economies
LUX,60,399820.13409513974,Advanced Economies,Advanced Economies
LUX,70,251355.0662620855,Advanced Economies,Advanced Economies
LUX,80,294985.3437523443,Advanced Economies,Advanced Economies
LUX,90,82161.7205454307,Advanced Economies,Advanced Economies
LUX,100,579046.1086202372,Advanced Economies,Advanced Economies
MDG,10,0.0,Low Income Developing Countries,Sub-Sahara Africa
MDG,20,0.0,Low Income Developing Countries,Sub-Sahara Africa
MDG,30,0.0,Low Income Developing Countries,Sub-Sahara Africa
MDG,40,0.0,Low Income Developing Countries,Sub-Sahara Africa
MDG,50,0.0,Low Income Developing Countries,Sub-Sahara Africa
MDG,60,0.0,Low Income Developing Countries,Sub-Sahara Africa
MDG,70,0.0,Low Income Developing Countries,Sub-Sahara Africa
MDG,80,53108356.33718711,Low Income Developing Countries,Sub-Sahara Africa
MDG,90,56898223.30523745,Low Income Developing Countries,Sub-Sahara Africa
MDG,100,73168702.3213025,Low Income Developing Countries,Sub-Sahara Africa
MWI,10,0.0,Low Income Developing Countries,Sub-Sahara Africa
MWI,20,0.0,Low Income Developing Countries,Sub-Sahara Africa
MWI,30,0.0,Low Income Developing Countries,Sub-Sahara Africa
MWI,40,22113696.22529512,Low Income Developing Countries,Sub-Sahara Africa
MWI,50,23586824.349930864,Low Income Developing Countries,Sub-Sahara Africa
MWI,60,24404210.198793743,Low Income Developing Countries,Sub-Sahara Africa
MWI,70,25315809.5723623,Low Income Developing Countries,Sub-Sahara Africa
MWI,80,22037103.569931973,Low Income Developing Countries,Sub-Sahara Africa
MWI,90,13945663.242366048,Low Income Developing Countries,Sub-Sahara Africa
MWI,100,21711349.769665513,Low Income Developing Countries,Sub-Sahara Africa
MYS,10,0.0,Emerging Market Economies,Emerging and Developing Asia
MYS,20,0.0,Emerging Market Economies,Emerging and Developing Asia
MYS,30,0.0,Emerging Market Economies,Emerging and Developing Asia
MYS,40,0.0,Emerging Market Economies,Emerging and Developing Asia
MYS,50,0.0,Emerging Market Economies,Emerging and Developing Asia
MYS,60,0.0,Emerging Market Economies,Emerging and Developing Asia
MYS,70,0.0,Emerging Market Economies,Emerging and Developing Asia
MYS,80,0.0,Emerging Market Economies,Emerging and Developing Asia
MYS,90,30296161.84701257,Emerging Market Economies,Emerging and Developing Asia
MYS,100,70492733.53560092,Emerging Market Economies,Emerging and Developing Asia
MLI,10,0.0,Low Income Developing Countries,Sub-Sahara Africa
MLI,20,0.0,Low Income Developing Countries,Sub-Sahara Africa
MLI,30,0.0,Low Income Developing Countries,Sub-Sahara Africa
MLI,40,0.0,Low Income Developing Countries,Sub-Sahara Africa
MLI,50,0.0,Low Income Developing Countries,Sub-Sahara Africa
MLI,60,27884075.49116374,Low Income Developing Countries,Sub-Sahara Africa
MLI,70,50746500.426349774,Low Income Developing Countries,Sub-Sahara Africa
MLI,80,71896037.81744488,Low Income Developing Countries,Sub-Sahara Africa
MLI,90,147687349.01513058,Low Income Developing Countries,Sub-Sahara Africa
MLI,100,331799889.4613939,Low Income Developing Countries,Sub-Sahara Africa
MLT,10,463883.43783095793,Advanced Economies,Advanced Economies
MLT,20,392862.30558849225,Advanced Economies,Advanced Economies
MLT,30,375807.12161304837,Advanced Economies,Advanced Economies
MLT,40,234056.76580980592,Advanced Economies,Advanced Economies
MLT,50,314105.12027183524,Advanced Economies,Advanced Economies
MLT,60,399487.98439748207,Advanced Economies,Advanced Economies
MLT,70,196332.31141055474,Advanced Economies,Advanced Economies
MLT,80,371191.6801492522,Advanced Economies,Advanced Economies
MLT,90,146916.08582028188,Advanced Economies,Advanced Economies
MLT,100,43100.06057868785,Advanced Economies,Advanced Economies
MTQ,10,1087456.5752495197,0.0,0.0
MTQ,20,634671.906870681,0.0,0.0
MTQ,30,435242.34141214134,0.0,0.0
MTQ,40,290707.0277674831,0.0,0.0
MTQ,50,395488.15569644317,0.0,0.0
MTQ,60,378500.6417568665,0.0,0.0
MTQ,70,110895.57390512306,0.0,0.0
MTQ,80,158569.6448750494,0.0,0.0
MTQ,90,151900.16225269955,0.0,0.0
MTQ,100,134209.3849915399,0.0,0.0
MRT,10,16409689.627340917,Low Income Developing Countries,"Middle East, North Africa, Afghanistan, and Pakistan"
MRT,20,10995091.466806727,Low Income Developing Countries,"Middle East, North Africa, Afghanistan, and Pakistan"
MRT,30,8765131.770905674,Low Income Developing Countries,"Middle East, North Africa, Afghanistan, and Pakistan"
MRT,40,27498139.935398843,Low Income Developing Countries,"Middle East, North Africa, Afghanistan, and Pakistan"
MRT,50,23840839.484072108,Low Income Developing Countries,"Middle East, North Africa, Afghanistan, and Pakistan"
MRT,60,34883274.051519156,Low Income Developing Countries,"Middle East, North Africa, Afghanistan, and Pakistan"
MRT,70,39669719.250605844,Low Income Developing Countries,"Middle East, North Africa, Afghanistan, and Pakistan"
MRT,80,49694635.54725781,Low Income Developing Countries,"Middle East, North Africa, Afghanistan, and Pakistan"
MRT,90,54163987.95188936,Low Income Developing Countries,"Middle East, North Africa, Afghanistan, and Pakistan"
MRT,100,387506408.12518775,Low Income Developing Countries,"Middle East, North Africa, Afghanistan, and Pakistan"
MUS,10,3318098.85648019,Emerging Market Economies,Sub-Sahara Africa
MUS,20,1162244.3308465767,Emerging Market Economies,Sub-Sahara Africa
MUS,30,872021.2887523299,Emerging Market Economies,Sub-Sahara Africa
MUS,40,1274995.0971215144,Emerging Market Economies,Sub-Sahara Africa
MUS,50,978256.640590773,Emerging Market Economies,Sub-Sahara Africa
MUS,60,857820.7750550754,Emerging Market Economies,Sub-Sahara Africa
MUS,70,403395.340821009,Emerging Market Economies,Sub-Sahara Africa
MUS,80,840441.4223174669,Emerging Market Economies,Sub-Sahara Africa
MUS,90,682234.8569082076,Emerging Market Economies,Sub-Sahara Africa
MUS,100,19626.633312503083,Emerging Market Economies,Sub-Sahara Africa
MEX,10,0.0,Emerging Market Economies,Latin America and the Caribbean
MEX,20,0.0,Emerging Market Economies,Latin America and the Caribbean
MEX,30,0.0,Emerging Market Economies,Latin America and the Caribbean
MEX,40,0.0,Emerging Market Economies,Latin America and the Caribbean
MEX,50,0.0,Emerging Market Economies,Latin America and the Caribbean
MEX,60,0.0,Emerging Market Economies,Latin America and the Caribbean
MEX,70,0.0,Emerging Market Economies,Latin America and the Caribbean
MEX,80,0.0,Emerging Market Economies,Latin America and the Caribbean
MEX,90,0.0,Emerging Market Economies,Latin America and the Caribbean
MEX,100,331738556.2322924,Emerging Market Economies,Latin America and the Caribbean
MDA,10,8297371.82360023,Low Income Developing Countries,Emerging and Developing Europe
MDA,20,8392104.080769084,Low Income Developing Countries,Emerging and Developing Europe
MDA,30,4482039.252935902,Low Income Developing Countries,Emerging and Developing Europe
MDA,40,6160237.137471867,Low Income Developing Countries,Emerging and Developing Europe
MDA,50,3298684.723565906,Low Income Developing Countries,Emerging and Developing Europe
MDA,60,4267102.865333667,Low Income Developing Countries,Emerging and Developing Europe
MDA,70,3285840.6051178128,Low Income Developing Countries,Emerging and Developing Europe
MDA,80,2906471.993723036,Low Income Developing Countries,Emerging and Developing Europe
MDA,90,4032240.4051324595,Low Income Developing Countries,Emerging and Developing Europe
MDA,100,3406939.1978373523,Low Income Developing Countries,Emerging and Developing Europe
MNG,10,0.0,Emerging Market Economies,Emerging and Developing Asia
MNG,20,26832368.91655872,Emerging Market Economies,Emerging and Developing Asia
MNG,30,37247630.49801833,Emerging Market Economies,Emerging and Developing Asia
MNG,40,56045867.596230686,Emerging Market Economies,Emerging and Developing Asia
MNG,50,58882202.485366896,Emerging Market Economies,Emerging and Developing Asia
MNG,60,75505759.38247225,Emerging Market Economies,Emerging and Developing Asia
MNG,70,83286818.13800645,Emerging Market Economies,Emerging and Developing Asia
MNG,80,98896448.09655792,Emerging Market Economies,Emerging and Developing Asia
MNG,90,135446463.15103886,Emerging Market Economies,Emerging and Developing Asia
MNG,100,247092566.7492126,Emerging Market Economies,Emerging and Developing Asia
MNE,10,383345.6528303406,Emerging Market Economies,Emerging and Developing Europe
MNE,20,2936210.0130626853,Emerging Market Economies,Emerging and Developing Europe
MNE,30,990537.0156012692,Emerging Market Economies,Emerging and Developing Europe
MNE,40,712263.8480749783,Emerging Market Economies,Emerging and Developing Europe
MNE,50,988150.5068875258,Emerging Market Economies,Emerging and Developing Europe
MNE,60,2078423.1342213766,Emerging Market Economies,Emerging and Developing Europe
MNE,70,470425.8672090584,Emerging Market Economies,Emerging and Developing Europe
MNE,80,1386130.9776955305,Emerging Market Economies,Emerging and Developing Europe
MNE,90,685705.5013555767,Emerging Market Economies,Emerging and Developing Europe
MNE,100,1151224.7102365089,Emerging Market Economies,Emerging and Developing Europe
MAR,10,0.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
MAR,20,0.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
MAR,30,0.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
MAR,40,0.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
MAR,50,0.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
MAR,60,0.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
MAR,70,0.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
MAR,80,0.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
MAR,90,0.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
MAR,100,64769116.59584221,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
MOZ,10,0.0,Low Income Developing Countries,Sub-Sahara Africa
MOZ,20,0.0,Low Income Developing Countries,Sub-Sahara Africa
MOZ,30,0.0,Low Income Developing Countries,Sub-Sahara Africa
MOZ,40,59126700.30439737,Low Income Developing Countries,Sub-Sahara Africa
MOZ,50,60536630.59099108,Low Income Developing Countries,Sub-Sahara Africa
MOZ,60,47883273.34542811,Low Income Developing Countries,Sub-Sahara Africa
MOZ,70,45580402.53912435,Low Income Developing Countries,Sub-Sahara Africa
MOZ,80,65229115.81410401,Low Income Developing Countries,Sub-Sahara Africa
MOZ,90,61188482.68089243,Low Income Developing Countries,Sub-Sahara Africa
MOZ,100,98140526.55000758,Low Income Developing Countries,Sub-Sahara Africa
MMR,10,0.0,Low Income Developing Countries,Emerging and Developing Asia
MMR,20,0.0,Low Income Developing Countries,Emerging and Developing Asia
MMR,30,0.0,Low Income Developing Countries,Emerging and Developing Asia
MMR,40,0.0,Low Income Developing Countries,Emerging and Developing Asia
MMR,50,0.0,Low Income Developing Countries,Emerging and Developing Asia
MMR,60,0.0,Low Income Developing Countries,Emerging and Developing Asia
MMR,70,0.0,Low Income Developing Countries,Emerging and Developing Asia
MMR,80,0.0,Low Income Developing Countries,Emerging and Developing Asia
MMR,90,74542566.65317772,Low Income Developing Countries,Emerging and Developing Asia
MMR,100,77138188.90875626,Low Income Developing Countries,Emerging and Developing Asia
NAM,10,0.0,Emerging Market Economies,Sub-Sahara Africa
NAM,20,0.0,Emerging Market Economies,Sub-Sahara Africa
NAM,30,0.0,Emerging Market Economies,Sub-Sahara Africa
NAM,40,0.0,Emerging Market Economies,Sub-Sahara Africa
NAM,50,0.0,Emerging Market Economies,Sub-Sahara Africa
NAM,60,9178541.01362982,Emerging Market Economies,Sub-Sahara Africa
NAM,70,33844004.32842766,Emerging Market Economies,Sub-Sahara Africa
NAM,80,82955645.68904038,Emerging Market Economies,Sub-Sahara Africa
NAM,90,114382792.28068596,Emerging Market Economies,Sub-Sahara Africa
NAM,100,207839913.45649752,Emerging Market Economies,Sub-Sahara Africa
NPL,10,0.0,Low Income Developing Countries,Emerging and Developing Asia
NPL,20,0.0,Low Income Developing Countries,Emerging and Developing Asia
NPL,30,0.0,Low Income Developing Countries,Emerging and Developing Asia
NPL,40,0.0,Low Income Developing Countries,Emerging and Developing Asia
NPL,50,0.0,Low Income Developing Countries,Emerging and Developing Asia
NPL,60,0.0,Low Income Developing Countries,Emerging and Developing Asia
NPL,70,0.0,Low Income Developing Countries,Emerging and Developing Asia
NPL,80,20186401.467104375,Low Income Developing Countries,Emerging and Developing Asia
NPL,90,20150713.28108393,Low Income Developing Countries,Emerging and Developing Asia
NPL,100,18164449.130721606,Low Income Developing Countries,Emerging and Developing Asia
NLD,10,0.0,Advanced Economies,Advanced Economies
NLD,20,0.0,Advanced Economies,Advanced Economies
NLD,30,0.0,Advanced Economies,Advanced Economies
NLD,40,0.0,Advanced Economies,Advanced Economies
NLD,50,0.0,Advanced Economies,Advanced Economies
NLD,60,0.0,Advanced Economies,Advanced Economies
NLD,70,0.0,Advanced Economies,Advanced Economies
NLD,80,0.0,Advanced Economies,Advanced Economies
NLD,90,0.0,Advanced Economies,Advanced Economies
NLD,100,0.0,Advanced Economies,Advanced Economies
NCL,10,2466265.4254575768,0.0,0.0
NCL,20,360639.3871172442,0.0,0.0
NCL,30,678958.8461544034,0.0,0.0
NCL,40,616398.9524707997,0.0,0.0
NCL,50,903438.4646661574,0.0,0.0
NCL,60,1860850.1709416986,0.0,0.0
NCL,70,1576877.3202014193,0.0,0.0
NCL,80,1534557.3921213348,0.0,0.0
NCL,90,1295357.798625203,0.0,0.0
NCL,100,1616743.9191174416,0.0,0.0
NZL,10,0.0,Advanced Economies,Advanced Economies
NZL,20,0.0,Advanced Economies,Advanced Economies
NZL,30,0.0,Advanced Economies,Advanced Economies
NZL,40,0.0,Advanced Economies,Advanced Economies
NZL,50,0.0,Advanced Economies,Advanced Economies
NZL,60,0.0,Advanced Economies,Advanced Economies
NZL,70,0.0,Advanced Economies,Advanced Economies
NZL,80,0.0,Advanced Economies,Advanced Economies
NZL,90,9536832.719129834,Advanced Economies,Advanced Economies
NZL,100,0.0,Advanced Economies,Advanced Economies
NIC,10,12311493.337340584,Low Income Developing Countries,Latin America and the Caribbean
NIC,20,8715707.156050824,Low Income Developing Countries,Latin America and the Caribbean
NIC,30,11717349.663780509,Low Income Developing Countries,Latin America and the Caribbean
NIC,40,5515462.211414019,Low Income Developing Countries,Latin America and the Caribbean
NIC,50,5129491.794597611,Low Income Developing Countries,Latin America and the Caribbean
NIC,60,7627916.217292599,Low Income Developing Countries,Latin America and the Caribbean
NIC,70,9088159.236452073,Low Income Developing Countries,Latin America and the Caribbean
NIC,80,11680732.359978458,Low Income Developing Countries,Latin America and the Caribbean
NIC,90,19974392.721508995,Low Income Developing Countries,Latin America and the Caribbean
NIC,100,26905660.942277662,Low Income Developing Countries,Latin America and the Caribbean
NER,10,0.0,Low Income Developing Countries,Sub-Sahara Africa
NER,20,0.0,Low Income Developing Countries,Sub-Sahara Africa
NER,30,0.0,Low Income Developing Countries,Sub-Sahara Africa
NER,40,0.0,Low Income Developing Countries,Sub-Sahara Africa
NER,50,0.0,Low Income Developing Countries,Sub-Sahara Africa
NER,60,0.0,Low Income Developing Countries,Sub-Sahara Africa
NER,70,0.0,Low Income Developing Countries,Sub-Sahara Africa
NER,80,39020557.53426284,Low Income Developing Countries,Sub-Sahara Africa
NER,90,129096020.60986209,Low Income Developing Countries,Sub-Sahara Africa
NER,100,458435220.919701,Low Income Developing Countries,Sub-Sahara Africa
NGA,10,0.0,Low Income Developing Countries,Sub-Sahara Africa
NGA,20,0.0,Low Income Developing Countries,Sub-Sahara Africa
NGA,30,0.0,Low Income Developing Countries,Sub-Sahara Africa
NGA,40,0.0,Low Income Developing Countries,Sub-Sahara Africa
NGA,50,0.0,Low Income Developing Countries,Sub-Sahara Africa
NGA,60,0.0,Low Income Developing Countries,Sub-Sahara Africa
NGA,70,0.0,Low Income Developing Countries,Sub-Sahara Africa
NGA,80,0.0,Low Income Developing Countries,Sub-Sahara Africa
