iso3,decile,population,income,region
KEN,50,5197588.0,Low Income Developing Countries,Sub-Sahara Africa
KEN,60,4965970.0,Low Income Developing Countries,Sub-Sahara Africa
KEN,70,5061841.0,Low Income Developing Countries,Sub-Sahara Africa
KEN,80,6161664.0,Low Income Developing Countries,Sub-Sahara Africa
KEN,90,6012335.0,Low Income Developing Countries,Sub-Sahara Africa
KEN,100,4323337.0,Low Income Developing Countries,Sub-Sahara Africa
PRK,10,6294371.0,,
PRK,20,3417533.0,,
PRK,30,2519511.0,,
PRK,40,2310686.0,,
PRK,50,2214822.0,,
PRK,60,1948598.0,,
PRK,70,1545139.0,,
PRK,80,1303244.0,,
PRK,90,1038157.0,,
PRK,100,787330.0,,
KOR,10,8704883.0,Advanced Economies,Advanced Economies
KOR,20,9875319.0,Advanced Economies,Advanced Economies
KOR,30,7944224.0,Advanced Economies,Advanced Economies
KOR,40,11462091.0,Advanced Economies,Advanced Economies
KOR,50,4961513.0,Advanced Economies,Advanced Economies
KOR,60,4535722.0,Advanced Economies,Advanced Economies
KOR,70,1641713.0,Advanced Economies,Advanced Economies
KOR,80,1129179.0,Advanced Economies,Advanced Economies
KOR,90,788486.0,Advanced Economies,Advanced Economies
KOR,100,583721.0,Advanced Economies,Advanced Economies
KWT,10,660539.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
KWT,20,0.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
KWT,30,351844.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
KWT,40,0.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
KWT,50,378326.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
KWT,60,0.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
KWT,70,1084946.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
KWT,80,0.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
KWT,90,708964.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
KWT,100,359992.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
KGZ,10,2100972.0,Low Income Developing Countries,Caucasus and Central Asia
KGZ,20,716258.0,Low Income Developing Countries,Caucasus and Central Asia
KGZ,30,506947.0,Low Income Developing Countries,Caucasus and Central Asia
KGZ,40,695533.0,Low Income Developing Countries,Caucasus and Central Asia
KGZ,50,405252.0,Low Income Developing Countries,Caucasus and Central Asia
KGZ,60,275870.0,Low Income Developing Countries,Caucasus and Central Asia
KGZ,70,417060.0,Low Income Developing Countries,Caucasus and Central Asia
KGZ,80,201954.0,Low Income Developing Countries,Caucasus and Central Asia
KGZ,90,193017.0,Low Income Developing Countries,Caucasus and Central Asia
KGZ,100,126830.0,Low Income Developing Countries,Caucasus and Central Asia
LAO,10,1598788.0,Low Income Developing Countries,Emerging and Developing Asia
LAO,20,1016041.0,Low Income Developing Countries,Emerging and Developing Asia
LAO,30,1042685.0,Low Income Developing Countries,Emerging and Developing Asia
LAO,40,653022.0,Low Income Developing Countries,Emerging and Developing Asia
LAO,50,822456.0,Low Income Developing Countries,Emerging and Developing Asia
LAO,60,674921.0,Low Income Developing Countries,Emerging and Developing Asia
LAO,70,688171.0,Low Income Developing Countries,Emerging and Developing Asia
LAO,80,370962.0,Low Income Developing Countries,Emerging and Developing Asia
LAO,90,430107.0,Low Income Developing Countries,Emerging and Developing Asia
LAO,100,286432.0,Low Income Developing Countries,Emerging and Developing Asia
LVA,10,1310210.0,Advanced Economies,Advanced Economies
LVA,20,205505.0,Advanced Economies,Advanced Economies
LVA,30,177261.0,Advanced Economies,Advanced Economies
LVA,40,122095.0,Advanced Economies,Advanced Economies
LVA,50,163065.0,Advanced Economies,Advanced Economies
LVA,60,90441.0,Advanced Economies,Advanced Economies
LVA,70,139729.0,Advanced Economies,Advanced Economies
LVA,80,73869.0,Advanced Economies,Advanced Economies
LVA,90,106840.0,Advanced Economies,Advanced Economies
LVA,100,86795.0,Advanced Economies,Advanced Economies
LBN,10,3475434.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
LBN,20,2196608.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
LBN,30,989759.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
LBN,40,1167873.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
LBN,50,419868.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
LBN,60,412746.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
LBN,70,223991.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
LBN,80,729352.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
LBN,90,193571.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
LBN,100,119562.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
LSO,10,279175.0,Low Income Developing Countries,Sub-Sahara Africa
LSO,20,451695.0,Low Income Developing Countries,Sub-Sahara Africa
LSO,30,274488.0,Low Income Developing Countries,Sub-Sahara Africa
LSO,40,173406.0,Low Income Developing Countries,Sub-Sahara Africa
LSO,50,106688.0,Low Income Developing Countries,Sub-Sahara Africa
LSO,60,157424.0,Low Income Developing Countries,Sub-Sahara Africa
LSO,70,118975.0,Low Income Developing Countries,Sub-Sahara Africa
LSO,80,68052.0,Low Income Developing Countries,Sub-Sahara Africa
LSO,90,113134.0,Low Income Developing Countries,Sub-Sahara Africa
LSO,100,125491.0,Low Income Developing Countries,Sub-Sahara Africa
LBR,10,1729405.0,Low Income Developing Countries,Sub-Sahara Africa
LBR,20,716722.0,Low Income Developing Countries,Sub-Sahara Africa
LBR,30,395357.0,Low Income Developing Countries,Sub-Sahara Africa
LBR,40,272080.0,Low Income Developing Countries,Sub-Sahara Africa
LBR,50,304910.0,Low Income Developing Countries,Sub-Sahara Africa
LBR,60,234098.0,Low Income Developing Countries,Sub-Sahara Africa
LBR,70,224447.0,Low Income Developing Countries,Sub-Sahara Africa
LBR,80,297999.0,Low Income Developing Countries,Sub-Sahara Africa
LBR,90,162647.0,Low Income Developing Countries,Sub-Sahara Africa
LBR,100,148276.0,Low Income Developing Countries,Sub-Sahara Africa
LBY,10,2259132.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
LBY,20,1583475.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
LBY,30,632214.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
LBY,40,602458.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
LBY,50,335330.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
LBY,60,444795.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
LBY,70,365553.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
LBY,80,344429.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
LBY,90,153985.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
LBY,100,184007.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
LTU,10,1185875.0,Advanced Economies,Advanced Economies
LTU,20,413026.0,Advanced Economies,Advanced Economies
LTU,30,235736.0,Advanced Economies,Advanced Economies
LTU,40,175161.0,Advanced Economies,Advanced Economies
LTU,50,149983.0,Advanced Economies,Advanced Economies
LTU,60,156014.0,Advanced Economies,Advanced Economies
LTU,70,105603.0,Advanced Economies,Advanced Economies
LTU,80,109818.0,Advanced Economies,Advanced Economies
LTU,90,112308.0,Advanced Economies,Advanced Economies
LTU,100,108415.0,Advanced Economies,Advanced Economies
LUX,10,351102.0,Advanced Economies,Advanced Economies
LUX,20,44873.0,Advanced Economies,Advanced Economies
LUX,30,22671.0,Advanced Economies,Advanced Economies
LUX,40,33225.0,Advanced Economies,Advanced Economies
LUX,50,30069.0,Advanced Economies,Advanced Economies
LUX,60,31406.0,Advanced Economies,Advanced Economies
LUX,70,17600.0,Advanced Economies,Advanced Economies
LUX,80,18837.0,Advanced Economies,Advanced Economies
LUX,90,5155.0,Advanced Economies,Advanced Economies
LUX,100,34019.0,Advanced Economies,Advanced Economies
MDG,10,7318883.0,Low Income Developing Countries,Sub-Sahara Africa
MDG,20,3236407.0,Low Income Developing Countries,Sub-Sahara Africa
MDG,30,2450665.0,Low Income Developing Countries,Sub-Sahara Africa
MDG,40,2380385.0,Low Income Developing Countries,Sub-Sahara Africa
MDG,50,1945123.0,Low Income Developing Countries,Sub-Sahara Africa
MDG,60,1854823.0,Low Income Developing Countries,Sub-Sahara Africa
MDG,70,1860869.0,Low Income Developing Countries,Sub-Sahara Africa
MDG,80,2435083.0,Low Income Developing Countries,Sub-Sahara Africa
MDG,90,2276407.0,Low Income Developing Countries,Sub-Sahara Africa
MDG,100,1825499.0,Low Income Developing Countries,Sub-Sahara Africa
MWI,10,3063833.0,Low Income Developing Countries,Sub-Sahara Africa
MWI,20,1873210.0,Low Income Developing Countries,Sub-Sahara Africa
MWI,30,2245141.0,Low Income Developing Countries,Sub-Sahara Africa
MWI,40,2122740.0,Low Income Developing Countries,Sub-Sahara Africa
MWI,50,2153172.0,Low Income Developing Countries,Sub-Sahara Africa
MWI,60,2119790.0,Low Income Developing Countries,Sub-Sahara Africa
MWI,70,2059949.0,Low Income Developing Countries,Sub-Sahara Africa
MWI,80,1612755.0,Low Income Developing Countries,Sub-Sahara Africa
MWI,90,804804.0,Low Income Developing Countries,Sub-Sahara Africa
MWI,100,393144.0,Low Income Developing Countries,Sub-Sahara Africa
MYS,10,13423124.0,Emerging Market Economies,Emerging and Developing Asia
MYS,20,5807545.0,Emerging Market Economies,Emerging and Developing Asia
MYS,30,2956020.0,Emerging Market Economies,Emerging and Developing Asia
MYS,40,2923467.0,Emerging Market Economies,Emerging and Developing Asia
MYS,50,2663318.0,Emerging Market Economies,Emerging and Developing Asia
MYS,60,2162470.0,Emerging Market Economies,Emerging and Developing Asia
MYS,70,1402762.0,Emerging Market Economies,Emerging and Developing Asia
MYS,80,1414174.0,Emerging Market Economies,Emerging and Developing Asia
MYS,90,967331.0,Emerging Market Economies,Emerging and Developing Asia
MYS,100,704299.0,Emerging Market Economies,Emerging and Developing Asia
MLI,10,7621397.0,Low Income Developing Countries,Sub-Sahara Africa
MLI,20,2630212.0,Low Income Developing Countries,Sub-Sahara Africa
MLI,30,2532343.0,Low Income Developing Countries,Sub-Sahara Africa
MLI,40,1802208.0,Low Income Developing Countries,Sub-Sahara Africa
MLI,50,2700200.0,Low Income Developing Countries,Sub-Sahara Africa
MLI,60,1268949.0,Low Income Developing Countries,Sub-Sahara Africa
MLI,70,1670669.0,Low Income Developing Countries,Sub-Sahara Africa
MLI,80,1735601.0,Low Income Developing Countries,Sub-Sahara Africa
MLI,90,889595.0,Low Income Developing Countries,Sub-Sahara Africa
MLI,100,414733.0,Low Income Developing Countries,Sub-Sahara Africa
MLT,10,75884.0,Advanced Economies,Advanced Economies
MLT,20,60687.0,Advanced Economies,Advanced Economies
MLT,30,58352.0,Advanced Economies,Advanced Economies
MLT,40,35012.0,Advanced Economies,Advanced Economies
MLT,50,45176.0,Advanced Economies,Advanced Economies
MLT,60,55288.0,Advanced Economies,Advanced Economies
MLT,70,24823.0,Advanced Economies,Advanced Economies
MLT,80,41358.0,Advanced Economies,Advanced Economies
MLT,90,14374.0,Advanced Economies,Advanced Economies
MLT,100,5189.0,Advanced Economies,Advanced Economies
MTQ,10,144328.0,,
MTQ,20,72623.0,,
MTQ,30,46000.0,,
MTQ,40,30124.0,,
MTQ,50,39333.0,,
MTQ,60,36011.0,,
MTQ,70,9805.0,,
MTQ,80,12741.0,,
MTQ,90,11495.0,,
MTQ,100,8177.0,,
MRT,10,1569451.0,,
MRT,20,532071.0,,
MRT,30,302071.0,,
MRT,40,580882.0,,
MRT,50,450705.0,,
MRT,60,479890.0,,
MRT,70,265186.0,,
MRT,80,148834.0,,
MRT,90,43320.0,,
MRT,100,93582.0,,
MUS,10,473335.0,Emerging Market Economies,Sub-Sahara Africa
MUS,20,145994.0,Emerging Market Economies,Sub-Sahara Africa
MUS,30,107593.0,Emerging Market Economies,Sub-Sahara Africa
MUS,40,141527.0,Emerging Market Economies,Sub-Sahara Africa
MUS,50,105903.0,Emerging Market Economies,Sub-Sahara Africa
MUS,60,90369.0,Emerging Market Economies,Sub-Sahara Africa
MUS,70,42599.0,Emerging Market Economies,Sub-Sahara Africa
MUS,80,84698.0,Emerging Market Economies,Sub-Sahara Africa
MUS,90,66189.0,Emerging Market Economies,Sub-Sahara Africa
MUS,100,209.0,Emerging Market Economies,Sub-Sahara Africa
MEX,10,66286226.0,Emerging Market Economies,Latin America and the Caribbean
MEX,20,18653074.0,Emerging Market Economies,Latin America and the Caribbean
MEX,30,11154338.0,Emerging Market Economies,Latin America and the Caribbean
MEX,40,10356042.0,Emerging Market Economies,Latin America and the Caribbean
MEX,50,9075077.0,Emerging Market Economies,Latin America and the Caribbean
MEX,60,8636581.0,Emerging Market Economies,Latin America and the Caribbean
MEX,70,5843219.0,Emerging Market Economies,Latin America and the Caribbean
MEX,80,4436311.0,Emerging Market Economies,Latin America and the Caribbean
MEX,90,4220057.0,Emerging Market Economies,Latin America and the Caribbean
MEX,100,1208068.0,Emerging Market Economies,Latin America and the Caribbean
MDA,10,979975.0,Low Income Developing Countries,Emerging and Developing Europe
MDA,20,634258.0,Low Income Developing Countries,Emerging and Developing Europe
MDA,30,328447.0,Low Income Developing Countries,Emerging and Developing Europe
MDA,40,431374.0,Low Income Developing Countries,Emerging and Developing Europe
MDA,50,221633.0,Low Income Developing Countries,Emerging and Developing Europe
MDA,60,279421.0,Low Income Developing Countries,Emerging and Developing Europe
MDA,70,210425.0,Low Income Developing Countries,Emerging and Developing Europe
MDA,80,175842.0,Low Income Developing Countries,Emerging and Developing Europe
MDA,90,239168.0,Low Income Developing Countries,Emerging and Developing Europe
MDA,100,192256.0,Low Income Developing Countries,Emerging and Developing Europe
MNG,10,2374455.0,Emerging Market Economies,Emerging and Developing Asia
MNG,20,163257.0,Emerging Market Economies,Emerging and Developing Asia
MNG,30,104185.0,Emerging Market Economies,Emerging and Developing Asia
MNG,40,110403.0,Emerging Market Economies,Emerging and Developing Asia
MNG,50,82420.0,Emerging Market Economies,Emerging and Developing Asia
MNG,60,77865.0,Emerging Market Economies,Emerging and Developing Asia
MNG,70,68576.0,Emerging Market Economies,Emerging and Developing Asia
MNG,80,64047.0,Emerging Market Economies,Emerging and Developing Asia
MNG,90,56700.0,Emerging Market Economies,Emerging and Developing Asia
MNG,100,60508.0,Emerging Market Economies,Emerging and Developing Asia
MNE,10,33282.0,Emerging Market Economies,Emerging and Developing Europe
MNE,20,232664.0,Emerging Market Economies,Emerging and Developing Europe
MNE,30,64857.0,Emerging Market Economies,Emerging and Developing Europe
MNE,40,42632.0,Emerging Market Economies,Emerging and Developing Europe
MNE,50,52672.0,Emerging Market Economies,Emerging and Developing Europe
MNE,60,103157.0,Emerging Market Economies,Emerging and Developing Europe
MNE,70,19666.0,Emerging Market Economies,Emerging and Developing Europe
MNE,80,40806.0,Emerging Market Economies,Emerging and Developing Europe
MNE,90,10782.0,Emerging Market Economies,Emerging and Developing Europe
MNE,100,6818.0,Emerging Market Economies,Emerging and Developing Europe
MAR,10,6938387.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
MAR,20,4773288.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
MAR,30,4559746.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
MAR,40,4280753.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
MAR,50,3934721.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
MAR,60,2521327.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
MAR,70,3817723.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
MAR,80,2085608.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
MAR,90,2158111.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
MAR,100,518624.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
MOZ,10,7926455.0,Low Income Developing Countries,Sub-Sahara Africa
MOZ,20,4908990.0,Low Income Developing Countries,Sub-Sahara Africa
MOZ,30,4266187.0,Low Income Developing Countries,Sub-Sahara Africa
MOZ,40,3384880.0,Low Income Developing Countries,Sub-Sahara Africa
MOZ,50,3233787.0,Low Income Developing Countries,Sub-Sahara Africa
MOZ,60,2205291.0,Low Income Developing Countries,Sub-Sahara Africa
MOZ,70,1815187.0,Low Income Developing Countries,Sub-Sahara Africa
MOZ,80,1561246.0,Low Income Developing Countries,Sub-Sahara Africa
MOZ,90,866079.0,Low Income Developing Countries,Sub-Sahara Africa
MOZ,100,600548.0,Low Income Developing Countries,Sub-Sahara Africa
MMR,10,10881383.0,Low Income Developing Countries,Emerging and Developing Asia
MMR,20,5657694.0,Low Income Developing Countries,Emerging and Developing Asia
MMR,30,6717422.0,Low Income Developing Countries,Emerging and Developing Asia
MMR,40,6387211.0,Low Income Developing Countries,Emerging and Developing Asia
MMR,50,4725592.0,Low Income Developing Countries,Emerging and Developing Asia
MMR,60,2288856.0,Low Income Developing Countries,Emerging and Developing Asia
MMR,70,3906955.0,Low Income Developing Countries,Emerging and Developing Asia
MMR,80,2614765.0,Low Income Developing Countries,Emerging and Developing Asia
MMR,90,3016925.0,Low Income Developing Countries,Emerging and Developing Asia
MMR,100,1492905.0,Low Income Developing Countries,Emerging and Developing Asia
NAM,10,524500.0,Emerging Market Economies,Sub-Sahara Africa
NAM,20,350261.0,Emerging Market Economies,Sub-Sahara Africa
NAM,30,287277.0,Emerging Market Economies,Sub-Sahara Africa
NAM,40,154986.0,Emerging Market Economies,Sub-Sahara Africa
NAM,50,232802.0,Emerging Market Economies,Sub-Sahara Africa
NAM,60,238012.0,Emerging Market Economies,Sub-Sahara Africa
NAM,70,227402.0,Emerging Market Economies,Sub-Sahara Africa
NAM,80,160876.0,Emerging Market Economies,Sub-Sahara Africa
NAM,90,138449.0,Emerging Market Economies,Sub-Sahara Africa
NAM,100,119370.0,Emerging Market Economies,Sub-Sahara Africa
NPL,10,15079581.0,Low Income Developing Countries,Emerging and Developing Asia
NPL,20,4809998.0,Low Income Developing Countries,Emerging and Developing Asia
NPL,30,3336762.0,Low Income Developing Countries,Emerging and Developing Asia
NPL,40,5321232.0,Low Income Developing Countries,Emerging and Developing Asia
NPL,50,2636401.0,Low Income Developing Countries,Emerging and Developing Asia
NPL,60,1551561.0,Low Income Developing Countries,Emerging and Developing Asia
NPL,70,4146760.0,Low Income Developing Countries,Emerging and Developing Asia
NPL,80,1628631.0,Low Income Developing Countries,Emerging and Developing Asia
NPL,90,1544467.0,Low Income Developing Countries,Emerging and Developing Asia
NPL,100,784327.0,Low Income Developing Countries,Emerging and Developing Asia
NLD,10,5506822.0,Advanced Economies,Advanced Economies
NLD,20,2544695.0,Advanced Economies,Advanced Economies
NLD,30,2078134.0,Advanced Economies,Advanced Economies
NLD,40,1240070.0,Advanced Economies,Advanced Economies
NLD,50,1167274.0,Advanced Economies,Advanced Economies
NLD,60,1128290.0,Advanced Economies,Advanced Economies
NLD,70,964356.0,Advanced Economies,Advanced Economies
NLD,80,948100.0,Advanced Economies,Advanced Economies
NLD,90,914924.0,Advanced Economies,Advanced Economies
NLD,100,809986.0,Advanced Economies,Advanced Economies
NCL,10,178196.0,,
NCL,20,10055.0,,
NCL,30,11104.0,,
NCL,40,7442.0,,
NCL,50,9544.0,,
NCL,60,14457.0,,
NCL,70,8000.0,,
NCL,80,6927.0,,
NCL,90,5098.0,,
NCL,100,4917.0,,
NZL,10,2154125.0,Advanced Economies,Advanced Economies
NZL,20,662064.0,Advanced Economies,Advanced Economies
NZL,30,501049.0,Advanced Economies,Advanced Economies
NZL,40,301345.0,Advanced Economies,Advanced Economies
NZL,50,207060.0,Advanced Economies,Advanced Economies
NZL,60,226976.0,Advanced Economies,Advanced Economies
NZL,70,143606.0,Advanced Economies,Advanced Economies
NZL,80,98338.0,Advanced Economies,Advanced Economies
NZL,90,69697.0,Advanced Economies,Advanced Economies
NZL,100,0.0,Advanced Economies,Advanced Economies
NIC,10,1644844.0,Low Income Developing Countries,Latin America and the Caribbean
NIC,20,807832.0,Low Income Developing Countries,Latin America and the Caribbean
NIC,30,973995.0,Low Income Developing Countries,Latin America and the Caribbean
NIC,40,394763.0,Low Income Developing Countries,Latin America and the Caribbean
NIC,50,342259.0,Low Income Developing Countries,Latin America and the Caribbean
NIC,60,465253.0,Low Income Developing Countries,Latin America and the Caribbean
NIC,70,500967.0,Low Income Developing Countries,Latin America and the Caribbean
NIC,80,567799.0,Low Income Developing Countries,Latin America and the Caribbean
NIC,90,723023.0,Low Income Developing Countries,Latin America and the Caribbean
NIC,100,441517.0,Low Income Developing Countries,Latin America and the Caribbean
NER,10,3502868.0,Low Income Developing Countries,Sub-Sahara Africa
NER,20,2827173.0,Low Income Developing Countries,Sub-Sahara Africa
NER,30,4014480.0,Low Income Developing Countries,Sub-Sahara Africa
NER,40,1741787.0,Low Income Developing Countries,Sub-Sahara Africa
NER,50,2382760.0,Low Income Developing Countries,Sub-Sahara Africa
NER,60,1642625.0,Low Income Developing Countries,Sub-Sahara Africa
NER,70,2610604.0,Low Income Developing Countries,Sub-Sahara Africa
NER,80,1783025.0,Low Income Developing Countries,Sub-Sahara Africa
NER,90,2539923.0,Low Income Developing Countries,Sub-Sahara Africa
NER,100,926280.0,Low Income Developing Countries,Sub-Sahara Africa
NGA,10,35003533.0,Low Income Developing Countries,Sub-Sahara Africa
NGA,20,24208138.0,Low Income Developing Countries,Sub-Sahara Africa
NGA,30,21047136.0,Low Income Developing Countries,Sub-Sahara Africa
NGA,40,19407310.0,Low Income Developing Countries,Sub-Sahara Africa
NGA,50,18350908.0,Low Income Developing Countries,Sub-Sahara Africa
NGA,60,20388551.0,Low Income Developing Countries,Sub-Sahara Africa
NGA,70,21792318.0,Low Income Developing Countries,Sub-Sahara Africa
NGA,80,18414837.0,Low Income Developing Countries,Sub-Sahara Africa
NGA,90,19352850.0,Low Income Developing Countries,Sub-Sahara Africa
NGA,100,16081730.0,Low Income Developing Countries,Sub-Sahara Africa
NOR,10,2590686.0,Advanced Economies,Advanced Economies
NOR,20,754953.0,Advanced Economies,Advanced Economies
NOR,30,491327.0,Advanced Economies,Advanced Economies
NOR,40,331304.0,Advanced Economies,Advanced Economies
NOR,50,225287.0,Advanced Economies,Advanced Economies
NOR,60,166198.0,Advanced Economies,Advanced Economies
NOR,70,122711.0,Advanced Economies,Advanced Economies
NOR,80,90446.0,Advanced Economies,Advanced Economies
NOR,90,64381.0,Advanced Economies,Advanced Economies
NOR,100,3248.0,Advanced Economies,Advanced Economies
OMN,10,1016836.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
OMN,20,547159.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
OMN,30,469974.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
OMN,40,307900.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
OMN,50,130432.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
OMN,60,315287.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
OMN,70,326572.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
OMN,80,144384.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
OMN,90,238557.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
OMN,100,230762.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
PAK,10,50841164.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
PAK,20,42512844.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
PAK,30,33096280.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
PAK,40,23367983.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
PAK,50,26864381.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
PAK,60,19955883.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
PAK,70,18442930.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
PAK,80,6594664.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
PAK,90,4738713.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
PAK,100,4630306.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
PSE,10,1172578.0,,
PSE,20,307412.0,,
PSE,30,655602.0,,
PSE,40,693456.0,,
PSE,50,435508.0,,
PSE,60,141927.0,,
PSE,70,913796.0,,
PSE,80,605359.0,,
PSE,90,652346.0,,
PSE,100,164400.0,,
PAN,10,2407736.0,Emerging Market Economies,Latin America and the Caribbean
PAN,20,434930.0,Emerging Market Economies,Latin America and the Caribbean
PAN,30,218981.0,Emerging Market Economies,Latin America and the Caribbean
PAN,40,198964.0,Emerging Market Economies,Latin America and the Caribbean
PAN,50,216893.0,Emerging Market Economies,Latin America and the Caribbean
PAN,60,145582.0,Emerging Market Economies,Latin America and the Caribbean
PAN,70,111330.0,Emerging Market Economies,Latin America and the Caribbean
PAN,80,150755.0,Emerging Market Economies,Latin America and the Caribbean
PAN,90,62392.0,Emerging Market Economies,Latin America and the Caribbean
PAN,100,73964.0,Emerging Market Economies,Latin America and the Caribbean
PNG,10,1271258.0,Low Income Developing Countries,Emerging and Developing Asia
PNG,20,1249152.0,Low Income Developing Countries,Emerging and Developing Asia
PNG,30,881703.0,Low Income Developing Countries,Emerging and Developing Asia
PNG,40,1229082.0,Low Income Developing Countries,Emerging and Developing Asia
PNG,50,892645.0,Low Income Developing Countries,Emerging and Developing Asia
PNG,60,860485.0,Low Income Developing Countries,Emerging and Developing Asia
PNG,70,641436.0,Low Income Developing Countries,Emerging and Developing Asia
PNG,80,815133.0,Low Income Developing Countries,Emerging and Developing Asia
PNG,90,716009.0,Low Income Developing Countries,Emerging and Developing Asia
PNG,100,599125.0,Low Income Developing Countries,Emerging and Developing Asia
PRY,10,3452697.0,Emerging Market Economies,Latin America and the Caribbean
PRY,20,786643.0,Emerging Market Economies,Latin America and the Caribbean
PRY,30,434617.0,Emerging Market Economies,Latin America and the Caribbean
PRY,40,378747.0,Emerging Market Economies,Latin America and the Caribbean
PRY,50,474735.0,Emerging Market Economies,Latin America and the Caribbean
PRY,60,691112.0,Emerging Market Economies,Latin America and the Caribbean
PRY,70,382562.0,Emerging Market Economies,Latin America and the Caribbean
PRY,80,313086.0,Emerging Market Economies,Latin America and the Caribbean
PRY,90,309162.0,Emerging Market Economies,Latin America and the Caribbean
PRY,100,269902.0,Emerging Market Economies,Latin America and the Caribbean
PER,10,19143013.0,Emerging Market Economies,Latin America and the Caribbean
PER,20,3733444.0,Emerging Market Economies,Latin America and the Caribbean
PER,30,2401502.0,Emerging Market Economies,Latin America and the Caribbean
PER,40,2197699.0,Emerging Market Economies,Latin America and the Caribbean
PER,50,1487404.0,Emerging Market Economies,Latin America and the Caribbean
PER,60,1499763.0,Emerging Market Economies,Latin America and the Caribbean
PER,70,1472516.0,Emerging Market Economies,Latin America and the Caribbean
