iso3,decile,area,income,region
KOR,60,16179.0,Advanced Economies,Advanced Economies
KOR,70,12875.0,Advanced Economies,Advanced Economies
KOR,80,14247.0,Advanced Economies,Advanced Economies
KOR,90,16408.0,Advanced Economies,Advanced Economies
KOR,100,21806.0,Advanced Economies,Advanced Economies
KWT,10,55.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
KWT,20,0.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
KWT,30,46.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
KWT,40,0.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
KWT,50,72.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
KWT,60,0.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
KWT,70,218.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
KWT,80,0.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
KWT,90,4617.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
KWT,100,12362.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
KGZ,10,6453.0,Low Income Developing Countries,Caucasus and Central Asia
KGZ,20,9148.0,Low Income Developing Countries,Caucasus and Central Asia
KGZ,30,7674.0,Low Income Developing Countries,Caucasus and Central Asia
KGZ,40,17113.0,Low Income Developing Countries,Caucasus and Central Asia
KGZ,50,15539.0,Low Income Developing Countries,Caucasus and Central Asia
KGZ,60,15502.0,Low Income Developing Countries,Caucasus and Central Asia
KGZ,70,32511.0,Low Income Developing Countries,Caucasus and Central Asia
KGZ,80,24430.0,Low Income Developing Countries,Caucasus and Central Asia
KGZ,90,32643.0,Low Income Developing Countries,Caucasus and Central Asia
KGZ,100,38052.0,Low Income Developing Countries,Caucasus and Central Asia
LAO,10,6559.0,Low Income Developing Countries,Emerging and Developing Asia
LAO,20,10953.0,Low Income Developing Countries,Emerging and Developing Asia
LAO,30,18558.0,Low Income Developing Countries,Emerging and Developing Asia
LAO,40,16570.0,Low Income Developing Countries,Emerging and Developing Asia
LAO,50,25696.0,Low Income Developing Countries,Emerging and Developing Asia
LAO,60,25221.0,Low Income Developing Countries,Emerging and Developing Asia
LAO,70,32246.0,Low Income Developing Countries,Emerging and Developing Asia
LAO,80,21548.0,Low Income Developing Countries,Emerging and Developing Asia
LAO,90,34461.0,Low Income Developing Countries,Emerging and Developing Asia
LAO,100,38189.0,Low Income Developing Countries,Emerging and Developing Asia
LVA,10,7693.0,Advanced Economies,Advanced Economies
LVA,20,5593.0,Advanced Economies,Advanced Economies
LVA,30,6305.0,Advanced Economies,Advanced Economies
LVA,40,4871.0,Advanced Economies,Advanced Economies
LVA,50,7640.0,Advanced Economies,Advanced Economies
LVA,60,4843.0,Advanced Economies,Advanced Economies
LVA,70,8128.0,Advanced Economies,Advanced Economies
LVA,80,4835.0,Advanced Economies,Advanced Economies
LVA,90,7629.0,Advanced Economies,Advanced Economies
LVA,100,7179.0,Advanced Economies,Advanced Economies
LBN,10,243.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
LBN,20,798.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
LBN,30,717.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
LBN,40,1263.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
LBN,50,540.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
LBN,60,709.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
LBN,70,507.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
LBN,80,3234.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
LBN,90,1111.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
LBN,100,1117.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
LSO,10,1992.0,Low Income Developing Countries,Sub-Sahara Africa
LSO,20,3768.0,Low Income Developing Countries,Sub-Sahara Africa
LSO,30,2818.0,Low Income Developing Countries,Sub-Sahara Africa
LSO,40,2650.0,Low Income Developing Countries,Sub-Sahara Africa
LSO,50,1789.0,Low Income Developing Countries,Sub-Sahara Africa
LSO,60,3440.0,Low Income Developing Countries,Sub-Sahara Africa
LSO,70,2965.0,Low Income Developing Countries,Sub-Sahara Africa
LSO,80,2123.0,Low Income Developing Countries,Sub-Sahara Africa
LSO,90,4169.0,Low Income Developing Countries,Sub-Sahara Africa
LSO,100,4832.0,Low Income Developing Countries,Sub-Sahara Africa
LBR,10,2491.0,Low Income Developing Countries,Sub-Sahara Africa
LBR,20,8777.0,Low Income Developing Countries,Sub-Sahara Africa
LBR,30,6416.0,Low Income Developing Countries,Sub-Sahara Africa
LBR,40,5825.0,Low Income Developing Countries,Sub-Sahara Africa
LBR,50,8968.0,Low Income Developing Countries,Sub-Sahara Africa
LBR,60,8323.0,Low Income Developing Countries,Sub-Sahara Africa
LBR,70,10488.0,Low Income Developing Countries,Sub-Sahara Africa
LBR,80,16444.0,Low Income Developing Countries,Sub-Sahara Africa
LBR,90,11714.0,Low Income Developing Countries,Sub-Sahara Africa
LBR,100,16471.0,Low Income Developing Countries,Sub-Sahara Africa
LBY,10,7351.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
LBY,20,23554.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
LBY,30,14872.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
LBY,40,38301.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
LBY,50,35664.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
LBY,60,118876.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
LBY,70,161443.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
LBY,80,260975.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
LBY,90,204816.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
LBY,100,750198.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
LTU,10,5646.0,Advanced Economies,Advanced Economies
LTU,20,7300.0,Advanced Economies,Advanced Economies
LTU,30,5739.0,Advanced Economies,Advanced Economies
LTU,40,6116.0,Advanced Economies,Advanced Economies
LTU,50,5646.0,Advanced Economies,Advanced Economies
LTU,60,6806.0,Advanced Economies,Advanced Economies
LTU,70,5407.0,Advanced Economies,Advanced Economies
LTU,80,6410.0,Advanced Economies,Advanced Economies
LTU,90,7167.0,Advanced Economies,Advanced Economies
LTU,100,8811.0,Advanced Economies,Advanced Economies
LUX,10,488.0,Advanced Economies,Advanced Economies
LUX,20,186.0,Advanced Economies,Advanced Economies
LUX,30,128.0,Advanced Economies,Advanced Economies
LUX,40,223.0,Advanced Economies,Advanced Economies
LUX,50,213.0,Advanced Economies,Advanced Economies
LUX,60,233.0,Advanced Economies,Advanced Economies
LUX,70,185.0,Advanced Economies,Advanced Economies
LUX,80,259.0,Advanced Economies,Advanced Economies
LUX,90,74.0,Advanced Economies,Advanced Economies
LUX,100,592.0,Advanced Economies,Advanced Economies
MDG,10,41855.0,Low Income Developing Countries,Sub-Sahara Africa
MDG,20,37213.0,Low Income Developing Countries,Sub-Sahara Africa
MDG,30,40791.0,Low Income Developing Countries,Sub-Sahara Africa
MDG,40,42705.0,Low Income Developing Countries,Sub-Sahara Africa
MDG,50,43791.0,Low Income Developing Countries,Sub-Sahara Africa
MDG,60,43954.0,Low Income Developing Countries,Sub-Sahara Africa
MDG,70,48105.0,Low Income Developing Countries,Sub-Sahara Africa
MDG,80,80724.0,Low Income Developing Countries,Sub-Sahara Africa
MDG,90,92769.0,Low Income Developing Countries,Sub-Sahara Africa
MDG,100,119297.0,Low Income Developing Countries,Sub-Sahara Africa
MWI,10,1182.0,Low Income Developing Countries,Sub-Sahara Africa
MWI,20,3726.0,Low Income Developing Countries,Sub-Sahara Africa
MWI,30,6304.0,Low Income Developing Countries,Sub-Sahara Africa
MWI,40,7827.0,Low Income Developing Countries,Sub-Sahara Africa
MWI,50,9615.0,Low Income Developing Countries,Sub-Sahara Africa
MWI,60,11459.0,Low Income Developing Countries,Sub-Sahara Africa
MWI,70,13488.0,Low Income Developing Countries,Sub-Sahara Africa
MWI,80,14599.0,Low Income Developing Countries,Sub-Sahara Africa
MWI,90,14578.0,Low Income Developing Countries,Sub-Sahara Africa
MWI,100,35399.0,Low Income Developing Countries,Sub-Sahara Africa
MYS,10,5750.0,Emerging Market Economies,Emerging and Developing Asia
MYS,20,10016.0,Emerging Market Economies,Emerging and Developing Asia
MYS,30,10698.0,Emerging Market Economies,Emerging and Developing Asia
MYS,40,15334.0,Emerging Market Economies,Emerging and Developing Asia
MYS,50,24257.0,Emerging Market Economies,Emerging and Developing Asia
MYS,60,29047.0,Emerging Market Economies,Emerging and Developing Asia
MYS,70,26785.0,Emerging Market Economies,Emerging and Developing Asia
MYS,80,42888.0,Emerging Market Economies,Emerging and Developing Asia
MYS,90,49396.0,Emerging Market Economies,Emerging and Developing Asia
MYS,100,114934.0,Emerging Market Economies,Emerging and Developing Asia
MLI,10,38369.0,Low Income Developing Countries,Sub-Sahara Africa
MLI,20,38078.0,Low Income Developing Countries,Sub-Sahara Africa
MLI,30,41309.0,Low Income Developing Countries,Sub-Sahara Africa
MLI,40,36705.0,Low Income Developing Countries,Sub-Sahara Africa
MLI,50,72886.0,Low Income Developing Countries,Sub-Sahara Africa
MLI,60,42603.0,Low Income Developing Countries,Sub-Sahara Africa
MLI,70,82739.0,Low Income Developing Countries,Sub-Sahara Africa
MLI,80,117222.0,Low Income Developing Countries,Sub-Sahara Africa
MLI,90,240795.0,Low Income Developing Countries,Sub-Sahara Africa
MLI,100,540979.0,Low Income Developing Countries,Sub-Sahara Africa
MLT,10,10.0,Advanced Economies,Advanced Economies
MLT,20,16.0,Advanced Economies,Advanced Economies
MLT,30,21.0,Advanced Economies,Advanced Economies
MLT,40,17.0,Advanced Economies,Advanced Economies
MLT,50,30.0,Advanced Economies,Advanced Economies
MLT,60,44.0,Advanced Economies,Advanced Economies
MLT,70,32.0,Advanced Economies,Advanced Economies
MLT,80,91.0,Advanced Economies,Advanced Economies
MLT,90,52.0,Advanced Economies,Advanced Economies
MLT,100,8.0,Advanced Economies,Advanced Economies
MTQ,10,142.0,,
MTQ,20,144.0,,
MTQ,30,123.0,,
MTQ,40,84.0,,
MTQ,50,127.0,,
MTQ,60,139.0,,
MTQ,70,49.0,,
MTQ,80,89.0,,
MTQ,90,94.0,,
MTQ,100,128.0,,
MRT,10,5917.0,,
MRT,20,15417.0,,
MRT,30,14291.0,,
MRT,40,44834.0,,
MRT,50,38871.0,,
MRT,60,56875.0,,
MRT,70,64679.0,,
MRT,80,81024.0,,
MRT,90,88311.0,,
MRT,100,631805.0,,
MUS,10,241.0,Emerging Market Economies,Sub-Sahara Africa
MUS,20,183.0,Emerging Market Economies,Sub-Sahara Africa
MUS,30,147.0,Emerging Market Economies,Sub-Sahara Africa
MUS,40,297.0,Emerging Market Economies,Sub-Sahara Africa
MUS,50,258.0,Emerging Market Economies,Sub-Sahara Africa
MUS,60,237.0,Emerging Market Economies,Sub-Sahara Africa
MUS,70,114.0,Emerging Market Economies,Sub-Sahara Africa
MUS,80,259.0,Emerging Market Economies,Sub-Sahara Africa
MUS,90,246.0,Emerging Market Economies,Sub-Sahara Africa
MUS,100,32.0,Emerging Market Economies,Sub-Sahara Africa
MEX,10,38912.0,Emerging Market Economies,Latin America and the Caribbean
MEX,20,54895.0,Emerging Market Economies,Latin America and the Caribbean
MEX,30,64814.0,Emerging Market Economies,Latin America and the Caribbean
MEX,40,92498.0,Emerging Market Economies,Latin America and the Caribbean
MEX,50,116414.0,Emerging Market Economies,Latin America and the Caribbean
MEX,60,159522.0,Emerging Market Economies,Latin America and the Caribbean
MEX,70,171395.0,Emerging Market Economies,Latin America and the Caribbean
MEX,80,221402.0,Emerging Market Economies,Latin America and the Caribbean
MEX,90,490759.0,Emerging Market Economies,Latin America and the Caribbean
MEX,100,540879.0,Emerging Market Economies,Latin America and the Caribbean
MDA,10,1588.0,Low Income Developing Countries,Emerging and Developing Europe
MDA,20,5315.0,Low Income Developing Countries,Emerging and Developing Europe
MDA,30,3002.0,Low Income Developing Countries,Emerging and Developing Europe
MDA,40,4534.0,Low Income Developing Countries,Emerging and Developing Europe
MDA,50,2624.0,Low Income Developing Countries,Emerging and Developing Europe
MDA,60,3522.0,Low Income Developing Countries,Emerging and Developing Europe
MDA,70,2885.0,Low Income Developing Countries,Emerging and Developing Europe
MDA,80,2772.0,Low Income Developing Countries,Emerging and Developing Europe
MDA,90,4030.0,Low Income Developing Countries,Emerging and Developing Europe
MDA,100,3666.0,Low Income Developing Countries,Emerging and Developing Europe
MNG,10,47868.0,Emerging Market Economies,Emerging and Developing Asia
MNG,20,88610.0,Emerging Market Economies,Emerging and Developing Asia
MNG,30,89359.0,Emerging Market Economies,Emerging and Developing Asia
MNG,40,121717.0,Emerging Market Economies,Emerging and Developing Asia
MNG,50,118652.0,Emerging Market Economies,Emerging and Developing Asia
MNG,60,144504.0,Emerging Market Economies,Emerging and Developing Asia
MNG,70,154638.0,Emerging Market Economies,Emerging and Developing Asia
MNG,80,178844.0,Emerging Market Economies,Emerging and Developing Asia
MNG,90,220837.0,Emerging Market Economies,Emerging and Developing Asia
MNG,100,402869.0,Emerging Market Economies,Emerging and Developing Asia
MNE,10,180.0,Emerging Market Economies,Emerging and Developing Europe
MNE,20,1669.0,Emerging Market Economies,Emerging and Developing Europe
MNE,30,825.0,Emerging Market Economies,Emerging and Developing Europe
MNE,40,701.0,Emerging Market Economies,Emerging and Developing Europe
MNE,50,1170.0,Emerging Market Economies,Emerging and Developing Europe
MNE,60,2768.0,Emerging Market Economies,Emerging and Developing Europe
MNE,70,767.0,Emerging Market Economies,Emerging and Developing Europe
MNE,80,2260.0,Emerging Market Economies,Emerging and Developing Europe
MNE,90,1118.0,Emerging Market Economies,Emerging and Developing Europe
MNE,100,1877.0,Emerging Market Economies,Emerging and Developing Europe
MAR,10,2162.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
MAR,20,7016.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
MAR,30,12813.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
MAR,40,25186.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
MAR,50,30664.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
MAR,60,23406.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
MAR,70,52764.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
MAR,80,40947.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
MAR,90,113637.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
MAR,100,105602.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
MOZ,10,28799.0,Low Income Developing Countries,Sub-Sahara Africa
MOZ,20,51671.0,Low Income Developing Countries,Sub-Sahara Africa
MOZ,30,59486.0,Low Income Developing Countries,Sub-Sahara Africa
MOZ,40,62261.0,Low Income Developing Countries,Sub-Sahara Africa
MOZ,50,72146.0,Low Income Developing Countries,Sub-Sahara Africa
MOZ,60,72405.0,Low Income Developing Countries,Sub-Sahara Africa
MOZ,70,74316.0,Low Income Developing Countries,Sub-Sahara Africa
MOZ,80,106352.0,Low Income Developing Countries,Sub-Sahara Africa
MOZ,90,99764.0,Low Income Developing Countries,Sub-Sahara Africa
MOZ,100,160012.0,Low Income Developing Countries,Sub-Sahara Africa
MMR,10,17314.0,Low Income Developing Countries,Emerging and Developing Asia
MMR,20,33094.0,Low Income Developing Countries,Emerging and Developing Asia
MMR,30,49290.0,Low Income Developing Countries,Emerging and Developing Asia
MMR,40,59505.0,Low Income Developing Countries,Emerging and Developing Asia
MMR,50,60285.0,Low Income Developing Countries,Emerging and Developing Asia
MMR,60,38101.0,Low Income Developing Countries,Emerging and Developing Asia
MMR,70,82732.0,Low Income Developing Countries,Emerging and Developing Asia
MMR,80,80895.0,Low Income Developing Countries,Emerging and Developing Asia
MMR,90,121537.0,Low Income Developing Countries,Emerging and Developing Asia
MMR,100,125769.0,Low Income Developing Countries,Emerging and Developing Asia
NAM,10,369.0,Emerging Market Economies,Sub-Sahara Africa
NAM,20,2497.0,Emerging Market Economies,Sub-Sahara Africa
NAM,30,5215.0,Emerging Market Economies,Sub-Sahara Africa
NAM,40,4702.0,Emerging Market Economies,Sub-Sahara Africa
NAM,50,18674.0,Emerging Market Economies,Sub-Sahara Africa
NAM,60,47257.0,Emerging Market Economies,Sub-Sahara Africa
NAM,70,86033.0,Emerging Market Economies,Sub-Sahara Africa
NAM,80,135254.0,Emerging Market Economies,Sub-Sahara Africa
NAM,90,186494.0,Emerging Market Economies,Sub-Sahara Africa
NAM,100,338870.0,Emerging Market Economies,Sub-Sahara Africa
NPL,10,18993.0,Low Income Developing Countries,Emerging and Developing Asia
NPL,20,8405.0,Low Income Developing Countries,Emerging and Developing Asia
NPL,30,8918.0,Low Income Developing Countries,Emerging and Developing Asia
NPL,40,16600.0,Low Income Developing Countries,Emerging and Developing Asia
NPL,50,10737.0,Low Income Developing Countries,Emerging and Developing Asia
NPL,60,8169.0,Low Income Developing Countries,Emerging and Developing Asia
NPL,70,22860.0,Low Income Developing Countries,Emerging and Developing Asia
NPL,80,11042.0,Low Income Developing Countries,Emerging and Developing Asia
NPL,90,12324.0,Low Income Developing Countries,Emerging and Developing Asia
NPL,100,29616.0,Low Income Developing Countries,Emerging and Developing Asia
NLD,10,1866.0,Advanced Economies,Advanced Economies
NLD,20,1731.0,Advanced Economies,Advanced Economies
NLD,30,2183.0,Advanced Economies,Advanced Economies
NLD,40,2018.0,Advanced Economies,Advanced Economies
NLD,50,2580.0,Advanced Economies,Advanced Economies
NLD,60,3268.0,Advanced Economies,Advanced Economies
NLD,70,3530.0,Advanced Economies,Advanced Economies
NLD,80,4368.0,Advanced Economies,Advanced Economies
NLD,90,5762.0,Advanced Economies,Advanced Economies
NLD,100,10381.0,Advanced Economies,Advanced Economies
NCL,10,1688.0,,
NCL,20,588.0,,
NCL,30,1107.0,,
NCL,40,1005.0,,
NCL,50,1473.0,,
NCL,60,3034.0,,
NCL,70,2571.0,,
NCL,80,2502.0,,
NCL,90,2112.0,,
NCL,100,2636.0,,
NZL,10,6149.0,Advanced Economies,Advanced Economies
NZL,20,5433.0,Advanced Economies,Advanced Economies
NZL,30,17787.0,Advanced Economies,Advanced Economies
NZL,40,20427.0,Advanced Economies,Advanced Economies
NZL,50,23733.0,Advanced Economies,Advanced Economies
NZL,60,42912.0,Advanced Economies,Advanced Economies
NZL,70,37952.0,Advanced Economies,Advanced Economies
NZL,80,44576.0,Advanced Economies,Advanced Economies
NZL,90,68818.0,Advanced Economies,Advanced Economies
NZL,100,798.0,Advanced Economies,Advanced Economies
NIC,10,1356.0,Low Income Developing Countries,Latin America and the Caribbean
NIC,20,3376.0,Low Income Developing Countries,Latin America and the Caribbean
NIC,30,6077.0,Low Income Developing Countries,Latin America and the Caribbean
NIC,40,3856.0,Low Income Developing Countries,Latin America and the Caribbean
NIC,50,4157.0,Low Income Developing Countries,Latin America and the Caribbean
NIC,60,7275.0,Low Income Developing Countries,Latin America and the Caribbean
NIC,70,10269.0,Low Income Developing Countries,Latin America and the Caribbean
NIC,80,16104.0,Low Income Developing Countries,Latin America and the Caribbean
NIC,90,32567.0,Low Income Developing Countries,Latin America and the Caribbean
NIC,100,43868.0,Low Income Developing Countries,Latin America and the Caribbean
NER,10,10990.0,Low Income Developing Countries,Sub-Sahara Africa
NER,20,15340.0,Low Income Developing Countries,Sub-Sahara Africa
NER,30,26857.0,Low Income Developing Countries,Sub-Sahara Africa
NER,40,15501.0,Low Income Developing Countries,Sub-Sahara Africa
NER,50,27916.0,Low Income Developing Countries,Sub-Sahara Africa
NER,60,22905.0,Low Income Developing Countries,Sub-Sahara Africa
NER,70,46610.0,Low Income Developing Countries,Sub-Sahara Africa
NER,80,59618.0,Low Income Developing Countries,Sub-Sahara Africa
NER,90,210483.0,Low Income Developing Countries,Sub-Sahara Africa
NER,100,747450.0,Low Income Developing Countries,Sub-Sahara Africa
NGA,10,5937.0,Low Income Developing Countries,Sub-Sahara Africa
NGA,20,16018.0,Low Income Developing Countries,Sub-Sahara Africa
NGA,30,26032.0,Low Income Developing Countries,Sub-Sahara Africa
NGA,40,34388.0,Low Income Developing Countries,Sub-Sahara Africa
NGA,50,45211.0,Low Income Developing Countries,Sub-Sahara Africa
NGA,60,68369.0,Low Income Developing Countries,Sub-Sahara Africa
NGA,70,101395.0,Low Income Developing Countries,Sub-Sahara Africa
NGA,80,117744.0,Low Income Developing Countries,Sub-Sahara Africa
NGA,90,189165.0,Low Income Developing Countries,Sub-Sahara Africa
NGA,100,304168.0,Low Income Developing Countries,Sub-Sahara Africa
NOR,10,6253.0,Advanced Economies,Advanced Economies
NOR,20,13473.0,Advanced Economies,Advanced Economies
NOR,30,19779.0,Advanced Economies,Advanced Economies
NOR,40,24824.0,Advanced Economies,Advanced Economies
NOR,50,32513.0,Advanced Economies,Advanced Economies
NOR,60,36195.0,Advanced Economies,Advanced Economies
NOR,70,41236.0,Advanced Economies,Advanced Economies
NOR,80,51060.0,Advanced Economies,Advanced Economies
NOR,90,82891.0,Advanced Economies,Advanced Economies
NOR,100,15715.0,Advanced Economies,Advanced Economies
OMN,10,1662.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
OMN,20,3990.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
OMN,30,8108.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
OMN,40,7346.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
OMN,50,3968.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
OMN,60,13778.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
OMN,70,17134.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
OMN,80,14454.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
OMN,90,56838.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
OMN,100,182021.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
PAK,10,24612.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
PAK,20,40173.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
PAK,30,48025.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
PAK,40,58998.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
PAK,50,91310.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
PAK,60,75758.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
PAK,70,82095.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
PAK,80,40636.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
PAK,90,125526.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
PAK,100,286887.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
PSE,10,122.0,,
PSE,20,56.0,,
PSE,30,164.0,,
PSE,40,371.0,,
PSE,50,458.0,,
PSE,60,208.0,,
PSE,70,1441.0,,
PSE,80,1042.0,,
PSE,90,1381.0,,
PSE,100,977.0,,
PAN,10,6086.0,Emerging Market Economies,Latin America and the Caribbean
PAN,20,4688.0,Emerging Market Economies,Latin America and the Caribbean
PAN,30,3820.0,Emerging Market Economies,Latin America and the Caribbean
PAN,40,4551.0,Emerging Market Economies,Latin America and the Caribbean
PAN,50,6531.0,Emerging Market Economies,Latin America and the Caribbean
PAN,60,6081.0,Emerging Market Economies,Latin America and the Caribbean
PAN,70,5953.0,Emerging Market Economies,Latin America and the Caribbean
PAN,80,12146.0,Emerging Market Economies,Latin America and the Caribbean
PAN,90,8305.0,Emerging Market Economies,Latin America and the Caribbean
PAN,100,20296.0,Emerging Market Economies,Latin America and the Caribbean
PNG,10,3019.0,Low Income Developing Countries,Emerging and Developing Asia
PNG,20,8753.0,Low Income Developing Countries,Emerging and Developing Asia
PNG,30,11057.0,Low Income Developing Countries,Emerging and Developing Asia
PNG,40,23594.0,Low Income Developing Countries,Emerging and Developing Asia
PNG,50,25549.0,Low Income Developing Countries,Emerging and Developing Asia
PNG,60,32590.0,Low Income Developing Countries,Emerging and Developing Asia
PNG,70,30468.0,Low Income Developing Countries,Emerging and Developing Asia
PNG,80,54504.0,Low Income Developing Countries,Emerging and Developing Asia
PNG,90,77855.0,Low Income Developing Countries,Emerging and Developing Asia
PNG,100,195223.0,Low Income Developing Countries,Emerging and Developing Asia
PRY,10,2044.0,Emerging Market Economies,Latin America and the Caribbean
PRY,20,5804.0,Emerging Market Economies,Latin America and the Caribbean
PRY,30,7154.0,Emerging Market Economies,Latin America and the Caribbean
PRY,40,8015.0,Emerging Market Economies,Latin America and the Caribbean
PRY,50,12774.0,Emerging Market Economies,Latin America and the Caribbean
PRY,60,26902.0,Emerging Market Economies,Latin America and the Caribbean
PRY,70,20765.0,Emerging Market Economies,Latin America and the Caribbean
PRY,80,24401.0,Emerging Market Economies,Latin America and the Caribbean
PRY,90,34496.0,Emerging Market Economies,Latin America and the Caribbean
PRY,100,257218.0,Emerging Market Economies,Latin America and the Caribbean
PER,10,50049.0,Emerging Market Economies,Latin America and the Caribbean
PER,20,62244.0,Emerging Market Economies,Latin America and the Caribbean
PER,30,54690.0,Emerging Market Economies,Latin America and the Caribbean
PER,40,61556.0,Emerging Market Economies,Latin America and the Caribbean
PER,50,55245.0,Emerging Market Economies,Latin America and the Caribbean
PER,60,74790.0,Emerging Market Economies,Latin America and the Caribbean
PER,70,113182.0,Emerging Market Economies,Latin America and the Caribbean
PER,80,84248.0,Emerging Market Economies,Latin America and the Caribbean
PER,90,273144.0,Emerging Market Economies,Latin America and the Caribbean
PER,100,463638.0,Emerging Market Economies,Latin America and the Caribbean
PHL,10,10078.0,Emerging Market Economies,Emerging and Developing Asia
PHL,20,16425.0,Emerging Market Economies,Emerging and Developing Asia
PHL,30,19943.0,Emerging Market Economies,Emerging and Developing Asia
PHL,40,19875.0,Emerging Market Economies,Emerging and Developing Asia
PHL,50,21354.0,Emerging Market Economies,Emerging and Developing Asia
PHL,60,25273.0,Emerging Market Economies,Emerging and Developing Asia
PHL,70,31076.0,Emerging Market Economies,Emerging and Developing Asia
PHL,80,40912.0,Emerging Market Economies,Emerging and Developing Asia
PHL,90,51891.0,Emerging Market Economies,Emerging and Developing Asia
PHL,100,58123.0,Emerging Market Economies,Emerging and Developing Asia
POL,10,4930.0,Emerging Market Economies,Emerging and Developing Europe
POL,20,7424.0,Emerging Market Economies,Emerging and Developing Europe
POL,30,25541.0,Emerging Market Economies,Emerging and Developing Europe
POL,40,31382.0,Emerging Market Economies,Emerging and Developing Europe
POL,50,34106.0,Emerging Market Economies,Emerging and Developing Europe
POL,60,38009.0,Emerging Market Economies,Emerging and Developing Europe
POL,70,39592.0,Emerging Market Economies,Emerging and Developing Europe
POL,80,38874.0,Emerging Market Economies,Emerging and Developing Europe
