iso3,year,gdp,income,region
GEO,2025.0,21.14,Emerging Market Economies,Caucasus and Central Asia
GEO,2026.0,22.24,Emerging Market Economies,Caucasus and Central Asia
GEO,2027.0,23.4,Emerging Market Economies,Caucasus and Central Asia
GEO,2028.0,24.61,Emerging Market Economies,Caucasus and Central Asia
GEO,2029.0,25.89,Emerging Market Economies,Caucasus and Central Asia
GEO,2030.0,27.24,Emerging Market Economies,Caucasus and Central Asia
GEO,Mean 10-Year GDP ($Bn),21.892000000000003,Emerging Market Economies,Caucasus and Central Asia
GEO,GDP Growth Rate (%),0.592051431911163,Emerging Market Economies,Caucasus and Central Asia
GHA,2021.0,71.73,Low Income Developing Countries,Sub-Sahara Africa
GHA,2022.0,76.15,Low Income Developing Countries,Sub-Sahara Africa
GHA,2023.0,79.7,Low Income Developing Countries,Sub-Sahara Africa
GHA,2024.0,83.67,Low Income Developing Countries,Sub-Sahara Africa
GHA,2025.0,88.53,Low Income Developing Countries,Sub-Sahara Africa
GHA,2026.0,93.09,Low Income Developing Countries,Sub-Sahara Africa
GHA,2027.0,97.89,Low Income Developing Countries,Sub-Sahara Africa
GHA,2028.0,102.93,Low Income Developing Countries,Sub-Sahara Africa
GHA,2029.0,108.23,Low Income Developing Countries,Sub-Sahara Africa
GHA,2030.0,113.81,Low Income Developing Countries,Sub-Sahara Africa
GHA,Mean 10-Year GDP ($Bn),91.573,Low Income Developing Countries,Sub-Sahara Africa
GHA,GDP Growth Rate (%),0.5866443607974348,Low Income Developing Countries,Sub-Sahara Africa
GIN,2021.0,16.18,Low Income Developing Countries,Sub-Sahara Africa
GIN,2022.0,17.2,Low Income Developing Countries,Sub-Sahara Africa
GIN,2023.0,18.21,Low Income Developing Countries,Sub-Sahara Africa
GIN,2024.0,19.23,Low Income Developing Countries,Sub-Sahara Africa
GIN,2025.0,20.22,Low Income Developing Countries,Sub-Sahara Africa
GIN,2026.0,21.31,Low Income Developing Countries,Sub-Sahara Africa
GIN,2027.0,22.47,Low Income Developing Countries,Sub-Sahara Africa
GIN,2028.0,23.68,Low Income Developing Countries,Sub-Sahara Africa
GIN,2029.0,24.97,Low Income Developing Countries,Sub-Sahara Africa
GIN,2030.0,26.32,Low Income Developing Countries,Sub-Sahara Africa
GIN,Mean 10-Year GDP ($Bn),20.979,Low Income Developing Countries,Sub-Sahara Africa
GIN,GDP Growth Rate (%),0.6266996291718171,Low Income Developing Countries,Sub-Sahara Africa
GMB,2021.0,1.95,Low Income Developing Countries,Sub-Sahara Africa
GMB,2022.0,2.07,Low Income Developing Countries,Sub-Sahara Africa
GMB,2023.0,2.2,Low Income Developing Countries,Sub-Sahara Africa
GMB,2024.0,2.35,Low Income Developing Countries,Sub-Sahara Africa
GMB,2025.0,2.48,Low Income Developing Countries,Sub-Sahara Africa
GMB,2026.0,2.62,Low Income Developing Countries,Sub-Sahara Africa
GMB,2027.0,2.77,Low Income Developing Countries,Sub-Sahara Africa
GMB,2028.0,2.92,Low Income Developing Countries,Sub-Sahara Africa
GMB,2029.0,3.09,Low Income Developing Countries,Sub-Sahara Africa
GMB,2030.0,3.26,Low Income Developing Countries,Sub-Sahara Africa
GMB,Mean 10-Year GDP ($Bn),2.571,Low Income Developing Countries,Sub-Sahara Africa
GMB,GDP Growth Rate (%),0.6717948717948717,Low Income Developing Countries,Sub-Sahara Africa
GNB,2021.0,1.48,Low Income Developing Countries,Sub-Sahara Africa
GNB,2022.0,1.54,Low Income Developing Countries,Sub-Sahara Africa
GNB,2023.0,1.62,Low Income Developing Countries,Sub-Sahara Africa
GNB,2024.0,1.7,Low Income Developing Countries,Sub-Sahara Africa
GNB,2025.0,1.78,Low Income Developing Countries,Sub-Sahara Africa
GNB,2026.0,1.87,Low Income Developing Countries,Sub-Sahara Africa
GNB,2027.0,1.97,Low Income Developing Countries,Sub-Sahara Africa
GNB,2028.0,2.06,Low Income Developing Countries,Sub-Sahara Africa
GNB,2029.0,2.17,Low Income Developing Countries,Sub-Sahara Africa
GNB,2030.0,2.28,Low Income Developing Countries,Sub-Sahara Africa
GNB,Mean 10-Year GDP ($Bn),1.8470000000000006,Low Income Developing Countries,Sub-Sahara Africa
GNB,GDP Growth Rate (%),0.5405405405405405,Low Income Developing Countries,Sub-Sahara Africa
GNQ,2021.0,10.45,Emerging Market Economies,Sub-Sahara Africa
GNQ,2022.0,9.86,Emerging Market Economies,Sub-Sahara Africa
GNQ,2023.0,9.72,Emerging Market Economies,Sub-Sahara Africa
GNQ,2024.0,9.62,Emerging Market Economies,Sub-Sahara Africa
GNQ,2025.0,9.35,Emerging Market Economies,Sub-Sahara Africa
GNQ,2026.0,9.14,Emerging Market Economies,Sub-Sahara Africa
GNQ,2027.0,8.95,Emerging Market Economies,Sub-Sahara Africa
GNQ,2028.0,8.76,Emerging Market Economies,Sub-Sahara Africa
GNQ,2029.0,8.57,Emerging Market Economies,Sub-Sahara Africa
GNQ,2030.0,8.38,Emerging Market Economies,Sub-Sahara Africa
GNQ,Mean 10-Year GDP ($Bn),9.280000000000001,Emerging Market Economies,Sub-Sahara Africa
GNQ,GDP Growth Rate (%),-0.19808612440191375,Emerging Market Economies,Sub-Sahara Africa
GRC,2021.0,201.55,Advanced Economies,Advanced Economies
GRC,2022.0,210.83,Advanced Economies,Advanced Economies
GRC,2023.0,216.39,Advanced Economies,Advanced Economies
GRC,2024.0,220.23,Advanced Economies,Advanced Economies
GRC,2025.0,223.58,Advanced Economies,Advanced Economies
GRC,2026.0,226.38,Advanced Economies,Advanced Economies
GRC,2027.0,229.22,Advanced Economies,Advanced Economies
GRC,2028.0,232.09,Advanced Economies,Advanced Economies
GRC,2029.0,235.0,Advanced Economies,Advanced Economies
GRC,2030.0,237.95,Advanced Economies,Advanced Economies
GRC,Mean 10-Year GDP ($Bn),223.322,Advanced Economies,Advanced Economies
GRC,GDP Growth Rate (%),0.18060034730836008,Advanced Economies,Advanced Economies
GRD,2021.0,1.05,Emerging Market Economies,Latin America and the Caribbean
GRD,2022.0,1.12,Emerging Market Economies,Latin America and the Caribbean
GRD,2023.0,1.18,Emerging Market Economies,Latin America and the Caribbean
GRD,2024.0,1.24,Emerging Market Economies,Latin America and the Caribbean
GRD,2025.0,1.28,Emerging Market Economies,Latin America and the Caribbean
GRD,2026.0,1.31,Emerging Market Economies,Latin America and the Caribbean
GRD,2027.0,1.35,Emerging Market Economies,Latin America and the Caribbean
GRD,2028.0,1.39,Emerging Market Economies,Latin America and the Caribbean
GRD,2029.0,1.43,Emerging Market Economies,Latin America and the Caribbean
GRD,2030.0,1.46,Emerging Market Economies,Latin America and the Caribbean
GRD,Mean 10-Year GDP ($Bn),1.2809999999999997,Emerging Market Economies,Latin America and the Caribbean
GRD,GDP Growth Rate (%),0.39047619047619037,Emerging Market Economies,Latin America and the Caribbean
GTM,2021.0,81.87,Emerging Market Economies,Latin America and the Caribbean
GTM,2022.0,85.56,Emerging Market Economies,Latin America and the Caribbean
GTM,2023.0,88.76,Emerging Market Economies,Latin America and the Caribbean
GTM,2024.0,91.87,Emerging Market Economies,Latin America and the Caribbean
GTM,2025.0,95.09,Emerging Market Economies,Latin America and the Caribbean
GTM,2026.0,98.41,Emerging Market Economies,Latin America and the Caribbean
GTM,2027.0,101.86,Emerging Market Economies,Latin America and the Caribbean
GTM,2028.0,105.42,Emerging Market Economies,Latin America and the Caribbean
GTM,2029.0,109.11,Emerging Market Economies,Latin America and the Caribbean
GTM,2030.0,112.93,Emerging Market Economies,Latin America and the Caribbean
GTM,Mean 10-Year GDP ($Bn),97.08799999999998,Emerging Market Economies,Latin America and the Caribbean
GTM,GDP Growth Rate (%),0.37938194698912914,Emerging Market Economies,Latin America and the Caribbean
GUY,2021.0,6.59,Emerging Market Economies,Latin America and the Caribbean
GUY,2022.0,9.8,Emerging Market Economies,Latin America and the Caribbean
GUY,2023.0,12.94,Emerging Market Economies,Latin America and the Caribbean
GUY,2024.0,13.4,Emerging Market Economies,Latin America and the Caribbean
GUY,2025.0,13.9,Emerging Market Economies,Latin America and the Caribbean
GUY,2026.0,14.42,Emerging Market Economies,Latin America and the Caribbean
GUY,2027.0,14.96,Emerging Market Economies,Latin America and the Caribbean
GUY,2028.0,15.52,Emerging Market Economies,Latin America and the Caribbean
GUY,2029.0,16.1,Emerging Market Economies,Latin America and the Caribbean
GUY,2030.0,16.71,Emerging Market Economies,Latin America and the Caribbean
GUY,Mean 10-Year GDP ($Bn),13.434,Emerging Market Economies,Latin America and the Caribbean
GUY,GDP Growth Rate (%),1.5356600910470413,Emerging Market Economies,Latin America and the Caribbean
HKG,2021.0,368.89,Advanced Economies,Advanced Economies
HKG,2022.0,381.86,Advanced Economies,Advanced Economies
HKG,2023.0,393.83,Advanced Economies,Advanced Economies
HKG,2024.0,405.12,Advanced Economies,Advanced Economies
HKG,2025.0,416.38,Advanced Economies,Advanced Economies
HKG,2026.0,428.21,Advanced Economies,Advanced Economies
HKG,2027.0,440.37,Advanced Economies,Advanced Economies
HKG,2028.0,452.88,Advanced Economies,Advanced Economies
HKG,2029.0,465.75,Advanced Economies,Advanced Economies
HKG,2030.0,478.98,Advanced Economies,Advanced Economies
HKG,Mean 10-Year GDP ($Bn),423.2270000000001,Advanced Economies,Advanced Economies
HKG,GDP Growth Rate (%),0.298435848084795,Advanced Economies,Advanced Economies
HND,2021.0,25.0,Low Income Developing Countries,Latin America and the Caribbean
HND,2022.0,26.08,Low Income Developing Countries,Latin America and the Caribbean
HND,2023.0,27.01,Low Income Developing Countries,Latin America and the Caribbean
HND,2024.0,27.99,Low Income Developing Countries,Latin America and the Caribbean
HND,2025.0,29.04,Low Income Developing Countries,Latin America and the Caribbean
HND,2026.0,30.18,Low Income Developing Countries,Latin America and the Caribbean
HND,2027.0,31.37,Low Income Developing Countries,Latin America and the Caribbean
HND,2028.0,32.61,Low Income Developing Countries,Latin America and the Caribbean
HND,2029.0,33.89,Low Income Developing Countries,Latin America and the Caribbean
HND,2030.0,35.22,Low Income Developing Countries,Latin America and the Caribbean
HND,Mean 10-Year GDP ($Bn),29.839,Low Income Developing Countries,Latin America and the Caribbean
HND,GDP Growth Rate (%),0.40879999999999994,Low Income Developing Countries,Latin America and the Caribbean
HRV,2021.0,59.71,Emerging Market Economies,Emerging and Developing Europe
HRV,2022.0,63.17,Emerging Market Economies,Emerging and Developing Europe
HRV,2023.0,65.7,Emerging Market Economies,Emerging and Developing Europe
HRV,2024.0,67.87,Emerging Market Economies,Emerging and Developing Europe
HRV,2025.0,70.04,Emerging Market Economies,Emerging and Developing Europe
HRV,2026.0,72.21,Emerging Market Economies,Emerging and Developing Europe
HRV,2027.0,74.45,Emerging Market Economies,Emerging and Developing Europe
HRV,2028.0,76.76,Emerging Market Economies,Emerging and Developing Europe
HRV,2029.0,79.14,Emerging Market Economies,Emerging and Developing Europe
HRV,2030.0,81.59,Emerging Market Economies,Emerging and Developing Europe
HRV,Mean 10-Year GDP ($Bn),71.064,Emerging Market Economies,Emerging and Developing Europe
HRV,GDP Growth Rate (%),0.36643778261597726,Emerging Market Economies,Emerging and Developing Europe
HTI,2021.0,14.41,Low Income Developing Countries,Latin America and the Caribbean
HTI,2022.0,14.59,Low Income Developing Countries,Latin America and the Caribbean
HTI,2023.0,14.78,Low Income Developing Countries,Latin America and the Caribbean
HTI,2024.0,14.98,Low Income Developing Countries,Latin America and the Caribbean
HTI,2025.0,15.19,Low Income Developing Countries,Latin America and the Caribbean
HTI,2026.0,15.4,Low Income Developing Countries,Latin America and the Caribbean
HTI,2027.0,15.61,Low Income Developing Countries,Latin America and the Caribbean
HTI,2028.0,15.83,Low Income Developing Countries,Latin America and the Caribbean
HTI,2029.0,16.05,Low Income Developing Countries,Latin America and the Caribbean
HTI,2030.0,16.28,Low Income Developing Countries,Latin America and the Caribbean
HTI,Mean 10-Year GDP ($Bn),15.312,Low Income Developing Countries,Latin America and the Caribbean
HTI,GDP Growth Rate (%),0.1297709923664123,Low Income Developing Countries,Latin America and the Caribbean
HUN,2021.0,166.79,Emerging Market Economies,Emerging and Developing Europe
HUN,2022.0,175.3,Emerging Market Economies,Emerging and Developing Europe
HUN,2023.0,181.96,Emerging Market Economies,Emerging and Developing Europe
HUN,2024.0,187.78,Emerging Market Economies,Emerging and Developing Europe
HUN,2025.0,192.67,Emerging Market Economies,Emerging and Developing Europe
HUN,2026.0,197.68,Emerging Market Economies,Emerging and Developing Europe
HUN,2027.0,202.82,Emerging Market Economies,Emerging and Developing Europe
HUN,2028.0,208.09,Emerging Market Economies,Emerging and Developing Europe
HUN,2029.0,213.5,Emerging Market Economies,Emerging and Developing Europe
HUN,2030.0,219.05,Emerging Market Economies,Emerging and Developing Europe
HUN,Mean 10-Year GDP ($Bn),194.56399999999996,Emerging Market Economies,Emerging and Developing Europe
HUN,GDP Growth Rate (%),0.31332813717848806,Emerging Market Economies,Emerging and Developing Europe
IDN,2021.0,1093.54,Emerging Market Economies,Emerging and Developing Asia
IDN,2022.0,1158.49,Emerging Market Economies,Emerging and Developing Asia
IDN,2023.0,1232.12,Emerging Market Economies,Emerging and Developing Asia
IDN,2024.0,1300.81,Emerging Market Economies,Emerging and Developing Asia
IDN,2025.0,1369.78,Emerging Market Economies,Emerging and Developing Asia
IDN,2026.0,1441.26,Emerging Market Economies,Emerging and Developing Asia
IDN,2027.0,1516.48,Emerging Market Economies,Emerging and Developing Asia
IDN,2028.0,1595.63,Emerging Market Economies,Emerging and Developing Asia
IDN,2029.0,1678.9,Emerging Market Economies,Emerging and Developing Asia
IDN,2030.0,1766.53,Emerging Market Economies,Emerging and Developing Asia
IDN,Mean 10-Year GDP ($Bn),1415.354,Emerging Market Economies,Emerging and Developing Asia
IDN,GDP Growth Rate (%),0.6154233041315361,Emerging Market Economies,Emerging and Developing Asia
IND,2021.0,2912.88,Emerging Market Economies,Emerging and Developing Asia
IND,2022.0,3161.15,Emerging Market Economies,Emerging and Developing Asia
IND,2023.0,3368.8,Emerging Market Economies,Emerging and Developing Asia
IND,2024.0,3580.67,Emerging Market Economies,Emerging and Developing Asia
IND,2025.0,3802.13,Emerging Market Economies,Emerging and Developing Asia
IND,2026.0,4033.23,Emerging Market Economies,Emerging and Developing Asia
IND,2027.0,4278.37,Emerging Market Economies,Emerging and Developing Asia
IND,2028.0,4538.4,Emerging Market Economies,Emerging and Developing Asia
IND,2029.0,4814.25,Emerging Market Economies,Emerging and Developing Asia
IND,2030.0,5106.86,Emerging Market Economies,Emerging and Developing Asia
IND,Mean 10-Year GDP ($Bn),3959.674,Emerging Market Economies,Emerging and Developing Asia
IND,GDP Growth Rate (%),0.7531995825437366,Emerging Market Economies,Emerging and Developing Asia
IRL,2021.0,481.02,Advanced Economies,Advanced Economies
IRL,2022.0,498.04,Advanced Economies,Advanced Economies
IRL,2023.0,517.63,Advanced Economies,Advanced Economies
IRL,2024.0,532.66,Advanced Economies,Advanced Economies
IRL,2025.0,548.07,Advanced Economies,Advanced Economies
IRL,2026.0,563.73,Advanced Economies,Advanced Economies
IRL,2027.0,579.84,Advanced Economies,Advanced Economies
IRL,2028.0,596.41,Advanced Economies,Advanced Economies
IRL,2029.0,613.46,Advanced Economies,Advanced Economies
IRL,2030.0,630.99,Advanced Economies,Advanced Economies
IRL,Mean 10-Year GDP ($Bn),556.185,Advanced Economies,Advanced Economies
IRL,GDP Growth Rate (%),0.3117749781713859,Advanced Economies,Advanced Economies
IRN,2021.0,855.92,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
IRN,2022.0,872.99,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
IRN,2023.0,890.42,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
IRN,2024.0,908.22,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
IRN,2025.0,926.33,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
IRN,2026.0,944.82,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
IRN,2027.0,963.68,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
IRN,2028.0,982.91,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
IRN,2029.0,1002.53,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
IRN,2030.0,1022.54,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
IRN,Mean 10-Year GDP ($Bn),937.036,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
IRN,GDP Growth Rate (%),0.1946677259556968,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
IRQ,2021.0,175.67,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
IRQ,2022.0,194.12,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
IRQ,2023.0,205.19,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
IRQ,2024.0,212.11,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
IRQ,2025.0,218.66,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
IRQ,2026.0,225.41,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
IRQ,2027.0,232.37,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
IRQ,2028.0,239.55,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
IRQ,2029.0,246.94,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
IRQ,2030.0,254.57,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
IRQ,Mean 10-Year GDP ($Bn),220.459,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
IRQ,GDP Growth Rate (%),0.44913758752205846,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
ISL,2021.0,22.52,Advanced Economies,Advanced Economies
ISL,2022.0,23.44,Advanced Economies,Advanced Economies
ISL,2023.0,24.3,Advanced Economies,Advanced Economies
ISL,2024.0,24.92,Advanced Economies,Advanced Economies
ISL,2025.0,25.51,Advanced Economies,Advanced Economies
ISL,2026.0,26.08,Advanced Economies,Advanced Economies
ISL,2027.0,26.67,Advanced Economies,Advanced Economies
ISL,2028.0,27.27,Advanced Economies,Advanced Economies
ISL,2029.0,27.88,Advanced Economies,Advanced Economies
ISL,2030.0,28.51,Advanced Economies,Advanced Economies
ISL,Mean 10-Year GDP ($Bn),25.710000000000004,Advanced Economies,Advanced Economies
ISL,GDP Growth Rate (%),0.2659857904085258,Advanced Economies,Advanced Economies
ISR,2021.0,435.84,Advanced Economies,Advanced Economies
ISR,2022.0,453.59,Advanced Economies,Advanced Economies
ISR,2023.0,469.76,Advanced Economies,Advanced Economies
ISR,2024.0,485.04,Advanced Economies,Advanced Economies
ISR,2025.0,500.49,Advanced Economies,Advanced Economies
ISR,2026.0,516.54,Advanced Economies,Advanced Economies
ISR,2027.0,533.1,Advanced Economies,Advanced Economies
ISR,2028.0,550.19,Advanced Economies,Advanced Economies
ISR,2029.0,567.83,Advanced Economies,Advanced Economies
ISR,2030.0,586.03,Advanced Economies,Advanced Economies
ISR,Mean 10-Year GDP ($Bn),509.841,Advanced Economies,Advanced Economies
ISR,GDP Growth Rate (%),0.34459893538913366,Advanced Economies,Advanced Economies
ITA,2021.0,1993.7,Advanced Economies,Advanced Economies
ITA,2022.0,2078.09,Advanced Economies,Advanced Economies
ITA,2023.0,2111.7,Advanced Economies,Advanced Economies
ITA,2024.0,2133.22,Advanced Economies,Advanced Economies
ITA,2025.0,2154.57,Advanced Economies,Advanced Economies
ITA,2026.0,2175.49,Advanced Economies,Advanced Economies
ITA,2027.0,2196.61,Advanced Economies,Advanced Economies
ITA,2028.0,2217.94,Advanced Economies,Advanced Economies
ITA,2029.0,2239.48,Advanced Economies,Advanced Economies
ITA,2030.0,2261.22,Advanced Economies,Advanced Economies
ITA,Mean 10-Year GDP ($Bn),2156.202,Advanced Economies,Advanced Economies
ITA,GDP Growth Rate (%),0.1341826754275968,Advanced Economies,Advanced Economies
JAM,2021.0,14.61,Emerging Market Economies,Latin America and the Caribbean
JAM,2022.0,15.0,Emerging Market Economies,Latin America and the Caribbean
JAM,2023.0,15.36,Emerging Market Economies,Latin America and the Caribbean
JAM,2024.0,15.67,Emerging Market Economies,Latin America and the Caribbean
JAM,2025.0,15.96,Emerging Market Economies,Latin America and the Caribbean
JAM,2026.0,16.22,Emerging Market Economies,Latin America and the Caribbean
JAM,2027.0,16.48,Emerging Market Economies,Latin America and the Caribbean
JAM,2028.0,16.74,Emerging Market Economies,Latin America and the Caribbean
JAM,2029.0,17.02,Emerging Market Economies,Latin America and the Caribbean
JAM,2030.0,17.29,Emerging Market Economies,Latin America and the Caribbean
JAM,Mean 10-Year GDP ($Bn),16.035,Emerging Market Economies,Latin America and the Caribbean
JAM,GDP Growth Rate (%),0.18343600273785077,Emerging Market Economies,Latin America and the Caribbean
JOR,2021.0,44.65,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
JOR,2022.0,45.86,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
JOR,2023.0,47.28,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
JOR,2024.0,48.84,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
JOR,2025.0,50.45,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
JOR,2026.0,52.12,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
JOR,2027.0,53.83,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
JOR,2028.0,55.61,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
JOR,2029.0,57.45,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
JOR,2030.0,59.34,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
JOR,Mean 10-Year GDP ($Bn),51.54299999999999,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
JOR,GDP Growth Rate (%),0.3290033594624861,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
JPN,2021.0,5164.06,Advanced Economies,Advanced Economies
JPN,2022.0,5329.26,Advanced Economies,Advanced Economies
JPN,2023.0,5402.22,Advanced Economies,Advanced Economies
JPN,2024.0,5446.84,Advanced Economies,Advanced Economies
JPN,2025.0,5477.83,Advanced Economies,Advanced Economies
JPN,2026.0,5504.84,Advanced Economies,Advanced Economies
JPN,2027.0,5531.98,Advanced Economies,Advanced Economies
JPN,2028.0,5559.25,Advanced Economies,Advanced Economies
JPN,2029.0,5586.66,Advanced Economies,Advanced Economies
JPN,2030.0,5614.2,Advanced Economies,Advanced Economies
JPN,Mean 10-Year GDP ($Bn),5461.714,Advanced Economies,Advanced Economies
JPN,GDP Growth Rate (%),0.08716784855326998,Advanced Economies,Advanced Economies
KAZ,2021.0,176.87,Emerging Market Economies,Caucasus and Central Asia
KAZ,2022.0,183.69,Emerging Market Economies,Caucasus and Central Asia
KAZ,2023.0,194.38,Emerging Market Economies,Caucasus and Central Asia
KAZ,2024.0,202.44,Emerging Market Economies,Caucasus and Central Asia
KAZ,2025.0,208.66,Emerging Market Economies,Caucasus and Central Asia
KAZ,2026.0,216.81,Emerging Market Economies,Caucasus and Central Asia
KAZ,2027.0,225.27,Emerging Market Economies,Caucasus and Central Asia
KAZ,2028.0,234.06,Emerging Market Economies,Caucasus and Central Asia
KAZ,2029.0,243.19,Emerging Market Economies,Caucasus and Central Asia
KAZ,2030.0,252.69,Emerging Market Economies,Caucasus and Central Asia
KAZ,Mean 10-Year GDP ($Bn),213.806,Emerging Market Economies,Caucasus and Central Asia
KAZ,GDP Growth Rate (%),0.42867642901566116,Emerging Market Economies,Caucasus and Central Asia
KEN,2021.0,108.16,Low Income Developing Countries,Sub-Sahara Africa
KEN,2022.0,114.7,Low Income Developing Countries,Sub-Sahara Africa
KEN,2023.0,121.25,Low Income Developing Countries,Sub-Sahara Africa
KEN,2024.0,127.91,Low Income Developing Countries,Sub-Sahara Africa
KEN,2025.0,134.96,Low Income Developing Countries,Sub-Sahara Africa
KEN,2026.0,142.41,Low Income Developing Countries,Sub-Sahara Africa
KEN,2027.0,150.26,Low Income Developing Countries,Sub-Sahara Africa
KEN,2028.0,158.55,Low Income Developing Countries,Sub-Sahara Africa
KEN,2029.0,167.29,Low Income Developing Countries,Sub-Sahara Africa
KEN,2030.0,176.52,Low Income Developing Countries,Sub-Sahara Africa
KEN,Mean 10-Year GDP ($Bn),140.201,Low Income Developing Countries,Sub-Sahara Africa
KEN,GDP Growth Rate (%),0.6320266272189351,Low Income Developing Countries,Sub-Sahara Africa
KGZ,2021.0,7.91,Low Income Developing Countries,Caucasus and Central Asia
KGZ,2022.0,8.36,Low Income Developing Countries,Caucasus and Central Asia
KGZ,2023.0,8.74,Low Income Developing Countries,Caucasus and Central Asia
KGZ,2024.0,9.09,Low Income Developing Countries,Caucasus and Central Asia
KGZ,2025.0,9.46,Low Income Developing Countries,Caucasus and Central Asia
KGZ,2026.0,9.82,Low Income Developing Countries,Caucasus and Central Asia
KGZ,2027.0,10.19,Low Income Developing Countries,Caucasus and Central Asia
KGZ,2028.0,10.57,Low Income Developing Countries,Caucasus and Central Asia
KGZ,2029.0,10.97,Low Income Developing Countries,Caucasus and Central Asia
KGZ,2030.0,11.38,Low Income Developing Countries,Caucasus and Central Asia
KGZ,Mean 10-Year GDP ($Bn),9.648999999999997,Low Income Developing Countries,Caucasus and Central Asia
KGZ,GDP Growth Rate (%),0.4386852085967131,Low Income Developing Countries,Caucasus and Central Asia
KHM,2021.0,25.68,Low Income Developing Countries,Emerging and Developing Asia
KHM,2022.0,27.13,Low Income Developing Countries,Emerging and Developing Asia
KHM,2023.0,28.87,Low Income Developing Countries,Emerging and Developing Asia
KHM,2024.0,30.76,Low Income Developing Countries,Emerging and Developing Asia
KHM,2025.0,32.75,Low Income Developing Countries,Emerging and Developing Asia
KHM,2026.0,34.91,Low Income Developing Countries,Emerging and Developing Asia
KHM,2027.0,37.2,Low Income Developing Countries,Emerging and Developing Asia
KHM,2028.0,39.64,Low Income Developing Countries,Emerging and Developing Asia
KHM,2029.0,42.25,Low Income Developing Countries,Emerging and Developing Asia
KHM,2030.0,45.02,Low Income Developing Countries,Emerging and Developing Asia
KHM,Mean 10-Year GDP ($Bn),34.421,Low Income Developing Countries,Emerging and Developing Asia
KHM,GDP Growth Rate (%),0.7531152647975079,Low Income Developing Countries,Emerging and Developing Asia
KIR,2021.0,0.2,Low Income Developing Countries,Emerging and Developing Asia
KIR,2022.0,0.21,Low Income Developing Countries,Emerging and Developing Asia
KIR,2023.0,0.21,Low Income Developing Countries,Emerging and Developing Asia
KIR,2024.0,0.22,Low Income Developing Countries,Emerging and Developing Asia
KIR,2025.0,0.22,Low Income Developing Countries,Emerging and Developing Asia
KIR,2026.0,0.22,Low Income Developing Countries,Emerging and Developing Asia
KIR,2027.0,0.23,Low Income Developing Countries,Emerging and Developing Asia
KIR,2028.0,0.23,Low Income Developing Countries,Emerging and Developing Asia
KIR,2029.0,0.24,Low Income Developing Countries,Emerging and Developing Asia
KIR,2030.0,0.24,Low Income Developing Countries,Emerging and Developing Asia
KIR,Mean 10-Year GDP ($Bn),0.22199999999999995,Low Income Developing Countries,Emerging and Developing Asia
KIR,GDP Growth Rate (%),0.1999999999999999,Low Income Developing Countries,Emerging and Developing Asia
KNA,2021.0,0.97,Emerging Market Economies,Latin America and the Caribbean
KNA,2022.0,1.07,Emerging Market Economies,Latin America and the Caribbean
KNA,2023.0,1.12,Emerging Market Economies,Latin America and the Caribbean
