"","income_group","region","decile","value"
"864","Advanced Economies","Advanced Economies","6",0.996781
"865","Emerging Market Economies","Latin America and the Caribbean","6",0
"866","Low Income Developing Countries","Sub-Sahara Africa","6",0.701654
"867","Low Income Developing Countries","Emerging and Developing Asia","6",0.071887
"868","Emerging Market Economies","Latin America and the Caribbean","6",0.737932
"869","Emerging Market Economies","Emerging and Developing Europe","6",0.377198
"870","Emerging Market Economies","Sub-Sahara Africa","6",0.187006
"871","Emerging Market Economies","Latin America and the Caribbean","6",7.999117
"872","Emerging Market Economies","Emerging and Developing Asia","6",0.01988
"873","Emerging Market Economies","Emerging and Developing Europe","6",0.315482
"874","Low Income Developing Countries","Sub-Sahara Africa","6",2.03426
"875","Low Income Developing Countries","Sub-Sahara Africa","6",0.957586
"876","Emerging Market Economies","Sub-Sahara Africa","6",0.016309
"877","Low Income Developing Countries","Emerging and Developing Asia","6",1.746796
"878","Low Income Developing Countries","Sub-Sahara Africa","6",2.070241
"879","Advanced Economies","Advanced Economies","6",0.849416
"880","Low Income Developing Countries","Sub-Sahara Africa","6",1.916914
"881","Emerging Market Economies","Latin America and the Caribbean","6",0.432855
"882","Emerging Market Economies","Emerging and Developing Asia","6",117.704769
"883","Emerging Market Economies","Latin America and the Caribbean","6",2.124155
"884","Low Income Developing Countries","Sub-Sahara Africa","6",16.960582
"885","Low Income Developing Countries","Sub-Sahara Africa","6",0.154691
"886","Emerging Market Economies","Latin America and the Caribbean","6",0.392963
"887","Low Income Developing Countries","Sub-Sahara Africa","6",2.281748
"888","Emerging Market Economies","Emerging and Developing Europe","6",0.179954
"889","Advanced Economies","Advanced Economies","6",0.345447
"890","Advanced Economies","Advanced Economies","6",1.284103
"891","Advanced Economies","Advanced Economies","6",0.51199
"892","Low Income Developing Countries","Middle East, North Africa, Afghanistan, and Pakistan","6",0.036726
"893","Emerging Market Economies","Latin America and the Caribbean","6",0.006673
"894","Emerging Market Economies","Latin America and the Caribbean","6",0.485331
"895","Emerging Market Economies","Latin America and the Caribbean","6",1.112231
"896","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","6",14.299825
"897","Emerging Market Economies","Latin America and the Caribbean","6",0.382475
"898","Advanced Economies","Advanced Economies","6",0.045745
"899","Emerging Market Economies","Sub-Sahara Africa","6",0.080025
"900","Low Income Developing Countries","Sub-Sahara Africa","6",9.2288
"901","Emerging Market Economies","Emerging and Developing Asia","6",0.017985
"902","Advanced Economies","Advanced Economies","6",0.41137
"903","Advanced Economies","Advanced Economies","6",4.360707
"904","Emerging Market Economies","Sub-Sahara Africa","6",0.154581
"905","Low Income Developing Countries","Sub-Sahara Africa","6",0.104945
"906","Emerging Market Economies","Caucasus and Central Asia","6",0.214618
"907","Advanced Economies","Advanced Economies","6",6.663829
"908","Low Income Developing Countries","Sub-Sahara Africa","6",2.369462
"909","Advanced Economies","Advanced Economies","6",0.181013
"910","Emerging Market Economies","Latin America and the Caribbean","6",0.010086
"911","Emerging Market Economies","Latin America and the Caribbean","6",1.593439
"912","Low Income Developing Countries","Sub-Sahara Africa","6",0.844269
"913","Emerging Market Economies","Latin America and the Caribbean","6",0.042132
"914","Low Income Developing Countries","Latin America and the Caribbean","6",0.577716
"915","Low Income Developing Countries","Latin America and the Caribbean","6",0.437675
"916","Advanced Economies","Advanced Economies","6",1.352909
"917","Emerging Market Economies","Emerging and Developing Europe","6",0.599162
"918","Advanced Economies","Advanced Economies","6",0.005219
"919","Emerging Market Economies","Emerging and Developing Asia","6",122.343806
"920","Emerging Market Economies","Emerging and Developing Asia","6",17.449083
"921","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","6",4.541923
"922","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","6",3.238881
"923","Advanced Economies","Advanced Economies","6",0.194915
"924","Advanced Economies","Advanced Economies","6",1.01286
"925","Advanced Economies","Advanced Economies","6",3.903582
"926","Emerging Market Economies","Latin America and the Caribbean","6",0.110731
"927","Advanced Economies","Advanced Economies","6",6.568194
"928","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","6",0.362521
"929","Emerging Market Economies","Caucasus and Central Asia","6",0.622187
"930","Low Income Developing Countries","Sub-Sahara Africa","6",4.96597
"931","Advanced Economies","Advanced Economies","6",4.535722
"932","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","6",0
"933","Low Income Developing Countries","Caucasus and Central Asia","6",0.27587
"934","Low Income Developing Countries","Emerging and Developing Asia","6",0.674921
"935","Advanced Economies","Advanced Economies","6",0.090441
"936","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","6",0.412746
"937","Low Income Developing Countries","Sub-Sahara Africa","6",0.157424
"938","Low Income Developing Countries","Sub-Sahara Africa","6",0.234098
"939","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","6",0.444795
"940","Advanced Economies","Advanced Economies","6",0.156014
"941","Advanced Economies","Advanced Economies","6",0.031406
"942","Low Income Developing Countries","Sub-Sahara Africa","6",1.854823
"943","Low Income Developing Countries","Sub-Sahara Africa","6",2.11979
"944","Emerging Market Economies","Emerging and Developing Asia","6",2.16247
"945","Low Income Developing Countries","Sub-Sahara Africa","6",1.268949
"946","Advanced Economies","Advanced Economies","6",0.055288
"947","Emerging Market Economies","Sub-Sahara Africa","6",0.090369
"948","Emerging Market Economies","Latin America and the Caribbean","6",8.636581
"949","Low Income Developing Countries","Emerging and Developing Europe","6",0.279421
"950","Emerging Market Economies","Emerging and Developing Asia","6",0.077865
"951","Emerging Market Economies","Emerging and Developing Europe","6",0.103157
"952","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","6",2.521327
"953","Low Income Developing Countries","Sub-Sahara Africa","6",2.205291
"954","Low Income Developing Countries","Emerging and Developing Asia","6",2.288856
"955","Emerging Market Economies","Sub-Sahara Africa","6",0.238012
"956","Low Income Developing Countries","Emerging and Developing Asia","6",1.551561
"957","Advanced Economies","Advanced Economies","6",1.12829
"958","Advanced Economies","Advanced Economies","6",0.226976
"959","Low Income Developing Countries","Latin America and the Caribbean","6",0.465253
"960","Low Income Developing Countries","Sub-Sahara Africa","6",1.642625
"961","Low Income Developing Countries","Sub-Sahara Africa","6",20.388551
"962","Advanced Economies","Advanced Economies","6",0.166198
"963","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","6",0.315287
"964","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","6",19.955883
"965","Emerging Market Economies","Latin America and the Caribbean","6",0.145582
"966","Low Income Developing Countries","Emerging and Developing Asia","6",0.860485
"967","Emerging Market Economies","Latin America and the Caribbean","6",0.691112
"968","Emerging Market Economies","Latin America and the Caribbean","6",1.499763
"969","Emerging Market Economies","Emerging and Developing Asia","6",6.393435
"970","Emerging Market Economies","Emerging and Developing Europe","6",3.252422
"971","Advanced Economies","Advanced Economies","6",0.486457
"972","Advanced Economies","Advanced Economies","6",0.275248
"973","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","6",0.112857
"974","Emerging Market Economies","Emerging and Developing Europe","6",0.92074
"975","Emerging Market Economies","Emerging and Developing Europe","6",6.256675
"976","Low Income Developing Countries","Sub-Sahara Africa","6",1.161011
"977","Emerging Market Economies","Emerging and Developing Asia","6",0.0137
"978","Advanced Economies","Advanced Economies","6",0.003158
"979","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","6",8.123399
"980","Low Income Developing Countries","Sub-Sahara Africa","6",1.333329
"981","Emerging Market Economies","Emerging and Developing Europe","6",0.381683
"982","Emerging Market Economies","Sub-Sahara Africa","6",0.00567
"983","Low Income Developing Countries","Sub-Sahara Africa","6",0.582856
"984","Advanced Economies","Advanced Economies","6",0.719475
"985","Advanced Economies","Advanced Economies","6",0.630599
"986","Advanced Economies","Advanced Economies","6",0.156383
"987","Low Income Developing Countries","Emerging and Developing Asia","6",0.04977
"988","Low Income Developing Countries","Middle East, North Africa, Afghanistan, and Pakistan","6",0.794878
"989","Emerging Market Economies","Sub-Sahara Africa","6",3.736713
"990","Low Income Developing Countries","Sub-Sahara Africa","6",1.377576
"991","Advanced Economies","Advanced Economies","6",4.065493
"992","Emerging Market Economies","Emerging and Developing Asia","6",2.011104
"993","Low Income Developing Countries","Middle East, North Africa, Afghanistan, and Pakistan","6",3.618505
"994","Emerging Market Economies","Latin America and the Caribbean","6",0.042045
"995","Advanced Economies","Advanced Economies","6",0.46364
"996","Advanced Economies","Advanced Economies","6",0.577864
"997","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","6",1.217078
"998","Advanced Economies","Advanced Economies","6",1.119401
"999","Low Income Developing Countries","Caucasus and Central Asia","6",0.643891
"1000","Low Income Developing Countries","Sub-Sahara Africa","6",5.535622
"1001","Emerging Market Economies","Emerging and Developing Asia","6",4.588616
"1002","Low Income Developing Countries","Emerging and Developing Asia","6",0.109796
"1003","Low Income Developing Countries","Sub-Sahara Africa","6",0.890843
"1004","Emerging Market Economies","Emerging and Developing Asia","6",0.004495
"1005","Emerging Market Economies","Latin America and the Caribbean","6",0.308746
"1006","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","6",1.049265
"1007","Emerging Market Economies","Emerging and Developing Europe","6",2.621928
"1008","Emerging Market Economies","Caucasus and Central Asia","6",0
"1009","Low Income Developing Countries","Sub-Sahara Africa","6",4.535856
"1010","Emerging Market Economies","Emerging and Developing Europe","6",2.491777
"1011","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","6",1.424241
"1012","Advanced Economies","Advanced Economies","6",5.40987
"1013","Advanced Economies","Advanced Economies","6",8.70615
"1014","Emerging Market Economies","Latin America and the Caribbean","6",0.036245
"1015","Low Income Developing Countries","Caucasus and Central Asia","6",2.192457
"1016","Emerging Market Economies","Emerging and Developing Asia","6",0.031336
"1017","Emerging Market Economies","Latin America and the Caribbean","6",2.209191
"1018","Low Income Developing Countries","Emerging and Developing Asia","6",8.90032
"1019","Low Income Developing Countries","Sub-Sahara Africa","6",1.427615
"1020","Low Income Developing Countries","Sub-Sahara Africa","6",1.238236
"1021","Low Income Developing Countries","Middle East, North Africa, Afghanistan, and Pakistan","7",2.528815
"1022","Emerging Market Economies","Emerging and Developing Europe","7",0.103038
"1023","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","7",2.128004
"1024","Emerging Market Economies","Sub-Sahara Africa","7",0.951178
"1025","Emerging Market Economies","Latin America and the Caribbean","7",1.030368
"1026","Emerging Market Economies","Caucasus and Central Asia","7",0.129528
"1027","Advanced Economies","Advanced Economies","7",0.393569
"1028","Advanced Economies","Advanced Economies","7",0.353675
"1029","Emerging Market Economies","Caucasus and Central Asia","7",0.819584
"1030","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","7",0
"1031","Low Income Developing Countries","Emerging and Developing Asia","7",13.303923
"1032","Emerging Market Economies","Latin America and the Caribbean","7",0.010627
"1033","Emerging Market Economies","Emerging and Developing Europe","7",0.210193
"1034","Advanced Economies","Advanced Economies","7",0.381139
"1035","Emerging Market Economies","Latin America and the Caribbean","7",0.098797
"1036","Low Income Developing Countries","Sub-Sahara Africa","7",1.37038
"1037","Low Income Developing Countries","Emerging and Developing Asia","7",0.057771
"1038","Emerging Market Economies","Latin America and the Caribbean","7",0.464622
"1039","Emerging Market Economies","Emerging and Developing Europe","7",0.522383
"1040","Emerging Market Economies","Sub-Sahara Africa","7",0.379956
"1041","Emerging Market Economies","Latin America and the Caribbean","7",6.721339
"1042","Emerging Market Economies","Emerging and Developing Asia","7",0.009937
"1043","Emerging Market Economies","Emerging and Developing Europe","7",0.227701
"1044","Low Income Developing Countries","Sub-Sahara Africa","7",1.425054
"1045","Low Income Developing Countries","Sub-Sahara Africa","7",1.174241
"1046","Emerging Market Economies","Sub-Sahara Africa","7",0.014111
"1047","Low Income Developing Countries","Emerging and Developing Asia","7",1.797472
"1048","Low Income Developing Countries","Sub-Sahara Africa","7",1.412892
"1049","Advanced Economies","Advanced Economies","7",0.780262
"1050","Low Income Developing Countries","Sub-Sahara Africa","7",1.526642
"1051","Emerging Market Economies","Latin America and the Caribbean","7",1.023802
"1052","Emerging Market Economies","Emerging and Developing Asia","7",82.067139
"1053","Emerging Market Economies","Latin America and the Caribbean","7",2.315208
"1054","Low Income Developing Countries","Sub-Sahara Africa","7",14.135778
"1055","Low Income Developing Countries","Sub-Sahara Africa","7",0.111903
"1056","Emerging Market Economies","Latin America and the Caribbean","7",0.576014
"1057","Low Income Developing Countries","Sub-Sahara Africa","7",1.578371
"1058","Emerging Market Economies","Emerging and Developing Europe","7",0.16818
"1059","Advanced Economies","Advanced Economies","7",0
"1060","Advanced Economies","Advanced Economies","7",0.981499
"1061","Advanced Economies","Advanced Economies","7",0.540542
"1062","Low Income Developing Countries","Middle East, North Africa, Afghanistan, and Pakistan","7",0.033213
"1063","Emerging Market Economies","Latin America and the Caribbean","7",0.008035
"1064","Emerging Market Economies","Latin America and the Caribbean","7",0.50238
"1065","Emerging Market Economies","Latin America and the Caribbean","7",0.628637
"1066","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","7",9.635855
"1067","Emerging Market Economies","Latin America and the Caribbean","7",0.307726
"1068","Advanced Economies","Advanced Economies","7",0.022552
"1069","Emerging Market Economies","Sub-Sahara Africa","7",0.138091
"1070","Low Income Developing Countries","Sub-Sahara Africa","7",8.565988
"1071","Emerging Market Economies","Emerging and Developing Asia","7",0.026449
"1072","Advanced Economies","Advanced Economies","7",0.268237
"1073","Advanced Economies","Advanced Economies","7",4.19256
"1074","Emerging Market Economies","Sub-Sahara Africa","7",0.082469
"1075","Low Income Developing Countries","Sub-Sahara Africa","7",0.117708
"1076","Emerging Market Economies","Caucasus and Central Asia","7",0.129391
"1077","Advanced Economies","Advanced Economies","7",5.881361
"1078","Low Income Developing Countries","Sub-Sahara Africa","7",2.115903
"1079","Advanced Economies","Advanced Economies","7",0.934274
"1080","Emerging Market Economies","Latin America and the Caribbean","7",0.006697
"1081","Emerging Market Economies","Latin America and the Caribbean","7",1.589539
"1082","Low Income Developing Countries","Sub-Sahara Africa","7",1.16038
"1083","Emerging Market Economies","Latin America and the Caribbean","7",0.047748
"1084","Low Income Developing Countries","Latin America and the Caribbean","7",1.541244
"1085","Low Income Developing Countries","Latin America and the Caribbean","7",0.668229
"1086","Advanced Economies","Advanced Economies","7",0.457126
"1087","Emerging Market Economies","Emerging and Developing Europe","7",0.438188
"1088","Advanced Economies","Advanced Economies","7",0.005341
"1089","Emerging Market Economies","Emerging and Developing Asia","7",113.138645
"1090","Emerging Market Economies","Emerging and Developing Asia","7",15.171767
"1091","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","7",4.44336
"1092","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","7",1.94008
"1093","Advanced Economies","Advanced Economies","7",0.430108
"1094","Advanced Economies","Advanced Economies","7",1.50785
"1095","Advanced Economies","Advanced Economies","7",3.932796
"1096","Emerging Market Economies","Latin America and the Caribbean","7",0.238784
"1097","Advanced Economies","Advanced Economies","7",4.542961
"1098","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","7",0.243295
"1099","Emerging Market Economies","Caucasus and Central Asia","7",0.647769
"1100","Low Income Developing Countries","Sub-Sahara Africa","7",5.061841
"1101","Advanced Economies","Advanced Economies","7",1.641713
"1102","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","7",1.084946
"1103","Low Income Developing Countries","Caucasus and Central Asia","7",0.41706
"1104","Low Income Developing Countries","Emerging and Developing Asia","7",0.688171
"1105","Advanced Economies","Advanced Economies","7",0.139729
"1106","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","7",0.223991
"1107","Low Income Developing Countries","Sub-Sahara Africa","7",0.118975
"1108","Low Income Developing Countries","Sub-Sahara Africa","7",0.224447
"1109","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","7",0.365553
"1110","Advanced Economies","Advanced Economies","7",0.105603
"1111","Advanced Economies","Advanced Economies","7",0.0176
"1112","Low Income Developing Countries","Sub-Sahara Africa","7",1.860869
"1113","Low Income Developing Countries","Sub-Sahara Africa","7",2.059949
"1114","Emerging Market Economies","Emerging and Developing Asia","7",1.402762
"1115","Low Income Developing Countries","Sub-Sahara Africa","7",1.670669
"1116","Advanced Economies","Advanced Economies","7",0.024823
"1117","Emerging Market Economies","Sub-Sahara Africa","7",0.042599
"1118","Emerging Market Economies","Latin America and the Caribbean","7",5.843219
"1119","Low Income Developing Countries","Emerging and Developing Europe","7",0.210425
"1120","Emerging Market Economies","Emerging and Developing Asia","7",0.068576
"1121","Emerging Market Economies","Emerging and Developing Europe","7",0.019666
"1122","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","7",3.817723
"1123","Low Income Developing Countries","Sub-Sahara Africa","7",1.815187
"1124","Low Income Developing Countries","Emerging and Developing Asia","7",3.906955
"1125","Emerging Market Economies","Sub-Sahara Africa","7",0.227402
"1126","Low Income Developing Countries","Emerging and Developing Asia","7",4.14676
"1127","Advanced Economies","Advanced Economies","7",0.964356
"1128","Advanced Economies","Advanced Economies","7",0.143606
"1129","Low Income Developing Countries","Latin America and the Caribbean","7",0.500967
"1130","Low Income Developing Countries","Sub-Sahara Africa","7",2.610604
"1131","Low Income Developing Countries","Sub-Sahara Africa","7",21.792318
"1132","Advanced Economies","Advanced Economies","7",0.122711
"1133","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","7",0.326572
"1134","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","7",18.44293
"1135","Emerging Market Economies","Latin America and the Caribbean","7",0.11133
"1136","Low Income Developing Countries","Emerging and Developing Asia","7",0.641436
"1137","Emerging Market Economies","Latin America and the Caribbean","7",0.382562
"1138","Emerging Market Economies","Latin America and the Caribbean","7",1.472516
"1139","Emerging Market Economies","Emerging and Developing Asia","7",6.086602
"1140","Emerging Market Economies","Emerging and Developing Europe","7",2.916948
"1141","Advanced Economies","Advanced Economies","7",0.391571
"1142","Advanced Economies","Advanced Economies","7",0.301611
"1143","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","7",1.88543
"1144","Emerging Market Economies","Emerging and Developing Europe","7",0.886312
"1145","Emerging Market Economies","Emerging and Developing Europe","7",5.543979
"1146","Low Income Developing Countries","Sub-Sahara Africa","7",1.636077
"1147","Emerging Market Economies","Emerging and Developing Asia","7",0.007831
"1148","Advanced Economies","Advanced Economies","7",0.002773
"1149","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","7",0.786376
"1150","Low Income Developing Countries","Sub-Sahara Africa","7",1.153157
"1151","Emerging Market Economies","Emerging and Developing Europe","7",0.345373
"1152","Emerging Market Economies","Sub-Sahara Africa","7",0.010518
"1153","Low Income Developing Countries","Sub-Sahara Africa","7",0.972844
"1154","Advanced Economies","Advanced Economies","7",0
"1155","Advanced Economies","Advanced Economies","7",0.451925
"1156","Advanced Economies","Advanced Economies","7",0.116173
"1157","Low Income Developing Countries","Emerging and Developing Asia","7",0.038399
"1158","Low Income Developing Countries","Middle East, North Africa, Afghanistan, and Pakistan","7",0.814649
"1159","Emerging Market Economies","Sub-Sahara Africa","7",4.148416
"1160","Low Income Developing Countries","Sub-Sahara Africa","7",1.244001
"1161","Advanced Economies","Advanced Economies","7",2.398371
"1162","Emerging Market Economies","Emerging and Developing Asia","7",1.461052
"1163","Low Income Developing Countries","Middle East, North Africa, Afghanistan, and Pakistan","7",2.469049
"1164","Emerging Market Economies","Latin America and the Caribbean","7",0.04961
"1165","Advanced Economies","Advanced Economies","7",0.492483
"1166","Advanced Economies","Advanced Economies","7",0.500941
"1167","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","7",2.122471
"1168","Advanced Economies","Advanced Economies","7",0.581501
"1169","Low Income Developing Countries","Caucasus and Central Asia","7",0.7543
"1170","Low Income Developing Countries","Sub-Sahara Africa","7",5.755557
"1171","Emerging Market Economies","Emerging and Developing Asia","7",4.812095
"1172","Low Income Developing Countries","Emerging and Developing Asia","7",0.080803
"1173","Low Income Developing Countries","Sub-Sahara Africa","7",0.318824
"1174","Emerging Market Economies","Emerging and Developing Asia","7",0
"1175","Emerging Market Economies","Latin America and the Caribbean","7",0.190727
"1176","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","7",0.989816
"1177","Emerging Market Economies","Emerging and Developing Europe","7",1.921608
"1178","Emerging Market Economies","Caucasus and Central Asia","7",1.956916
"1179","Low Income Developing Countries","Sub-Sahara Africa","7",4.221592
"1180","Emerging Market Economies","Emerging and Developing Europe","7",2.145497
"1181","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","7",0.134327
"1182","Advanced Economies","Advanced Economies","7",6.261995
"1183","Advanced Economies","Advanced Economies","7",6.758661
"1184","Emerging Market Economies","Latin America and the Caribbean","7",0.017812
"1185","Low Income Developing Countries","Caucasus and Central Asia","7",3.385154
"1186","Emerging Market Economies","Emerging and Developing Asia","7",0.016579
"1187","Emerging Market Economies","Latin America and the Caribbean","7",1.609505
"1188","Low Income Developing Countries","Emerging and Developing Asia","7",7.990385
"1189","Low Income Developing Countries","Sub-Sahara Africa","7",1.577284
"1190","Low Income Developing Countries","Sub-Sahara Africa","7",0.930529
"1191","Low Income Developing Countries","Middle East, North Africa, Afghanistan, and Pakistan","8",2.18666
"1192","Emerging Market Economies","Emerging and Developing Europe","8",0.081767
"1193","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","8",1.763772
"1194","Emerging Market Economies","Sub-Sahara Africa","8",0.746529
"1195","Emerging Market Economies","Latin America and the Caribbean","8",1.180028
"1196","Emerging Market Economies","Caucasus and Central Asia","8",0.110057
"1197","Advanced Economies","Advanced Economies","8",0.236527
"1198","Advanced Economies","Advanced Economies","8",0.377525
"1199","Emerging Market Economies","Caucasus and Central Asia","8",0.672328
"1200","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","8",0.449411
"1201","Low Income Developing Countries","Emerging and Developing Asia","8",13.371435
"1202","Emerging Market Economies","Latin America and the Caribbean","8",0.009142
"1203","Emerging Market Economies","Emerging and Developing Europe","8",0.222546
"1204","Advanced Economies","Advanced Economies","8",0.378695
"1205","Emerging Market Economies","Latin America and the Caribbean","8",0
"1206","Low Income Developing Countries","Sub-Sahara Africa","8",1.398367
"1207","Low Income Developing Countries","Emerging and Developing Asia","8",0.049076
"1208","Emerging Market Economies","Latin America and the Caribbean","8",0.432711
"1209","Emerging Market Economies","Emerging and Developing Europe","8",0.237766
"1210","Emerging Market Economies","Sub-Sahara Africa","8",0.200897
"1211","Emerging Market Economies","Latin America and the Caribbean","8",5.864607
"1212","Emerging Market Economies","Emerging and Developing Asia","8",0.005298
"1213","Emerging Market Economies","Emerging and Developing Europe","8",0.187828
"1214","Low Income Developing Countries","Sub-Sahara Africa","8",1.70437
"1215","Low Income Developing Countries","Sub-Sahara Africa","8",0.877354
"1216","Emerging Market Economies","Sub-Sahara Africa","8",0.010136
"1217","Low Income Developing Countries","Emerging and Developing Asia","8",1.410596
"1218","Low Income Developing Countries","Sub-Sahara Africa","8",1.721255
"1219","Advanced Economies","Advanced Economies","8",0.776556
"1220","Low Income Developing Countries","Sub-Sahara Africa","8",1.405231
"1221","Emerging Market Economies","Latin America and the Caribbean","8",1.11784
"1222","Emerging Market Economies","Emerging and Developing Asia","8",67.306422
"1223","Emerging Market Economies","Latin America and the Caribbean","8",1.872692
"1224","Low Income Developing Countries","Sub-Sahara Africa","8",9.53338
"1225","Low Income Developing Countries","Sub-Sahara Africa","8",0.165314
"1226","Emerging Market Economies","Latin America and the Caribbean","8",0.429932
"1227","Low Income Developing Countries","Sub-Sahara Africa","8",1.31354
"1228","Emerging Market Economies","Emerging and Developing Europe","8",0.15568
"1229","Advanced Economies","Advanced Economies","8",0.158721
"1230","Advanced Economies","Advanced Economies","8",0.855444
"1231","Advanced Economies","Advanced Economies","8",0.423664
"1232","Low Income Developing Countries","Middle East, North Africa, Afghanistan, and Pakistan","8",0.052391
"1233","Emerging Market Economies","Latin America and the Caribbean","8",0.005261
"1234","Emerging Market Economies","Latin America and the Caribbean","8",0.29341
"1235","Emerging Market Economies","Latin America and the Caribbean","8",0.490292
"1236","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","8",5.629749
"1237","Emerging Market Economies","Latin America and the Caribbean","8",0.340918
"1238","Advanced Economies","Advanced Economies","8",0.024066
"1239","Emerging Market Economies","Sub-Sahara Africa","8",0.111941
"1240","Low Income Developing Countries","Sub-Sahara Africa","8",5.429523
"1241","Emerging Market Economies","Emerging and Developing Asia","8",0.020819
"1242","Advanced Economies","Advanced Economies","8",0.668804
"1243","Advanced Economies","Advanced Economies","8",2.905189
"1244","Emerging Market Economies","Sub-Sahara Africa","8",0.078372
"1245","Low Income Developing Countries","Sub-Sahara Africa","8",0.060435
"1246","Emerging Market Economies","Caucasus and Central Asia","8",0.145944
"1247","Advanced Economies","Advanced Economies","8",5.294231
"1248","Low Income Developing Countries","Sub-Sahara Africa","8",2.162205
"1249","Advanced Economies","Advanced Economies","8",0.541494
"1250","Emerging Market Economies","Latin America and the Caribbean","8",0
"1251","Emerging Market Economies","Latin America and the Caribbean","8",1.455767
"1252","Low Income Developing Countries","Sub-Sahara Africa","8",1.089309
"1253","Emerging Market Economies","Latin America and the Caribbean","8",0.036519
"1254","Low Income Developing Countries","Latin America and the Caribbean","8",0.959584
"1255","Low Income Developing Countries","Latin America and the Caribbean","8",0.434368
"1256","Advanced Economies","Advanced Economies","8",0.480537
"1257","Emerging Market Economies","Emerging and Developing Europe","8",0.437944
"1258","Advanced Economies","Advanced Economies","8",0.004072
"1259","Emerging Market Economies","Emerging and Developing Asia","8",115.857147
"1260","Emerging Market Economies","Emerging and Developing Asia","8",13.447414
"1261","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","8",4.729391
"1262","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","8",1.696424
"1263","Advanced Economies","Advanced Economies","8",0.260451
"1264","Advanced Economies","Advanced Economies","8",0
"1265","Advanced Economies","Advanced Economies","8",5.141989
"1266","Emerging Market Economies","Latin America and the Caribbean","8",0.15302
"1267","Advanced Economies","Advanced Economies","8",3.140557
"1268","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","8",0.235455
"1269","Emerging Market Economies","Caucasus and Central Asia","8",0.506399
"1270","Low Income Developing Countries","Sub-Sahara Africa","8",6.161664
"1271","Advanced Economies","Advanced Economies","8",1.129179
"1272","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","8",0
"1273","Low Income Developing Countries","Caucasus and Central Asia","8",0.201954
"1274","Low Income Developing Countries","Emerging and Developing Asia","8",0.370962
"1275","Advanced Economies","Advanced Economies","8",0.073869
"1276","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","8",0.729352
"1277","Low Income Developing Countries","Sub-Sahara Africa","8",0.068052
"1278","Low Income Developing Countries","Sub-Sahara Africa","8",0.297999
"1279","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","8",0.344429
"1280","Advanced Economies","Advanced Economies","8",0.109818
"1281","Advanced Economies","Advanced Economies","8",0.018837
"1282","Low Income Developing Countries","Sub-Sahara Africa","8",2.435083
"1283","Low Income Developing Countries","Sub-Sahara Africa","8",1.612755
"1284","Emerging Market Economies","Emerging and Developing Asia","8",1.414174
"1285","Low Income Developing Countries","Sub-Sahara Africa","8",1.735601
"1286","Advanced Economies","Advanced Economies","8",0.041358
"1287","Emerging Market Economies","Sub-Sahara Africa","8",0.084698
