"","ISO3","income_group","region","decile","pop"
"800","POL","Emerging Market Economies","Emerging and Developing Europe","5",3556646
"801","PRT","Advanced Economies","Advanced Economies","5",534344
"802","PRI","Advanced Economies","Advanced Economies","5",295181
"803","QAT","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","5",0
"804","ROU","Emerging Market Economies","Emerging and Developing Europe","5",979959
"805","RUS","Emerging Market Economies","Emerging and Developing Europe","5",8996398
"806","RWA","Low Income Developing Countries","Sub-Sahara Africa","5",1165361
"807","WSM","Emerging Market Economies","Emerging and Developing Asia","5",11544
"808","SMR","Advanced Economies","Advanced Economies","5",0
"809","SAU","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","5",9768954
"810","SEN","Low Income Developing Countries","Sub-Sahara Africa","5",813449
"811","SRB","Emerging Market Economies","Emerging and Developing Europe","5",461153
"812","SYC","Emerging Market Economies","Sub-Sahara Africa","5",10100
"813","SLE","Low Income Developing Countries","Sub-Sahara Africa","5",397531
"814","SGP","Advanced Economies","Advanced Economies","5",0
"815","SVK","Advanced Economies","Advanced Economies","5",591304
"816","SVN","Advanced Economies","Advanced Economies","5",177949
"817","SLB","Low Income Developing Countries","Emerging and Developing Asia","5",49748
"818","SOM","Low Income Developing Countries","Middle East, North Africa, Afghanistan, and Pakistan","5",617500
"819","ZAF","Emerging Market Economies","Sub-Sahara Africa","5",5169484
"820","SSD","Low Income Developing Countries","Sub-Sahara Africa","5",1056700
"821","ESP","Advanced Economies","Advanced Economies","5",3508214
"822","LKA","Emerging Market Economies","Emerging and Developing Asia","5",2266978
"823","SDN","Low Income Developing Countries","Middle East, North Africa, Afghanistan, and Pakistan","5",5693331
"824","SUR","Emerging Market Economies","Latin America and the Caribbean","5",52086
"825","SWE","Advanced Economies","Advanced Economies","5",727373
"826","CHE","Advanced Economies","Advanced Economies","5",663695
"827","SYR","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","5",2721759
"828","TWN","Advanced Economies","Advanced Economies","5",1779621
"829","TJK","Low Income Developing Countries","Caucasus and Central Asia","5",918067
"830","TZA","Low Income Developing Countries","Sub-Sahara Africa","5",6369746
"831","THA","Emerging Market Economies","Emerging and Developing Asia","5",5696243
"832","TLS","Low Income Developing Countries","Emerging and Developing Asia","5",112157
"833","TGO","Low Income Developing Countries","Sub-Sahara Africa","5",820200
"834","TON","Emerging Market Economies","Emerging and Developing Asia","5",0
"835","TTO","Emerging Market Economies","Latin America and the Caribbean","5",18788
"836","TUN","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","5",1124436
"837","TUR","Emerging Market Economies","Emerging and Developing Europe","5",3538409
"838","TKM","Emerging Market Economies","Caucasus and Central Asia","5",2173298
"839","UGA","Low Income Developing Countries","Sub-Sahara Africa","5",4366567
"840","UKR","Emerging Market Economies","Emerging and Developing Europe","5",3167791
"841","ARE","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","5",1153916
"842","GBR","Advanced Economies","Advanced Economies","5",6494716
"843","USA","Advanced Economies","Advanced Economies","5",11930316
"844","URY","Emerging Market Economies","Latin America and the Caribbean","5",50478
"845","UZB","Low Income Developing Countries","Caucasus and Central Asia","5",3191101
"846","VUT","Emerging Market Economies","Emerging and Developing Asia","5",19222
"847","VEN","Emerging Market Economies","Latin America and the Caribbean","5",1731379
"848","VNM","Low Income Developing Countries","Emerging and Developing Asia","5",9824995
"849","ZMB","Low Income Developing Countries","Sub-Sahara Africa","5",1073205
"850","ZWE","Low Income Developing Countries","Sub-Sahara Africa","5",1303726
"851","AFG","Low Income Developing Countries","Middle East, North Africa, Afghanistan, and Pakistan","6",2500780
"852","ALB","Emerging Market Economies","Emerging and Developing Europe","6",133861
"853","DZA","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","6",2055684
"854","AGO","Emerging Market Economies","Sub-Sahara Africa","6",1251701
"855","ARG","Emerging Market Economies","Latin America and the Caribbean","6",1783205
"856","ARM","Emerging Market Economies","Caucasus and Central Asia","6",191189
"857","AUS","Advanced Economies","Advanced Economies","6",613888
"858","AUT","Advanced Economies","Advanced Economies","6",443499
"859","AZE","Emerging Market Economies","Caucasus and Central Asia","6",764422
"860","BHR","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","6",614354
"861","BGD","Low Income Developing Countries","Emerging and Developing Asia","6",16895611
"862","BRB","Emerging Market Economies","Latin America and the Caribbean","6",20466
"863","BLR","Emerging Market Economies","Emerging and Developing Europe","6",293268
"864","BEL","Advanced Economies","Advanced Economies","6",996781
"865","BLZ","Emerging Market Economies","Latin America and the Caribbean","6",0
"866","BEN","Low Income Developing Countries","Sub-Sahara Africa","6",701654
"867","BTN","Low Income Developing Countries","Emerging and Developing Asia","6",71887
"868","BOL","Emerging Market Economies","Latin America and the Caribbean","6",737932
"869","BIH","Emerging Market Economies","Emerging and Developing Europe","6",377198
"870","BWA","Emerging Market Economies","Sub-Sahara Africa","6",187006
"871","BRA","Emerging Market Economies","Latin America and the Caribbean","6",7999117
"872","BRN","Emerging Market Economies","Emerging and Developing Asia","6",19880
"873","BGR","Emerging Market Economies","Emerging and Developing Europe","6",315482
"874","BFA","Low Income Developing Countries","Sub-Sahara Africa","6",2034260
"875","BDI","Low Income Developing Countries","Sub-Sahara Africa","6",957586
"876","CPV","Emerging Market Economies","Sub-Sahara Africa","6",16309
"877","KHM","Low Income Developing Countries","Emerging and Developing Asia","6",1746796
"878","CMR","Low Income Developing Countries","Sub-Sahara Africa","6",2070241
"879","CAN","Advanced Economies","Advanced Economies","6",849416
"880","TCD","Low Income Developing Countries","Sub-Sahara Africa","6",1916914
"881","CHL","Emerging Market Economies","Latin America and the Caribbean","6",432855
"882","CHN","Emerging Market Economies","Emerging and Developing Asia","6",117704769
"883","COL","Emerging Market Economies","Latin America and the Caribbean","6",2124155
"884","COD","Low Income Developing Countries","Sub-Sahara Africa","6",16960582
"885","COG","Low Income Developing Countries","Sub-Sahara Africa","6",154691
"886","CRI","Emerging Market Economies","Latin America and the Caribbean","6",392963
"887","CIV","Low Income Developing Countries","Sub-Sahara Africa","6",2281748
"888","HRV","Emerging Market Economies","Emerging and Developing Europe","6",179954
"889","CYP","Advanced Economies","Advanced Economies","6",345447
"890","CZE","Advanced Economies","Advanced Economies","6",1284103
"891","DNK","Advanced Economies","Advanced Economies","6",511990
"892","DJI","Low Income Developing Countries","Middle East, North Africa, Afghanistan, and Pakistan","6",36726
"893","DMA","Emerging Market Economies","Latin America and the Caribbean","6",6673
"894","DOM","Emerging Market Economies","Latin America and the Caribbean","6",485331
"895","ECU","Emerging Market Economies","Latin America and the Caribbean","6",1112231
"896","EGY","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","6",14299825
"897","SLV","Emerging Market Economies","Latin America and the Caribbean","6",382475
"898","EST","Advanced Economies","Advanced Economies","6",45745
"899","SWZ","Emerging Market Economies","Sub-Sahara Africa","6",80025
"900","ETH","Low Income Developing Countries","Sub-Sahara Africa","6",9228800
"901","FJI","Emerging Market Economies","Emerging and Developing Asia","6",17985
"902","FIN","Advanced Economies","Advanced Economies","6",411370
"903","FRA","Advanced Economies","Advanced Economies","6",4360707
"904","GAB","Emerging Market Economies","Sub-Sahara Africa","6",154581
"905","GMB","Low Income Developing Countries","Sub-Sahara Africa","6",104945
"906","GEO","Emerging Market Economies","Caucasus and Central Asia","6",214618
"907","DEU","Advanced Economies","Advanced Economies","6",6663829
"908","GHA","Low Income Developing Countries","Sub-Sahara Africa","6",2369462
"909","GRC","Advanced Economies","Advanced Economies","6",181013
"910","GRD","Emerging Market Economies","Latin America and the Caribbean","6",10086
"911","GTM","Emerging Market Economies","Latin America and the Caribbean","6",1593439
"912","GIN","Low Income Developing Countries","Sub-Sahara Africa","6",844269
"913","GUY","Emerging Market Economies","Latin America and the Caribbean","6",42132
"914","HTI","Low Income Developing Countries","Latin America and the Caribbean","6",577716
"915","HND","Low Income Developing Countries","Latin America and the Caribbean","6",437675
"916","HKG","Advanced Economies","Advanced Economies","6",1352909
"917","HUN","Emerging Market Economies","Emerging and Developing Europe","6",599162
"918","ISL","Advanced Economies","Advanced Economies","6",5219
"919","IND","Emerging Market Economies","Emerging and Developing Asia","6",122343806
"920","IDN","Emerging Market Economies","Emerging and Developing Asia","6",17449083
"921","IRN","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","6",4541923
"922","IRQ","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","6",3238881
"923","IRL","Advanced Economies","Advanced Economies","6",194915
"924","ISR","Advanced Economies","Advanced Economies","6",1012860
"925","ITA","Advanced Economies","Advanced Economies","6",3903582
"926","JAM","Emerging Market Economies","Latin America and the Caribbean","6",110731
"927","JPN","Advanced Economies","Advanced Economies","6",6568194
"928","JOR","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","6",362521
"929","KAZ","Emerging Market Economies","Caucasus and Central Asia","6",622187
"930","KEN","Low Income Developing Countries","Sub-Sahara Africa","6",4965970
"931","KOR","Advanced Economies","Advanced Economies","6",4535722
"932","KWT","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","6",0
"933","KGZ","Low Income Developing Countries","Caucasus and Central Asia","6",275870
"934","LAO","Low Income Developing Countries","Emerging and Developing Asia","6",674921
"935","LVA","Advanced Economies","Advanced Economies","6",90441
"936","LBN","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","6",412746
"937","LSO","Low Income Developing Countries","Sub-Sahara Africa","6",157424
"938","LBR","Low Income Developing Countries","Sub-Sahara Africa","6",234098
"939","LBY","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","6",444795
"940","LTU","Advanced Economies","Advanced Economies","6",156014
"941","LUX","Advanced Economies","Advanced Economies","6",31406
"942","MDG","Low Income Developing Countries","Sub-Sahara Africa","6",1854823
"943","MWI","Low Income Developing Countries","Sub-Sahara Africa","6",2119790
"944","MYS","Emerging Market Economies","Emerging and Developing Asia","6",2162470
"945","MLI","Low Income Developing Countries","Sub-Sahara Africa","6",1268949
"946","MLT","Advanced Economies","Advanced Economies","6",55288
"947","MUS","Emerging Market Economies","Sub-Sahara Africa","6",90369
"948","MEX","Emerging Market Economies","Latin America and the Caribbean","6",8636581
"949","MDA","Low Income Developing Countries","Emerging and Developing Europe","6",279421
"950","MNG","Emerging Market Economies","Emerging and Developing Asia","6",77865
"951","MNE","Emerging Market Economies","Emerging and Developing Europe","6",103157
"952","MAR","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","6",2521327
"953","MOZ","Low Income Developing Countries","Sub-Sahara Africa","6",2205291
"954","MMR","Low Income Developing Countries","Emerging and Developing Asia","6",2288856
"955","NAM","Emerging Market Economies","Sub-Sahara Africa","6",238012
"956","NPL","Low Income Developing Countries","Emerging and Developing Asia","6",1551561
"957","NLD","Advanced Economies","Advanced Economies","6",1128290
"958","NZL","Advanced Economies","Advanced Economies","6",226976
"959","NIC","Low Income Developing Countries","Latin America and the Caribbean","6",465253
"960","NER","Low Income Developing Countries","Sub-Sahara Africa","6",1642625
"961","NGA","Low Income Developing Countries","Sub-Sahara Africa","6",20388551
"962","NOR","Advanced Economies","Advanced Economies","6",166198
"963","OMN","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","6",315287
"964","PAK","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","6",19955883
"965","PAN","Emerging Market Economies","Latin America and the Caribbean","6",145582
"966","PNG","Low Income Developing Countries","Emerging and Developing Asia","6",860485
"967","PRY","Emerging Market Economies","Latin America and the Caribbean","6",691112
"968","PER","Emerging Market Economies","Latin America and the Caribbean","6",1499763
"969","PHL","Emerging Market Economies","Emerging and Developing Asia","6",6393435
"970","POL","Emerging Market Economies","Emerging and Developing Europe","6",3252422
"971","PRT","Advanced Economies","Advanced Economies","6",486457
"972","PRI","Advanced Economies","Advanced Economies","6",275248
"973","QAT","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","6",112857
"974","ROU","Emerging Market Economies","Emerging and Developing Europe","6",920740
"975","RUS","Emerging Market Economies","Emerging and Developing Europe","6",6256675
"976","RWA","Low Income Developing Countries","Sub-Sahara Africa","6",1161011
"977","WSM","Emerging Market Economies","Emerging and Developing Asia","6",13700
"978","SMR","Advanced Economies","Advanced Economies","6",3158
"979","SAU","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","6",8123399
"980","SEN","Low Income Developing Countries","Sub-Sahara Africa","6",1333329
"981","SRB","Emerging Market Economies","Emerging and Developing Europe","6",381683
"982","SYC","Emerging Market Economies","Sub-Sahara Africa","6",5670
"983","SLE","Low Income Developing Countries","Sub-Sahara Africa","6",582856
"984","SGP","Advanced Economies","Advanced Economies","6",719475
"985","SVK","Advanced Economies","Advanced Economies","6",630599
"986","SVN","Advanced Economies","Advanced Economies","6",156383
"987","SLB","Low Income Developing Countries","Emerging and Developing Asia","6",49770
"988","SOM","Low Income Developing Countries","Middle East, North Africa, Afghanistan, and Pakistan","6",794878
"989","ZAF","Emerging Market Economies","Sub-Sahara Africa","6",3736713
"990","SSD","Low Income Developing Countries","Sub-Sahara Africa","6",1377576
"991","ESP","Advanced Economies","Advanced Economies","6",4065493
"992","LKA","Emerging Market Economies","Emerging and Developing Asia","6",2011104
"993","SDN","Low Income Developing Countries","Middle East, North Africa, Afghanistan, and Pakistan","6",3618505
"994","SUR","Emerging Market Economies","Latin America and the Caribbean","6",42045
"995","SWE","Advanced Economies","Advanced Economies","6",463640
"996","CHE","Advanced Economies","Advanced Economies","6",577864
"997","SYR","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","6",1217078
"998","TWN","Advanced Economies","Advanced Economies","6",1119401
"999","TJK","Low Income Developing Countries","Caucasus and Central Asia","6",643891
"1000","TZA","Low Income Developing Countries","Sub-Sahara Africa","6",5535622
"1001","THA","Emerging Market Economies","Emerging and Developing Asia","6",4588616
"1002","TLS","Low Income Developing Countries","Emerging and Developing Asia","6",109796
"1003","TGO","Low Income Developing Countries","Sub-Sahara Africa","6",890843
"1004","TON","Emerging Market Economies","Emerging and Developing Asia","6",4495
"1005","TTO","Emerging Market Economies","Latin America and the Caribbean","6",308746
"1006","TUN","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","6",1049265
"1007","TUR","Emerging Market Economies","Emerging and Developing Europe","6",2621928
"1008","TKM","Emerging Market Economies","Caucasus and Central Asia","6",0
"1009","UGA","Low Income Developing Countries","Sub-Sahara Africa","6",4535856
"1010","UKR","Emerging Market Economies","Emerging and Developing Europe","6",2491777
"1011","ARE","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","6",1424241
"1012","GBR","Advanced Economies","Advanced Economies","6",5409870
"1013","USA","Advanced Economies","Advanced Economies","6",8706150
"1014","URY","Emerging Market Economies","Latin America and the Caribbean","6",36245
"1015","UZB","Low Income Developing Countries","Caucasus and Central Asia","6",2192457
"1016","VUT","Emerging Market Economies","Emerging and Developing Asia","6",31336
"1017","VEN","Emerging Market Economies","Latin America and the Caribbean","6",2209191
"1018","VNM","Low Income Developing Countries","Emerging and Developing Asia","6",8900320
"1019","ZMB","Low Income Developing Countries","Sub-Sahara Africa","6",1427615
"1020","ZWE","Low Income Developing Countries","Sub-Sahara Africa","6",1238236
"1021","AFG","Low Income Developing Countries","Middle East, North Africa, Afghanistan, and Pakistan","7",2528815
"1022","ALB","Emerging Market Economies","Emerging and Developing Europe","7",103038
"1023","DZA","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","7",2128004
"1024","AGO","Emerging Market Economies","Sub-Sahara Africa","7",951178
"1025","ARG","Emerging Market Economies","Latin America and the Caribbean","7",1030368
"1026","ARM","Emerging Market Economies","Caucasus and Central Asia","7",129528
"1027","AUS","Advanced Economies","Advanced Economies","7",393569
"1028","AUT","Advanced Economies","Advanced Economies","7",353675
"1029","AZE","Emerging Market Economies","Caucasus and Central Asia","7",819584
"1030","BHR","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","7",0
"1031","BGD","Low Income Developing Countries","Emerging and Developing Asia","7",13303923
"1032","BRB","Emerging Market Economies","Latin America and the Caribbean","7",10627
"1033","BLR","Emerging Market Economies","Emerging and Developing Europe","7",210193
"1034","BEL","Advanced Economies","Advanced Economies","7",381139
"1035","BLZ","Emerging Market Economies","Latin America and the Caribbean","7",98797
"1036","BEN","Low Income Developing Countries","Sub-Sahara Africa","7",1370380
"1037","BTN","Low Income Developing Countries","Emerging and Developing Asia","7",57771
"1038","BOL","Emerging Market Economies","Latin America and the Caribbean","7",464622
"1039","BIH","Emerging Market Economies","Emerging and Developing Europe","7",522383
"1040","BWA","Emerging Market Economies","Sub-Sahara Africa","7",379956
"1041","BRA","Emerging Market Economies","Latin America and the Caribbean","7",6721339
"1042","BRN","Emerging Market Economies","Emerging and Developing Asia","7",9937
"1043","BGR","Emerging Market Economies","Emerging and Developing Europe","7",227701
"1044","BFA","Low Income Developing Countries","Sub-Sahara Africa","7",1425054
"1045","BDI","Low Income Developing Countries","Sub-Sahara Africa","7",1174241
"1046","CPV","Emerging Market Economies","Sub-Sahara Africa","7",14111
"1047","KHM","Low Income Developing Countries","Emerging and Developing Asia","7",1797472
"1048","CMR","Low Income Developing Countries","Sub-Sahara Africa","7",1412892
"1049","CAN","Advanced Economies","Advanced Economies","7",780262
"1050","TCD","Low Income Developing Countries","Sub-Sahara Africa","7",1526642
"1051","CHL","Emerging Market Economies","Latin America and the Caribbean","7",1023802
"1052","CHN","Emerging Market Economies","Emerging and Developing Asia","7",82067139
"1053","COL","Emerging Market Economies","Latin America and the Caribbean","7",2315208
"1054","COD","Low Income Developing Countries","Sub-Sahara Africa","7",14135778
"1055","COG","Low Income Developing Countries","Sub-Sahara Africa","7",111903
"1056","CRI","Emerging Market Economies","Latin America and the Caribbean","7",576014
"1057","CIV","Low Income Developing Countries","Sub-Sahara Africa","7",1578371
"1058","HRV","Emerging Market Economies","Emerging and Developing Europe","7",168180
"1059","CYP","Advanced Economies","Advanced Economies","7",0
"1060","CZE","Advanced Economies","Advanced Economies","7",981499
"1061","DNK","Advanced Economies","Advanced Economies","7",540542
"1062","DJI","Low Income Developing Countries","Middle East, North Africa, Afghanistan, and Pakistan","7",33213
"1063","DMA","Emerging Market Economies","Latin America and the Caribbean","7",8035
"1064","DOM","Emerging Market Economies","Latin America and the Caribbean","7",502380
"1065","ECU","Emerging Market Economies","Latin America and the Caribbean","7",628637
"1066","EGY","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","7",9635855
"1067","SLV","Emerging Market Economies","Latin America and the Caribbean","7",307726
"1068","EST","Advanced Economies","Advanced Economies","7",22552
"1069","SWZ","Emerging Market Economies","Sub-Sahara Africa","7",138091
"1070","ETH","Low Income Developing Countries","Sub-Sahara Africa","7",8565988
"1071","FJI","Emerging Market Economies","Emerging and Developing Asia","7",26449
"1072","FIN","Advanced Economies","Advanced Economies","7",268237
"1073","FRA","Advanced Economies","Advanced Economies","7",4192560
"1074","GAB","Emerging Market Economies","Sub-Sahara Africa","7",82469
"1075","GMB","Low Income Developing Countries","Sub-Sahara Africa","7",117708
"1076","GEO","Emerging Market Economies","Caucasus and Central Asia","7",129391
"1077","DEU","Advanced Economies","Advanced Economies","7",5881361
"1078","GHA","Low Income Developing Countries","Sub-Sahara Africa","7",2115903
"1079","GRC","Advanced Economies","Advanced Economies","7",934274
"1080","GRD","Emerging Market Economies","Latin America and the Caribbean","7",6697
"1081","GTM","Emerging Market Economies","Latin America and the Caribbean","7",1589539
"1082","GIN","Low Income Developing Countries","Sub-Sahara Africa","7",1160380
"1083","GUY","Emerging Market Economies","Latin America and the Caribbean","7",47748
"1084","HTI","Low Income Developing Countries","Latin America and the Caribbean","7",1541244
"1085","HND","Low Income Developing Countries","Latin America and the Caribbean","7",668229
"1086","HKG","Advanced Economies","Advanced Economies","7",457126
"1087","HUN","Emerging Market Economies","Emerging and Developing Europe","7",438188
"1088","ISL","Advanced Economies","Advanced Economies","7",5341
"1089","IND","Emerging Market Economies","Emerging and Developing Asia","7",113138645
"1090","IDN","Emerging Market Economies","Emerging and Developing Asia","7",15171767
"1091","IRN","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","7",4443360
"1092","IRQ","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","7",1940080
"1093","IRL","Advanced Economies","Advanced Economies","7",430108
"1094","ISR","Advanced Economies","Advanced Economies","7",1507850
"1095","ITA","Advanced Economies","Advanced Economies","7",3932796
"1096","JAM","Emerging Market Economies","Latin America and the Caribbean","7",238784
"1097","JPN","Advanced Economies","Advanced Economies","7",4542961
"1098","JOR","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","7",243295
"1099","KAZ","Emerging Market Economies","Caucasus and Central Asia","7",647769
"1100","KEN","Low Income Developing Countries","Sub-Sahara Africa","7",5061841
"1101","KOR","Advanced Economies","Advanced Economies","7",1641713
"1102","KWT","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","7",1084946
"1103","KGZ","Low Income Developing Countries","Caucasus and Central Asia","7",417060
"1104","LAO","Low Income Developing Countries","Emerging and Developing Asia","7",688171
"1105","LVA","Advanced Economies","Advanced Economies","7",139729
"1106","LBN","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","7",223991
"1107","LSO","Low Income Developing Countries","Sub-Sahara Africa","7",118975
"1108","LBR","Low Income Developing Countries","Sub-Sahara Africa","7",224447
"1109","LBY","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","7",365553
"1110","LTU","Advanced Economies","Advanced Economies","7",105603
"1111","LUX","Advanced Economies","Advanced Economies","7",17600
"1112","MDG","Low Income Developing Countries","Sub-Sahara Africa","7",1860869
"1113","MWI","Low Income Developing Countries","Sub-Sahara Africa","7",2059949
"1114","MYS","Emerging Market Economies","Emerging and Developing Asia","7",1402762
"1115","MLI","Low Income Developing Countries","Sub-Sahara Africa","7",1670669
"1116","MLT","Advanced Economies","Advanced Economies","7",24823
"1117","MUS","Emerging Market Economies","Sub-Sahara Africa","7",42599
"1118","MEX","Emerging Market Economies","Latin America and the Caribbean","7",5843219
"1119","MDA","Low Income Developing Countries","Emerging and Developing Europe","7",210425
"1120","MNG","Emerging Market Economies","Emerging and Developing Asia","7",68576
"1121","MNE","Emerging Market Economies","Emerging and Developing Europe","7",19666
"1122","MAR","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","7",3817723
"1123","MOZ","Low Income Developing Countries","Sub-Sahara Africa","7",1815187
"1124","MMR","Low Income Developing Countries","Emerging and Developing Asia","7",3906955
"1125","NAM","Emerging Market Economies","Sub-Sahara Africa","7",227402
"1126","NPL","Low Income Developing Countries","Emerging and Developing Asia","7",4146760
"1127","NLD","Advanced Economies","Advanced Economies","7",964356
"1128","NZL","Advanced Economies","Advanced Economies","7",143606
"1129","NIC","Low Income Developing Countries","Latin America and the Caribbean","7",500967
"1130","NER","Low Income Developing Countries","Sub-Sahara Africa","7",2610604
"1131","NGA","Low Income Developing Countries","Sub-Sahara Africa","7",21792318
"1132","NOR","Advanced Economies","Advanced Economies","7",122711
"1133","OMN","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","7",326572
"1134","PAK","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","7",18442930
"1135","PAN","Emerging Market Economies","Latin America and the Caribbean","7",111330
"1136","PNG","Low Income Developing Countries","Emerging and Developing Asia","7",641436
"1137","PRY","Emerging Market Economies","Latin America and the Caribbean","7",382562
"1138","PER","Emerging Market Economies","Latin America and the Caribbean","7",1472516
"1139","PHL","Emerging Market Economies","Emerging and Developing Asia","7",6086602
"1140","POL","Emerging Market Economies","Emerging and Developing Europe","7",2916948
"1141","PRT","Advanced Economies","Advanced Economies","7",391571
"1142","PRI","Advanced Economies","Advanced Economies","7",301611
"1143","QAT","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","7",1885430
"1144","ROU","Emerging Market Economies","Emerging and Developing Europe","7",886312
"1145","RUS","Emerging Market Economies","Emerging and Developing Europe","7",5543979
"1146","RWA","Low Income Developing Countries","Sub-Sahara Africa","7",1636077
"1147","WSM","Emerging Market Economies","Emerging and Developing Asia","7",7831
"1148","SMR","Advanced Economies","Advanced Economies","7",2773
"1149","SAU","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","7",786376
"1150","SEN","Low Income Developing Countries","Sub-Sahara Africa","7",1153157
"1151","SRB","Emerging Market Economies","Emerging and Developing Europe","7",345373
"1152","SYC","Emerging Market Economies","Sub-Sahara Africa","7",10518
"1153","SLE","Low Income Developing Countries","Sub-Sahara Africa","7",972844
"1154","SGP","Advanced Economies","Advanced Economies","7",0
"1155","SVK","Advanced Economies","Advanced Economies","7",451925
"1156","SVN","Advanced Economies","Advanced Economies","7",116173
"1157","SLB","Low Income Developing Countries","Emerging and Developing Asia","7",38399
"1158","SOM","Low Income Developing Countries","Middle East, North Africa, Afghanistan, and Pakistan","7",814649
"1159","ZAF","Emerging Market Economies","Sub-Sahara Africa","7",4148416
"1160","SSD","Low Income Developing Countries","Sub-Sahara Africa","7",1244001
"1161","ESP","Advanced Economies","Advanced Economies","7",2398371
"1162","LKA","Emerging Market Economies","Emerging and Developing Asia","7",1461052
"1163","SDN","Low Income Developing Countries","Middle East, North Africa, Afghanistan, and Pakistan","7",2469049
"1164","SUR","Emerging Market Economies","Latin America and the Caribbean","7",49610
"1165","SWE","Advanced Economies","Advanced Economies","7",492483
"1166","CHE","Advanced Economies","Advanced Economies","7",500941
"1167","SYR","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","7",2122471
"1168","TWN","Advanced Economies","Advanced Economies","7",581501
"1169","TJK","Low Income Developing Countries","Caucasus and Central Asia","7",754300
"1170","TZA","Low Income Developing Countries","Sub-Sahara Africa","7",5755557
"1171","THA","Emerging Market Economies","Emerging and Developing Asia","7",4812095
"1172","TLS","Low Income Developing Countries","Emerging and Developing Asia","7",80803
"1173","TGO","Low Income Developing Countries","Sub-Sahara Africa","7",318824
"1174","TON","Emerging Market Economies","Emerging and Developing Asia","7",0
"1175","TTO","Emerging Market Economies","Latin America and the Caribbean","7",190727
"1176","TUN","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","7",989816
"1177","TUR","Emerging Market Economies","Emerging and Developing Europe","7",1921608
"1178","TKM","Emerging Market Economies","Caucasus and Central Asia","7",1956916
"1179","UGA","Low Income Developing Countries","Sub-Sahara Africa","7",4221592
"1180","UKR","Emerging Market Economies","Emerging and Developing Europe","7",2145497
"1181","ARE","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","7",134327
"1182","GBR","Advanced Economies","Advanced Economies","7",6261995
"1183","USA","Advanced Economies","Advanced Economies","7",6758661
"1184","URY","Emerging Market Economies","Latin America and the Caribbean","7",17812
"1185","UZB","Low Income Developing Countries","Caucasus and Central Asia","7",3385154
"1186","VUT","Emerging Market Economies","Emerging and Developing Asia","7",16579
"1187","VEN","Emerging Market Economies","Latin America and the Caribbean","7",1609505
"1188","VNM","Low Income Developing Countries","Emerging and Developing Asia","7",7990385
"1189","ZMB","Low Income Developing Countries","Sub-Sahara Africa","7",1577284
"1190","ZWE","Low Income Developing Countries","Sub-Sahara Africa","7",930529
"1191","AFG","Low Income Developing Countries","Middle East, North Africa, Afghanistan, and Pakistan","8",2186660
"1192","ALB","Emerging Market Economies","Emerging and Developing Europe","8",81767
"1193","DZA","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","8",1763772
"1194","AGO","Emerging Market Economies","Sub-Sahara Africa","8",746529
