"","income_group","region","decile","value"
"862","Emerging Market Economies","Latin America and the Caribbean","6",4.3e-05
"863","Emerging Market Economies","Emerging and Developing Europe","6",0.019306
"864","Advanced Economies","Advanced Economies","6",0.003465
"865","Emerging Market Economies","Latin America and the Caribbean","6",0
"866","Low Income Developing Countries","Sub-Sahara Africa","6",0.005469
"867","Low Income Developing Countries","Emerging and Developing Asia","6",0.002956
"868","Emerging Market Economies","Latin America and the Caribbean","6",0.089576
"869","Emerging Market Economies","Emerging and Developing Europe","6",0.006071
"870","Emerging Market Economies","Sub-Sahara Africa","6",0.030432
"871","Emerging Market Economies","Latin America and the Caribbean","6",0.415763
"872","Emerging Market Economies","Emerging and Developing Asia","6",0.000251
"873","Emerging Market Economies","Emerging and Developing Europe","6",0.011489
"874","Low Income Developing Countries","Sub-Sahara Africa","6",0.032439
"875","Low Income Developing Countries","Sub-Sahara Africa","6",0.002389
"876","Emerging Market Economies","Sub-Sahara Africa","6",0.000195
"877","Low Income Developing Countries","Emerging and Developing Asia","6",0.014225
"878","Low Income Developing Countries","Sub-Sahara Africa","6",0.040914
"879","Advanced Economies","Advanced Economies","6",0.098459
"880","Low Income Developing Countries","Sub-Sahara Africa","6",0.075323
"881","Emerging Market Economies","Latin America and the Caribbean","6",0.020505
"882","Emerging Market Economies","Emerging and Developing Asia","6",0.594019
"883","Emerging Market Economies","Latin America and the Caribbean","6",0.049873
"884","Low Income Developing Countries","Sub-Sahara Africa","6",0.306257
"885","Low Income Developing Countries","Sub-Sahara Africa","6",0.028068
"886","Emerging Market Economies","Latin America and the Caribbean","6",0.005274
"887","Low Income Developing Countries","Sub-Sahara Africa","6",0.032311
"888","Emerging Market Economies","Emerging and Developing Europe","6",0.004581
"889","Advanced Economies","Advanced Economies","6",0.001972
"890","Advanced Economies","Advanced Economies","6",0.010168
"891","Advanced Economies","Advanced Economies","6",0.005046
"892","Low Income Developing Countries","Middle East, North Africa, Afghanistan, and Pakistan","6",0.001844
"893","Emerging Market Economies","Latin America and the Caribbean","6",8.8e-05
"894","Emerging Market Economies","Latin America and the Caribbean","6",0.004676
"895","Emerging Market Economies","Latin America and the Caribbean","6",0.024456
"896","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","6",0.008152
"897","Emerging Market Economies","Latin America and the Caribbean","6",0.002018
"898","Advanced Economies","Advanced Economies","6",0.006537
"899","Emerging Market Economies","Sub-Sahara Africa","6",0.001331
"900","Low Income Developing Countries","Sub-Sahara Africa","6",0.074372
"901","Emerging Market Economies","Emerging and Developing Asia","6",0.000847
"902","Advanced Economies","Advanced Economies","6",0.026623
"903","Advanced Economies","Advanced Economies","6",0.057748
"904","Emerging Market Economies","Sub-Sahara Africa","6",0.04243
"905","Low Income Developing Countries","Sub-Sahara Africa","6",0.001134
"906","Emerging Market Economies","Caucasus and Central Asia","6",0.006834
"907","Advanced Economies","Advanced Economies","6",0.040189
"908","Low Income Developing Countries","Sub-Sahara Africa","6",0.020129
"909","Advanced Economies","Advanced Economies","6",0.003861
"910","Emerging Market Economies","Latin America and the Caribbean","6",5.3e-05
"911","Emerging Market Economies","Latin America and the Caribbean","6",0.007109
"912","Low Income Developing Countries","Sub-Sahara Africa","6",0.021213
"913","Emerging Market Economies","Latin America and the Caribbean","6",0.001605
"914","Low Income Developing Countries","Latin America and the Caribbean","6",0.001619
"915","Low Income Developing Countries","Latin America and the Caribbean","6",0.00607
"916","Advanced Economies","Advanced Economies","6",0.000205
"917","Emerging Market Economies","Emerging and Developing Europe","6",0.010672
"918","Advanced Economies","Advanced Economies","6",0.010414
"919","Emerging Market Economies","Emerging and Developing Asia","6",0.330235
"920","Emerging Market Economies","Emerging and Developing Asia","6",0.145079
"921","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","6",0.111985
"922","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","6",0.03002
"923","Advanced Economies","Advanced Economies","6",0.003869
"924","Advanced Economies","Advanced Economies","6",0.000884
"925","Advanced Economies","Advanced Economies","6",0.024774
"926","Emerging Market Economies","Latin America and the Caribbean","6",0.000627
"927","Advanced Economies","Advanced Economies","6",0.040642
"928","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","6",0.002197
"929","Emerging Market Economies","Caucasus and Central Asia","6",0.240781
"930","Low Income Developing Countries","Sub-Sahara Africa","6",0.016536
"931","Advanced Economies","Advanced Economies","6",0.016179
"932","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","6",0
"933","Low Income Developing Countries","Caucasus and Central Asia","6",0.015502
"934","Low Income Developing Countries","Emerging and Developing Asia","6",0.025221
"935","Advanced Economies","Advanced Economies","6",0.004843
"936","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","6",0.000709
"937","Low Income Developing Countries","Sub-Sahara Africa","6",0.00344
"938","Low Income Developing Countries","Sub-Sahara Africa","6",0.008323
"939","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","6",0.118876
"940","Advanced Economies","Advanced Economies","6",0.006806
"941","Advanced Economies","Advanced Economies","6",0.000233
"942","Low Income Developing Countries","Sub-Sahara Africa","6",0.043954
"943","Low Income Developing Countries","Sub-Sahara Africa","6",0.011459
"944","Emerging Market Economies","Emerging and Developing Asia","6",0.029047
"945","Low Income Developing Countries","Sub-Sahara Africa","6",0.042603
"946","Advanced Economies","Advanced Economies","6",4.4e-05
"947","Emerging Market Economies","Sub-Sahara Africa","6",0.000237
"948","Emerging Market Economies","Latin America and the Caribbean","6",0.159522
"949","Low Income Developing Countries","Emerging and Developing Europe","6",0.003522
"950","Emerging Market Economies","Emerging and Developing Asia","6",0.144504
"951","Emerging Market Economies","Emerging and Developing Europe","6",0.002768
"952","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","6",0.023406
"953","Low Income Developing Countries","Sub-Sahara Africa","6",0.072405
"954","Low Income Developing Countries","Emerging and Developing Asia","6",0.038101
"955","Emerging Market Economies","Sub-Sahara Africa","6",0.047257
"956","Low Income Developing Countries","Emerging and Developing Asia","6",0.008169
"957","Advanced Economies","Advanced Economies","6",0.003268
"958","Advanced Economies","Advanced Economies","6",0.042912
"959","Low Income Developing Countries","Latin America and the Caribbean","6",0.007275
"960","Low Income Developing Countries","Sub-Sahara Africa","6",0.022905
"961","Low Income Developing Countries","Sub-Sahara Africa","6",0.068369
"962","Advanced Economies","Advanced Economies","6",0.036195
"963","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","6",0.013778
"964","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","6",0.075758
"965","Emerging Market Economies","Latin America and the Caribbean","6",0.006081
"966","Low Income Developing Countries","Emerging and Developing Asia","6",0.03259
"967","Emerging Market Economies","Latin America and the Caribbean","6",0.026902
"968","Emerging Market Economies","Latin America and the Caribbean","6",0.07479
"969","Emerging Market Economies","Emerging and Developing Asia","6",0.025273
"970","Emerging Market Economies","Emerging and Developing Europe","6",0.038009
"971","Advanced Economies","Advanced Economies","6",0.008491
"972","Advanced Economies","Advanced Economies","6",0.000891
"973","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","6",0.000249
"974","Emerging Market Economies","Emerging and Developing Europe","6",0.021457
"975","Emerging Market Economies","Emerging and Developing Europe","6",0.527238
"976","Low Income Developing Countries","Sub-Sahara Africa","6",0.00216
"977","Emerging Market Economies","Emerging and Developing Asia","6",0.000276
"978","Advanced Economies","Advanced Economies","6",7e-06
"979","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","6",0.699719
"980","Low Income Developing Countries","Sub-Sahara Africa","6",0.018259
"981","Emerging Market Economies","Emerging and Developing Europe","6",0.007399
"982","Emerging Market Economies","Sub-Sahara Africa","6",1.4e-05
"983","Low Income Developing Countries","Sub-Sahara Africa","6",0.005921
"984","Advanced Economies","Advanced Economies","6",0.000102
"985","Advanced Economies","Advanced Economies","6",0.006619
"986","Advanced Economies","Advanced Economies","6",0.002012
"987","Low Income Developing Countries","Emerging and Developing Asia","6",0.00365
"988","Low Income Developing Countries","Middle East, North Africa, Afghanistan, and Pakistan","6",0.072953
"989","Emerging Market Economies","Sub-Sahara Africa","6",0.074269
"990","Low Income Developing Countries","Sub-Sahara Africa","6",0.065418
"991","Advanced Economies","Advanced Economies","6",0.069998
"992","Emerging Market Economies","Emerging and Developing Asia","6",0.005816
"993","Low Income Developing Countries","Middle East, North Africa, Afghanistan, and Pakistan","6",0.152782
"994","Emerging Market Economies","Latin America and the Caribbean","6",0.004194
"995","Advanced Economies","Advanced Economies","6",0.024977
"996","Advanced Economies","Advanced Economies","6",0.003261
"997","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","6",0.005889
"998","Advanced Economies","Advanced Economies","6",0.002754
"999","Low Income Developing Countries","Caucasus and Central Asia","6",0.00737
"1000","Low Income Developing Countries","Sub-Sahara Africa","6",0.087275
"1001","Emerging Market Economies","Emerging and Developing Asia","6",0.043843
"1002","Low Income Developing Countries","Emerging and Developing Asia","6",0.001929
"1003","Low Income Developing Countries","Sub-Sahara Africa","6",0.009123
"1004","Emerging Market Economies","Emerging and Developing Asia","6",9.3e-05
"1005","Emerging Market Economies","Latin America and the Caribbean","6",0.000809
"1006","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","6",0.010404
"1007","Emerging Market Economies","Emerging and Developing Europe","6",0.086161
"1008","Emerging Market Economies","Caucasus and Central Asia","6",0
"1009","Low Income Developing Countries","Sub-Sahara Africa","6",0.020564
"1010","Emerging Market Economies","Emerging and Developing Europe","6",0.070324
"1011","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","6",0.002128
"1012","Advanced Economies","Advanced Economies","6",0.012638
"1013","Advanced Economies","Advanced Economies","6",0.586724
"1014","Emerging Market Economies","Latin America and the Caribbean","6",0.022721
"1015","Low Income Developing Countries","Caucasus and Central Asia","6",0.013259
"1016","Emerging Market Economies","Emerging and Developing Asia","6",0.001739
"1017","Emerging Market Economies","Latin America and the Caribbean","6",0.043957
"1018","Low Income Developing Countries","Emerging and Developing Asia","6",0.030027
"1019","Low Income Developing Countries","Sub-Sahara Africa","6",0.071417
"1020","Low Income Developing Countries","Sub-Sahara Africa","6",0.037597
"1021","Low Income Developing Countries","Middle East, North Africa, Afghanistan, and Pakistan","7",0.072334
"1022","Emerging Market Economies","Emerging and Developing Europe","7",0.00266
"1023","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","7",0.034792
"1024","Emerging Market Economies","Sub-Sahara Africa","7",0.131806
"1025","Emerging Market Economies","Latin America and the Caribbean","7",0.247968
"1026","Emerging Market Economies","Caucasus and Central Asia","7",0.002881
"1027","Advanced Economies","Advanced Economies","7",0.406462
"1028","Advanced Economies","Advanced Economies","7",0.007177
"1029","Emerging Market Economies","Caucasus and Central Asia","7",0.011852
"1030","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","7",0
"1031","Low Income Developing Countries","Emerging and Developing Asia","7",0.013994
"1032","Emerging Market Economies","Latin America and the Caribbean","7",3.4e-05
"1033","Emerging Market Economies","Emerging and Developing Europe","7",0.01561
"1034","Advanced Economies","Advanced Economies","7",0.00163
"1035","Emerging Market Economies","Latin America and the Caribbean","7",0.005293
"1036","Low Income Developing Countries","Sub-Sahara Africa","7",0.016433
"1037","Low Income Developing Countries","Emerging and Developing Asia","7",0.003787
"1038","Emerging Market Economies","Latin America and the Caribbean","7",0.080003
"1039","Emerging Market Economies","Emerging and Developing Europe","7",0.009717
"1040","Emerging Market Economies","Sub-Sahara Africa","7",0.103645
"1041","Emerging Market Economies","Latin America and the Caribbean","7",0.490188
"1042","Emerging Market Economies","Emerging and Developing Asia","7",0.000366
"1043","Emerging Market Economies","Emerging and Developing Europe","7",0.009725
"1044","Low Income Developing Countries","Sub-Sahara Africa","7",0.024308
"1045","Low Income Developing Countries","Sub-Sahara Africa","7",0.003423
"1046","Emerging Market Economies","Sub-Sahara Africa","7",0.000211
"1047","Low Income Developing Countries","Emerging and Developing Asia","7",0.01984
"1048","Low Income Developing Countries","Sub-Sahara Africa","7",0.04579
"1049","Advanced Economies","Advanced Economies","7",0.187294
"1050","Low Income Developing Countries","Sub-Sahara Africa","7",0.08772
"1051","Emerging Market Economies","Latin America and the Caribbean","7",0.090043
"1052","Emerging Market Economies","Emerging and Developing Asia","7",0.595475
"1053","Emerging Market Economies","Latin America and the Caribbean","7",0.071098
"1054","Low Income Developing Countries","Sub-Sahara Africa","7",0.381995
"1055","Low Income Developing Countries","Sub-Sahara Africa","7",0.027943
"1056","Emerging Market Economies","Latin America and the Caribbean","7",0.00977
"1057","Low Income Developing Countries","Sub-Sahara Africa","7",0.032451
"1058","Emerging Market Economies","Emerging and Developing Europe","7",0.005515
"1059","Advanced Economies","Advanced Economies","7",0
"1060","Advanced Economies","Advanced Economies","7",0.009683
"1061","Advanced Economies","Advanced Economies","7",0.00711
"1062","Low Income Developing Countries","Middle East, North Africa, Afghanistan, and Pakistan","7",0.001785
"1063","Emerging Market Economies","Latin America and the Caribbean","7",0.000183
"1064","Emerging Market Economies","Latin America and the Caribbean","7",0.006676
"1065","Emerging Market Economies","Latin America and the Caribbean","7",0.019604
"1066","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","7",0.00802
"1067","Emerging Market Economies","Latin America and the Caribbean","7",0.002113
"1068","Advanced Economies","Advanced Economies","7",0.004046
"1069","Emerging Market Economies","Sub-Sahara Africa","7",0.002726
"1070","Low Income Developing Countries","Sub-Sahara Africa","7",0.095908
"1071","Emerging Market Economies","Emerging and Developing Asia","7",0.001286
"1072","Advanced Economies","Advanced Economies","7",0.019438
"1073","Advanced Economies","Advanced Economies","7",0.064786
"1074","Emerging Market Economies","Sub-Sahara Africa","7",0.03196
"1075","Low Income Developing Countries","Sub-Sahara Africa","7",0.001371
"1076","Emerging Market Economies","Caucasus and Central Asia","7",0.00572
"1077","Advanced Economies","Advanced Economies","7",0.045241
"1078","Low Income Developing Countries","Sub-Sahara Africa","7",0.022345
"1079","Advanced Economies","Advanced Economies","7",0.023403
"1080","Emerging Market Economies","Latin America and the Caribbean","7",3.8e-05
"1081","Emerging Market Economies","Latin America and the Caribbean","7",0.008966
"1082","Low Income Developing Countries","Sub-Sahara Africa","7",0.033072
"1083","Emerging Market Economies","Latin America and the Caribbean","7",0.008809
"1084","Low Income Developing Countries","Latin America and the Caribbean","7",0.004547
"1085","Low Income Developing Countries","Latin America and the Caribbean","7",0.011168
"1086","Advanced Economies","Advanced Economies","7",9.1e-05
"1087","Emerging Market Economies","Emerging and Developing Europe","7",0.008792
"1088","Advanced Economies","Advanced Economies","7",0.015305
"1089","Emerging Market Economies","Emerging and Developing Asia","7",0.381803
"1090","Emerging Market Economies","Emerging and Developing Asia","7",0.183686
"1091","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","7",0.150393
"1092","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","7",0.024023
"1093","Advanced Economies","Advanced Economies","7",0.009235
"1094","Advanced Economies","Advanced Economies","7",0.003528
"1095","Advanced Economies","Advanced Economies","7",0.02933
"1096","Emerging Market Economies","Latin America and the Caribbean","7",0.001678
"1097","Advanced Economies","Advanced Economies","7",0.046343
"1098","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","7",0.003353
"1099","Emerging Market Economies","Caucasus and Central Asia","7",0.335142
"1100","Low Income Developing Countries","Sub-Sahara Africa","7",0.025429
"1101","Advanced Economies","Advanced Economies","7",0.012875
"1102","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","7",0.000218
"1103","Low Income Developing Countries","Caucasus and Central Asia","7",0.032511
"1104","Low Income Developing Countries","Emerging and Developing Asia","7",0.032246
"1105","Advanced Economies","Advanced Economies","7",0.008128
"1106","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","7",0.000507
"1107","Low Income Developing Countries","Sub-Sahara Africa","7",0.002965
"1108","Low Income Developing Countries","Sub-Sahara Africa","7",0.010488
"1109","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","7",0.161443
"1110","Advanced Economies","Advanced Economies","7",0.005407
"1111","Advanced Economies","Advanced Economies","7",0.000185
"1112","Low Income Developing Countries","Sub-Sahara Africa","7",0.048105
"1113","Low Income Developing Countries","Sub-Sahara Africa","7",0.013488
"1114","Emerging Market Economies","Emerging and Developing Asia","7",0.026785
"1115","Low Income Developing Countries","Sub-Sahara Africa","7",0.082739
"1116","Advanced Economies","Advanced Economies","7",3.2e-05
"1117","Emerging Market Economies","Sub-Sahara Africa","7",0.000114
"1118","Emerging Market Economies","Latin America and the Caribbean","7",0.171395
"1119","Low Income Developing Countries","Emerging and Developing Europe","7",0.002885
"1120","Emerging Market Economies","Emerging and Developing Asia","7",0.154638
"1121","Emerging Market Economies","Emerging and Developing Europe","7",0.000767
"1122","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","7",0.052764
"1123","Low Income Developing Countries","Sub-Sahara Africa","7",0.074316
"1124","Low Income Developing Countries","Emerging and Developing Asia","7",0.082732
"1125","Emerging Market Economies","Sub-Sahara Africa","7",0.086033
"1126","Low Income Developing Countries","Emerging and Developing Asia","7",0.02286
"1127","Advanced Economies","Advanced Economies","7",0.00353
"1128","Advanced Economies","Advanced Economies","7",0.037952
"1129","Low Income Developing Countries","Latin America and the Caribbean","7",0.010269
"1130","Low Income Developing Countries","Sub-Sahara Africa","7",0.04661
"1131","Low Income Developing Countries","Sub-Sahara Africa","7",0.101395
"1132","Advanced Economies","Advanced Economies","7",0.041236
"1133","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","7",0.017134
"1134","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","7",0.082095
"1135","Emerging Market Economies","Latin America and the Caribbean","7",0.005953
"1136","Low Income Developing Countries","Emerging and Developing Asia","7",0.030468
"1137","Emerging Market Economies","Latin America and the Caribbean","7",0.020765
"1138","Emerging Market Economies","Latin America and the Caribbean","7",0.113182
"1139","Emerging Market Economies","Emerging and Developing Asia","7",0.031076
"1140","Emerging Market Economies","Emerging and Developing Europe","7",0.039592
"1141","Advanced Economies","Advanced Economies","7",0.010119
"1142","Advanced Economies","Advanced Economies","7",0.001089
"1143","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","7",0.005846
"1144","Emerging Market Economies","Emerging and Developing Europe","7",0.024389
"1145","Emerging Market Economies","Emerging and Developing Europe","7",0.679523
"1146","Low Income Developing Countries","Sub-Sahara Africa","7",0.003593
"1147","Emerging Market Economies","Emerging and Developing Asia","7",0.000191
"1148","Advanced Economies","Advanced Economies","7",7e-06
"1149","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","7",0.099046
"1150","Low Income Developing Countries","Sub-Sahara Africa","7",0.019313
"1151","Emerging Market Economies","Emerging and Developing Europe","7",0.008281
"1152","Emerging Market Economies","Sub-Sahara Africa","7",3e-05
"1153","Low Income Developing Countries","Sub-Sahara Africa","7",0.014579
"1154","Advanced Economies","Advanced Economies","7",0
"1155","Advanced Economies","Advanced Economies","7",0.005286
"1156","Advanced Economies","Advanced Economies","7",0.001801
"1157","Low Income Developing Countries","Emerging and Developing Asia","7",0.003681
"1158","Low Income Developing Countries","Middle East, North Africa, Afghanistan, and Pakistan","7",0.080192
"1159","Emerging Market Economies","Sub-Sahara Africa","7",0.117791
"1160","Low Income Developing Countries","Sub-Sahara Africa","7",0.064941
"1161","Advanced Economies","Advanced Economies","7",0.066673
"1162","Emerging Market Economies","Emerging and Developing Asia","7",0.006272
"1163","Low Income Developing Countries","Middle East, North Africa, Afghanistan, and Pakistan","7",0.126606
"1164","Emerging Market Economies","Latin America and the Caribbean","7",0.012737
"1165","Advanced Economies","Advanced Economies","7",0.035259
"1166","Advanced Economies","Advanced Economies","7",0.003827
"1167","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","7",0.015323
"1168","Advanced Economies","Advanced Economies","7",0.002
"1169","Low Income Developing Countries","Caucasus and Central Asia","7",0.010828
"1170","Low Income Developing Countries","Sub-Sahara Africa","7",0.126497
"1171","Emerging Market Economies","Emerging and Developing Asia","7",0.054891
"1172","Low Income Developing Countries","Emerging and Developing Asia","7",0.001608
"1173","Low Income Developing Countries","Sub-Sahara Africa","7",0.004171
"1174","Emerging Market Economies","Emerging and Developing Asia","7",0
"1175","Emerging Market Economies","Latin America and the Caribbean","7",0.000742
"1176","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","7",0.014859
"1177","Emerging Market Economies","Emerging and Developing Europe","7",0.087924
"1178","Emerging Market Economies","Caucasus and Central Asia","7",0.097006
"1179","Low Income Developing Countries","Sub-Sahara Africa","7",0.023039
"1180","Emerging Market Economies","Emerging and Developing Europe","7",0.075487
"1181","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","7",0.000299
"1182","Advanced Economies","Advanced Economies","7",0.022584
"1183","Advanced Economies","Advanced Economies","7",0.666129
"1184","Emerging Market Economies","Latin America and the Caribbean","7",0.021429
"1185","Low Income Developing Countries","Caucasus and Central Asia","7",0.028482
"1186","Emerging Market Economies","Emerging and Developing Asia","7",0.001416
"1187","Emerging Market Economies","Latin America and the Caribbean","7",0.054901
"1188","Low Income Developing Countries","Emerging and Developing Asia","7",0.04296
"1189","Low Income Developing Countries","Sub-Sahara Africa","7",0.116593
"1190","Low Income Developing Countries","Sub-Sahara Africa","7",0.033928
"1191","Low Income Developing Countries","Middle East, North Africa, Afghanistan, and Pakistan","8",0.086118
"1192","Emerging Market Economies","Emerging and Developing Europe","8",0.002978
"1193","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","8",0.045607
"1194","Emerging Market Economies","Sub-Sahara Africa","8",0.152037
"1195","Emerging Market Economies","Latin America and the Caribbean","8",0.440927
"1196","Emerging Market Economies","Caucasus and Central Asia","8",0.00257
"1197","Advanced Economies","Advanced Economies","8",0.540065
"1198","Advanced Economies","Advanced Economies","8",0.010301
"1199","Emerging Market Economies","Caucasus and Central Asia","8",0.01132
"1200","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","8",0.00015
"1201","Low Income Developing Countries","Emerging and Developing Asia","8",0.015983
"1202","Emerging Market Economies","Latin America and the Caribbean","8",3.5e-05
"1203","Emerging Market Economies","Emerging and Developing Europe","8",0.019775
"1204","Advanced Economies","Advanced Economies","8",0.002032
"1205","Emerging Market Economies","Latin America and the Caribbean","8",0
"1206","Low Income Developing Countries","Sub-Sahara Africa","8",0.020223
"1207","Low Income Developing Countries","Emerging and Developing Asia","8",0.004782
"1208","Emerging Market Economies","Latin America and the Caribbean","8",0.108212
"1209","Emerging Market Economies","Emerging and Developing Europe","8",0.004726
"1210","Emerging Market Economies","Sub-Sahara Africa","8",0.100675
"1211","Emerging Market Economies","Latin America and the Caribbean","8",0.635507
"1212","Emerging Market Economies","Emerging and Developing Asia","8",0.000862
"1213","Emerging Market Economies","Emerging and Developing Europe","8",0.010103
"1214","Low Income Developing Countries","Sub-Sahara Africa","8",0.032832
"1215","Low Income Developing Countries","Sub-Sahara Africa","8",0.002919
"1216","Emerging Market Economies","Sub-Sahara Africa","8",0.000195
"1217","Low Income Developing Countries","Emerging and Developing Asia","8",0.023908
"1218","Low Income Developing Countries","Sub-Sahara Africa","8",0.080231
"1219","Advanced Economies","Advanced Economies","8",0.544318
"1220","Low Income Developing Countries","Sub-Sahara Africa","8",0.121608
"1221","Emerging Market Economies","Latin America and the Caribbean","8",0.187124
"1222","Emerging Market Economies","Emerging and Developing Asia","8",0.705539
"1223","Emerging Market Economies","Latin America and the Caribbean","8",0.076936
"1224","Low Income Developing Countries","Sub-Sahara Africa","8",0.376746
"1225","Low Income Developing Countries","Sub-Sahara Africa","8",0.052391
"1226","Emerging Market Economies","Latin America and the Caribbean","8",0.008805
"1227","Low Income Developing Countries","Sub-Sahara Africa","8",0.030463
"1228","Emerging Market Economies","Emerging and Developing Europe","8",0.006825
"1229","Advanced Economies","Advanced Economies","8",0.000913
"1230","Advanced Economies","Advanced Economies","8",0.010554
"1231","Advanced Economies","Advanced Economies","8",0.006524
"1232","Low Income Developing Countries","Middle East, North Africa, Afghanistan, and Pakistan","8",0.002856
"1233","Emerging Market Economies","Latin America and the Caribbean","8",0.000125
"1234","Emerging Market Economies","Latin America and the Caribbean","8",0.005204
"1235","Emerging Market Economies","Latin America and the Caribbean","8",0.020656
"1236","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","8",0.014042
"1237","Emerging Market Economies","Latin America and the Caribbean","8",0.003048
"1238","Advanced Economies","Advanced Economies","8",0.005216
"1239","Emerging Market Economies","Sub-Sahara Africa","8",0.002929
"1240","Low Income Developing Countries","Sub-Sahara Africa","8",0.13689
"1241","Emerging Market Economies","Emerging and Developing Asia","8",0.001073
"1242","Advanced Economies","Advanced Economies","8",0.057116
"1243","Advanced Economies","Advanced Economies","8",0.056991
"1244","Emerging Market Economies","Sub-Sahara Africa","8",0.033642
"1245","Low Income Developing Countries","Sub-Sahara Africa","8",0.000808
"1246","Emerging Market Economies","Caucasus and Central Asia","8",0.008551
"1247","Advanced Economies","Advanced Economies","8",0.048691
"1248","Low Income Developing Countries","Sub-Sahara Africa","8",0.030801
"1249","Advanced Economies","Advanced Economies","8",0.015505
"1250","Emerging Market Economies","Latin America and the Caribbean","8",0
"1251","Emerging Market Economies","Latin America and the Caribbean","8",0.01053
"1252","Low Income Developing Countries","Sub-Sahara Africa","8",0.033322
"1253","Emerging Market Economies","Latin America and the Caribbean","8",0.021544
"1254","Low Income Developing Countries","Latin America and the Caribbean","8",0.003242
"1255","Low Income Developing Countries","Latin America and the Caribbean","8",0.009096
"1256","Advanced Economies","Advanced Economies","8",0.000104
"1257","Emerging Market Economies","Emerging and Developing Europe","8",0.00966
"1258","Advanced Economies","Advanced Economies","8",0.014108
"1259","Emerging Market Economies","Emerging and Developing Asia","8",0.490157
"1260","Emerging Market Economies","Emerging and Developing Asia","8",0.228835
"1261","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","8",0.245513
"1262","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","8",0.030796
"1263","Advanced Economies","Advanced Economies","8",0.006345
"1264","Advanced Economies","Advanced Economies","8",0
"1265","Advanced Economies","Advanced Economies","8",0.051064
"1266","Emerging Market Economies","Latin America and the Caribbean","8",0.0012
"1267","Advanced Economies","Advanced Economies","8",0.051569
"1268","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","8",0.005032
"1269","Emerging Market Economies","Caucasus and Central Asia","8",0.362443
"1270","Low Income Developing Countries","Sub-Sahara Africa","8",0.053414
"1271","Advanced Economies","Advanced Economies","8",0.014247
"1272","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","8",0
"1273","Low Income Developing Countries","Caucasus and Central Asia","8",0.02443
"1274","Low Income Developing Countries","Emerging and Developing Asia","8",0.021548
"1275","Advanced Economies","Advanced Economies","8",0.004835
"1276","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","8",0.003234
"1277","Low Income Developing Countries","Sub-Sahara Africa","8",0.002123
"1278","Low Income Developing Countries","Sub-Sahara Africa","8",0.016444
"1279","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","8",0.260975
"1280","Advanced Economies","Advanced Economies","8",0.00641
"1281","Advanced Economies","Advanced Economies","8",0.000259
"1282","Low Income Developing Countries","Sub-Sahara Africa","8",0.080724
"1283","Low Income Developing Countries","Sub-Sahara Africa","8",0.014599
"1284","Emerging Market Economies","Emerging and Developing Asia","8",0.042888
